,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
,SZ000078,ST海王,--,+10.05%,2.08,+0.19,2.08,--,246472520,490270880,30000↓,+0.00%,+13.66%,+4.81,9.39%,+100.00,5472736400,5460448700,99.78%,22637349,10883341,+0.00%,--,--,--,--,--,104238680,142233840,0.733,--,无,无,0.52,1.15,,14492348,4.41,0.006,医药流通,医药商业,1.89,1.83,-3.17%,0.15%,2.08,1.80,+26.83%,+55.22%,+31.65%,-39.88%,14.81%,10883341,0,50876,--,7.17,--,2631123300,2625215700,46080707亿,-38.89%,0.47,1,-38.75,--,--,--,19981218,
,SZ000989,九芝堂,--,+10.05%,8.98,+0.82,8.98,--,75773143,670064700,4000↓,+0.00%,+7.03%,+1.68,10.92%,+100.00,7686359300,6233500700,81.10%,63168247,7034326,+0.00%,--,--,--,--,--,36511401,39261742,0.930,--,无,无,2.10,5.96,28.36,252500000,1.99,0.195,中药,中药,8.16,8.39,+2.82%,0.05%,8.98,8.31,+6.65%,+12.53%,+12.53%,+6.52%,8.21%,7034326,0,76515,--,36.46,--,855942010,694153750,240294200亿,41.53%,4.52,7,-87.02,--,--,--,20000628,
,SH600992,贵绳股份,--,+10.05%,11.72,+1.07,11.72,--,5441826,63778201,4000↓,+0.00%,+0.00%,-0.00,2.22%,+100.00,2872454800,2872454800,100.00%,103667783,8845374,+0.00%,--,--,--,--,--,5441826,0,--,--,无,无,1.58,0.64,,-110000000,2.01,-0.223,金属制品,通用设备,10.65,11.72,+10.05%,0.41%,11.72,11.72,+31.98%,+35.02%,+16.85%,-13.63%,0.00%,8845374,--,2691,+0.01,56.47,--,245090000,245090000,-54642365亿,-151.3%,5.83,0,82.51,--,--,--,20040514,
,SZ000920,沃顿科技,--,+10.04%,14.03,+1.28,14.03,--,47985285,657440320,4000↓,+0.00%,+10.13%,+2.58,10.15%,+100.00,6630874300,6630558600,100.00%,32307372,2302735,+0.00%,--,--,--,--,--,25970264,22015021,1.18,--,无,无,1.18,2.79,30.11,44101105,3.30,0.093,膜材料,塑料制品,12.75,12.74,-0.08%,0.15%,14.03,12.68,+14.91%,-10.64%,-1.45%,+14.20%,10.59%,2302735,0,37179,--,15.76,--,472621120,472598620,52622423亿,-0.780%,4.26,6,-71.01,--,--,--,19990616,
4,SH600629,华建集团,--,+10.04%,14.03,+1.28,14.03,--,50846487,678286930,700↓,+0.00%,+12.87%,+5.41,4.42%,+100.00,16131762000,16131762000,100.00%,69095968,4924873,+0.00%,--,--,--,--,--,27930620,22915867,1.22,--,无,有,0.82,2.81,1038,4105880,3.06,0.004,工程咨询服务,建筑装饰,12.75,12.43,-2.51%,0.04%,14.03,12.40,+18.70%,+17.70%,+5.97%,-22.33%,12.78%,4924873,--,49656,+0.08,30.58,--,1149804880,1149804880,6059454亿,-93.18%,4.58,4,-89.95,--,--,--,19930209,
4,SH603318,水发燃气,--,+10.04%,8.55,+0.78,8.55,--,10240801,87558849,100↓,+0.00%,+0.00%,-0.00,2.23%,+100.00,4742456000,3925056400,82.76%,128414151,15019199,+0.00%,--,--,--,--,--,10240801,0,--,--,无,无,1.43,0.30,,5268496,2.52,0.010,燃气,燃气,7.77,8.55,+10.04%,0.58%,8.55,8.55,-0.93%,-11.76%,-6.66%,+27.61%,0.00%,15019199,--,5928,+0.02,66.12,--,554673220,459070920,31881524亿,-72.25%,3.39,8,-3.76,--,--,--,20150424,
4,SZ002379,宏桥控股,--,+10.03%,15.90,+1.45,15.90,--,60937678,947477170,100↓,+0.00%,+5.30%,+2.43,5.36%,+100.00,207194780000,18068343000,8.72%,83544960,5254400,+0.00%,--,--,--,--,--,36185180,24752498,1.46,--,无,有,0.91,2.25,10.51,15500000000,3.96,0.519,铝,工业金属,14.45,15.10,+4.50%,0.05%,15.90,14.88,+4.81%,+2.91%,-9.50%,-32.83%,7.06%,5254400,0,65180,--,21.49,--,13031118200,1136373750,8536438200亿,37.56%,4.01,3,-55.12,--,--,--,20100331,
,SH603669,灵康药业,--,+10.03%,6.80,+0.62,6.80,--,66355357,440130680,100↓,+0.00%,+7.94%,+2.70,9.32%,+100.00,4843851900,4843851900,100.00%,14773700,2172603,+0.00%,--,--,--,--,--,39713798,26641559,1.49,--,无,无,0.99,1.95,,2955906,8.71,0.004,化学制剂,化学制药,6.18,6.30,+1.94%,0.03%,6.80,6.15,+13.90%,+24.54%,+44.99%,+49.12%,10.52%,2172603,--,29573,+0.02,13.54,--,712331170,712331170,3153906亿,115.9%,0.78,4,-94.50,--,--,--,20150528,
,SH603677,奇精机械,--,+10.03%,13.82,+1.26,13.82,--,4545059,60387649,6100↑,+0.00%,+7.47%,+4.25,2.36%,+100.00,2661744000,2661744000,100.00%,64936034,4698700,+0.00%,--,--,--,--,--,2375608,2169451,1.10,--,无,无,0.43,2.47,64.27,11671426,2.29,0.061,家电零部件,白色家电,12.56,12.86,+2.39%,0.01%,13.82,12.62,+4.70%,+7.97%,-5.41%,-23.14%,9.55%,4698700,--,8148,+0.01,64.80,--,192600870,192600870,12629453亿,-36.88%,6.05,9,-11.58,--,--,--,20170206,
,SH603065,宿迁联盛,--,+10.03%,21.40,+1.95,21.40,--,41759537,875866000,500↓,+0.00%,+12.57%,+2.19,9.97%,+100.00,8965906000,8965906000,100.00%,24515840,1145600,+0.00%,--,--,--,--,--,25964259,15795278,1.64,--,无,无,2.77,0.72,,5439015,4.49,0.010,其他化学制品,化学制品,19.45,19.01,-2.26%,0.10%,21.40,19.00,+16.24%,+8.80%,+57.35%,+164.36%,12.34%,1145600,--,46740,+0.04,31.42,--,418967570,418967570,-6125867亿,-30.10%,4.77,3,-353.99,--,--,--,20230321,
4,SH603137,恒尚节能,--,+10.02%,29.43,+2.68,29.43,--,27758523,782260600,500↓,+0.00%,+15.28%,+4.67,15.17%,+100.00,5383728000,5383728000,100.00%,45146209,1534020,+0.00%,--,--,--,--,--,17461587,10296936,1.70,--,无,无,-0.07,1.39,,36206126,4.50,0.200,装饰园林,建筑装饰,26.75,25.53,-4.56%,2.40%,29.43,25.53,+55.39%,+150.26%,+132.46%,+114.19%,14.58%,1534020,--,37497,+0.03,-0.46,--,182933330,182933330,42922375亿,-23.87%,6.54,0,-230.67,--,--,--,20230419,
,SZ003030,祖名股份,--,+10.02%,23.83,+2.17,23.83,--,8600100,202676870,24000↑,+0.00%,+9.92%,+1.22,10.62%,+100.00,2973507400,1929251200,64.88%,11283505,473500,+0.00%,--,--,--,--,--,5895900,2704200,2.18,--,无,无,1.17,3.05,106.7,-3344920,2.96,-0.030,其他农产品加工,农产品加工,21.66,21.68,+0.09%,0.00%,23.83,21.68,+1.40%,+15.57%,-0.63%,+18.91%,9.93%,473500,0,11163,--,12.98,--,124780000,80958925,-1394612亿,43.44%,8.05,8,-47.58,--,--,--,20210106,
,SH603933,睿能科技,--,+10.02%,24.71,+2.25,24.71,--,14273588,350383980,300↓,+0.00%,+5.69%,+0.72,6.88%,+100.00,5128426400,5128426400,100.00%,39931360,1616000,+0.00%,--,--,--,--,--,10071688,4201900,2.40,--,无,无,1.92,2.09,91.02,67500000,3.83,0.166,工控设备,自动化设备,22.46,23.38,+4.10%,0.09%,24.71,23.38,+8.09%,+13.35%,+11.56%,-4.96%,5.92%,1616000,--,24591,+0.02,43.84,--,207544580,207544580,44616721亿,163.2%,6.45,5,-290.86,--,--,--,20170706,
,SH600513,联环药业,--,+10.01%,17.04,+1.55,17.04,--,42427802,674830730,200↓,+0.00%,+8.81%,+7.32,14.86%,+100.00,4864174800,4864174800,100.00%,56189400,3297500,+0.00%,--,--,--,--,--,21030450,21397352,0.983,--,无,无,2.00,3.20,,6424752,3.80,0.020,化学制剂,化学制药,15.49,15.66,+1.10%,0.08%,17.04,14.82,+7.30%,+16.23%,+7.64%,-6.58%,14.33%,3297500,--,73159,+0.02,33.48,--,285456270,285456270,10600497亿,-72.14%,4.48,3,-233.64,--,--,--,20030319,
4,SH605090,九丰能源,--,+10.01%,41.78,+3.80,41.78,--,56299045,2351837100,1400↓,+0.00%,+0.00%,+0.02,7.99%,+100.00,29493182000,29435137000,99.80%,93332509,2233904,+0.00%,--,--,--,--,--,51092163,5206882,9.81,--,无,有,-0.06,3.28,20.94,434371230,2.51,0.615,燃气,燃气,37.98,41.78,+10.01%,0.29%,41.78,41.14,+20.75%,+15.64%,+12.83%,-2.50%,1.69%,2233904,--,52722,+0.14,-0.57,--,705916270,704526970,510918390亿,-14.16%,16.65,3,10.61,--,--,--,20210525,
4,SH603120,肯特催化,--,+10.00%,55.09,+5.01,55.09,--,2814620,151726260,500↓,+0.00%,+12.43%,+2.36,7.43%,+100.00,4980136000,2087911000,41.92%,38338068,695917,+0.00%,--,--,--,--,--,1933920,880700,2.20,--,无,无,2.46,0.62,59.12,19363896,4.18,0.210,其他化学制品,化学制品,50.08,49.00,-2.16%,0.18%,55.09,49.00,-1.84%,+13.59%,-4.75%,+43.09%,12.16%,695917,--,5186,+0.02,35.41,--,90400000,37900000,23108125亿,10.30%,13.18,5,-758.97,--,--,--,20250416,
,SZ002581,*ST未名,--,+10.00%,3.63,+0.33,3.63,--,9101000,32446100,20200↑,+0.00%,+8.36%,+1.97,2.27%,+100.00,2394840200,1454871900,60.75%,6032334,1661800,+0.00%,--,--,--,--,--,5406700,3694300,1.46,--,无,无,0.20,1.30,,-54225583,1.33,-0.082,其他生物制品,生物制品,3.30,3.35,+1.52%,0.05%,3.63,3.34,+9.01%,+14.15%,+2.54%,-51.60%,8.79%,1661800,0,2064,--,12.49,--,659735590,400791160,-58731398亿,-47.15%,2.73,4,-132.02,--,--,--,20110520,
4,SH600881,亚泰集团,--,+10.00%,1.65,+0.15,1.65,--,104418238,170447280,3000↓,+0.00%,+9.27%,+1.18,3.23%,+100.00,5333049100,5333049100,100.00%,27793829,16844745,+0.00%,--,--,--,--,--,50804113,53614125,0.948,--,无,无,1.48,3.00,,-224596050,12.41,-0.070,综合,综合,1.50,1.51,+0.67%,0.03%,1.65,1.51,+9.27%,+7.14%,-6.78%,-11.29%,9.33%,16844745,--,12619,+0.03,38.85,--,3232151000,3232151000,-305011210亿,52.11%,0.13,6,23.04,--,--,--,19951115,
4,SZ001388,信通电子,--,+10.00%,29.49,+2.68,29.49,--,4287801,122774083,4900↑,+0.00%,+8.58%,+3.20,5.07%,+100.00,4657945500,2493072100,53.52%,90857098,3080946,+0.00%,--,--,--,--,--,1818884,2468917,0.737,--,无,无,1.09,3.22,39.76,-12228579,3.18,-0.077,电气自控设备,电网设备,26.81,27.16,+1.31%,0.01%,29.49,26.98,+9.30%,+8.74%,+0.20%,-31.32%,9.36%,3080946,0,9466,--,55.05,--,157950000,84539576,-12087976亿,-260.0%,9.28,4,-101.80,--,--,--,20250701,
,SH600671,天目药业,--,+9.99%,21.13,+1.92,21.13,--,9558042,198895280,6600↑,+0.00%,+7.81%,+1.67,7.85%,+100.00,2573187800,2573011400,99.99%,10719249,507300,+0.00%,--,--,--,--,--,6503699,3054343,2.13,--,无,无,0.54,2.44,157.4,3816104,34.86,0.031,中药,中药,19.21,19.60,+2.03%,0.03%,21.13,19.59,+14.28%,+27.14%,+28.29%,+22.07%,8.02%,507300,--,8187,+0.01,8.01,--,121778885,121770533,5934329亿,-25.09%,0.61,1,-124.64,--,--,--,19930823,
4,SH600536,中国软件,--,+9.99%,32.25,+2.93,32.25,--,57641174,1794903300,100↓,+0.00%,+9.88%,+3.79,6.83%,+100.00,30114617000,27207903000,90.35%,95228606,2952825,+0.00%,--,--,--,--,--,31456109,26185065,1.20,--,无,有,1.31,3.31,,-13200000,8.57,-0.080,IT服务,IT服务,29.32,29.35,+0.10%,0.01%,32.25,29.26,+16.22%,+16.64%,+8.15%,-30.35%,10.20%,2952825,--,101013,+0.14,26.89,--,933786580,843655900,-67479631亿,8.57%,3.77,3,-71.70,--,--,--,20020517,
4,SZ001395,亚联机械,--,+9.99%,31.49,+2.86,31.49,--,11640568,357072170,100↓,+0.00%,+9.34%,+2.85,22.38%,+100.00,3571343900,1637684700,45.86%,5511128,175012,+0.00%,--,--,--,--,--,5158706,6481862,0.796,--,无,无,0.34,9.03,20.24,157422900,2.81,1.39,其他专用设备,专用设备,28.63,28.80,+0.59%,0.69%,31.49,28.60,+27.96%,+35.27%,+13.40%,-3.47%,10.09%,175012,0,24886,--,3.16,--,113412000,52006500,182768800亿,60.06%,11.19,0,134.91,--,--,--,20250127,
,SZ003020,立方制药,--,+9.98%,20.61,+1.87,20.61,--,16601382,339069040,120↓,+0.00%,+2.84%,+0.99,9.85%,+100.00,4703585700,3473779500,73.85%,82963494,4025400,+0.00%,--,--,--,--,--,12022052,4579330,2.63,--,无,有,-0.40,1.76,28.99,35290847,2.55,0.155,化学制剂,化学制药,18.74,20.04,+6.94%,1.00%,20.61,19.66,+25.82%,+34.79%,+32.80%,-3.32%,5.07%,4025400,0,14810,--,-3.92,--,228218620,168548260,41309842亿,-7.74%,8.08,0,312.58,--,--,--,20201215,
4,SH601002,晋亿实业,--,+9.98%,4.85,+0.44,4.85,--,26624095,128748534,200↓,+0.00%,+0.83%,+0.32,2.79%,+100.00,4629037500,4629037500,100.00%,14768764,3045106,+0.00%,--,--,--,--,--,20154144,6469951,3.12,--,无,无,0.58,2.72,18.04,202500000,1.05,0.075,金属制品,通用设备,4.41,4.81,+9.07%,0.15%,4.85,4.70,+7.54%,+13.32%,+0.00%,-4.15%,3.40%,3045106,--,9248,+0.02,23.56,--,954440720,954440720,83520080亿,25.11%,4.60,7,-81.44,--,--,--,20070126,
4,SH601608,中信重工,--,+9.92%,5.54,+0.50,5.54,--,204914340,1123061090,1000↓,+0.00%,+0.00%,+1.18,4.47%,+100.00,25370726000,25370726000,100.00%,63348570,11434760,+0.00%,--,--,--,--,--,137230091,67684249,2.03,--,无,有,1.01,4.50,66.83,95081882,2.69,0.021,能源及重型设备,专用设备,5.04,5.54,+9.92%,0.18%,5.54,5.30,+15.18%,+18.63%,+5.93%,-15.93%,4.76%,11434760,--,87342,+0.12,25.77,--,4579553400,4579553400,93910571亿,4.57%,2.06,3,-42.01,--,--,--,20120706,
4,SH600801,华新建材,--,+9.83%,18.89,+1.69,18.88,18.89,41378983,765190900,1800↑,+0.05%,+6.42%,+2.31,3.08%,-96.69,39272228000,25344669000,64.54%,--,--,+0.05%,--,--,--,--,--,20467833,20911150,0.979,--,无,无,-0.14,1.79,12.09,1705000000,1.19,0.300,水泥,建筑材料,17.20,17.75,+3.20%,0.03%,18.90,17.60,+5.24%,+11.97%,-0.74%,-22.36%,7.56%,8700,11600,87649,+0.18,-11.16,--,2078995600,1341697650,1247851630亿,169.4%,15.81,6,-0.35,--,--,--,19940103,
,SH600491,ST龙元,--,+9.82%,1.23,+0.11,1.23,--,62952983,77432169,5000↑,+0.00%,+0.00%,+0.00,4.12%,+100.00,1881602300,1881602300,100.00%,742080,603317,+0.00%,--,--,--,--,--,62952983,0,--,--,无,无,-0.32,1.56,,-129049719,0.271,-0.084,房屋建设,建筑装饰,1.12,1.23,+9.82%,0.04%,1.23,1.23,+26.80%,+6.03%,-11.51%,-53.41%,0.00%,603317,--,3827,--,-5.02,--,1529758000,1529758000,-75709650亿,-167.0%,4.54,1,247.32,--,--,--,20040524,
32,SH688101,三达膜,--,+9.76%,18.78,+1.67,18.72,18.78,24353473,448396130,300↑,-0.11%,+10.47%,+2.15,7.34%,-64.35,6235186600,6235186600,100.00%,--,--,-0.11%,--,--,--,--,--,11248595,13104878,0.858,--,无,无,-0.22,4.08,15.57,98494737,1.38,0.300,水务及水治理,环境治理,17.11,17.00,-0.64%,0.07%,19.50,16.86,+11.92%,+17.38%,+9.82%,+16.72%,15.43%,7000,1750,26349,+0.03,-4.06,--,332012070,332012070,115124327亿,29.22%,13.64,3,-192.08,--,--,--,20191115,
4,SZ301019,宁波色母,--,+9.66%,17.14,+1.51,17.14,17.16,9379551,157743800,1200↓,-0.23%,+11.15%,+2.06,6.46%,-21.49,3392967000,2487813700,73.32%,--,--,-0.23%,--,--,--,--,--,4824921,4554630,1.06,--,无,无,0.45,1.85,29.74,29257333,2.98,0.148,其他塑料制品,塑料制品,15.63,15.42,-1.34%,0.01%,17.69,15.39,-3.21%,+19.86%,+5.69%,-7.39%,14.72%,6911,16080,14826,--,20.94,--,197956070,145146660,34270613亿,16.43%,5.76,7,-122.04,--,--,--,20210628,
4,SZ002549,凯美特气,--,+9.63%,17.88,+1.57,17.87,17.88,100924084,1771921300,2000↓,+0.00%,+2.11%,+1.98,14.58%,-70.71,12432820500,12379388300,99.57%,--,--,+0.00%,--,--,--,--,--,52417240,48506844,1.08,--,无,无,1.49,2.34,261.5,10732042,5.99,0.015,大气治理,环境治理,16.31,17.51,+7.36%,0.30%,17.94,17.04,+1.53%,-14.41%,+3.05%,-15.54%,5.52%,65200,173900,151555,--,21.19,--,695347900,692359530,8452365亿,-66.20%,2.98,4,-15.39,--,--,--,20110218,
4,SZ300929,华骐环保,--,+9.44%,13.80,+1.19,13.79,13.80,13735867,190222750,400↓,+0.66%,+9.79%,-0.39,10.96%,-11.93,1823434800,1729972800,94.87%,--,--,+0.66%,--,--,--,--,--,6725383,7010484,0.959,--,无,无,0.29,1.68,,-3018699,2.38,-0.020,水务及水治理,环境治理,12.61,12.57,-0.32%,0.02%,14.55,12.41,+1.17%,+28.73%,+24.55%,+28.37%,16.97%,1000,1200,22221,--,5.40,--,132132956,125360351,-3908460亿,-287.1%,5.81,3,-88.76,--,--,--,20210120,
4,SH600428,中远海特,--,+9.23%,9.82,+0.83,9.81,9.82,217908090,2143674800,1000↓,-0.20%,+7.32%,-0.19,8.91%,-50.71,26945298000,24012704000,89.12%,--,--,-0.20%,--,--,--,--,--,99985817,117922273,0.848,--,无,无,-1.03,7.20,14.64,1340510100,1.58,0.148,航运,港口航运,8.99,9.15,+1.78%,0.08%,9.89,9.15,+13.66%,+19.03%,+22.90%,+38.31%,8.23%,65500,255700,114975,+0.12,-13.17,--,2743920400,2445285600,712707240亿,17.53%,6.23,0,75.18,--,--,--,20020418,
32,SH688106,金宏气体,--,+8.99%,37.48,+3.09,37.48,37.49,72411050,2743369600,1478↓,+0.08%,+0.67%,-1.18,13.53%,+48.23,20066226000,20066226000,100.00%,--,--,+0.08%,--,--,--,--,--,37584569,34826481,1.08,--,无,无,0.32,1.23,216.3,4869099,5.57,0.010,电子化学品,电子化学品,34.39,37.23,+8.26%,0.32%,39.67,36.12,+1.60%,-4.31%,+33.05%,+93.80%,10.32%,66997,14812,87930,+0.09,2.57,--,535384890,535384890,15791337亿,-88.93%,6.73,3,-249.18,--,--,--,20200616,
,SZ002726,ST龙大,--,+8.86%,1.72,+0.14,1.71,1.72,134766180,219516310,700--,+1.18%,+11.69%,+5.77,10.26%,-44.96,2261368600,2259959900,99.94%,--,--,+1.18%,--,--,--,--,--,52119481,82646699,0.631,--,无,无,0.37,1.31,,-993544,3.55,-0.001,肉制品,食品加工制造,1.58,1.54,-2.53%,--,1.74,1.52,+17.01%,+38.71%,+18.62%,-58.15%,13.92%,92600,932731,17432,--,3.64,--,1314749170,1313930170,-928334亿,99.20%,0.48,1,-364.80,--,--,--,20140626,
,SZ300069,金利华电,--,+8.79%,40.10,+3.24,40.09,40.10,32732257,1290059790,300--,+0.05%,-3.19%,+1.87,27.98%,-49.02,4691700000,4691700000,100.00%,--,--,+0.05%,--,--,--,--,--,18962450,13769807,1.38,--,无,无,1.55,2.70,,3039615,17.20,0.026,线缆部件及其他,电网设备,36.86,41.42,+12.37%,--,43.00,36.23,+17.11%,+29.06%,+14.77%,+132.46%,18.37%,3900,235700,96671,--,9.20,--,117000000,117000000,3940469亿,487.8%,2.33,4,-384.90,--,--,--,20100421,
,SH600488,津药药业,--,+8.78%,6.07,+0.49,6.07,6.08,182730590,1065492660,3900--,+0.00%,+9.96%,+4.28,16.74%,+5.99,6627752100,6627752100,100.00%,--,--,+0.00%,--,--,--,--,--,92588896,90141694,1.03,--,无,无,-0.11,1.24,251.0,13891311,2.17,0.013,化学制剂,化学制药,5.58,5.52,-1.08%,--,6.11,5.52,+11.38%,+25.41%,+27.52%,+48.41%,10.57%,687300,375700,119411,+0.03,-1.99,--,1091886680,1091886680,21610398亿,-76.07%,2.79,2,22.42,--,--,--,20010618,
