,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
68,SZ301513,尚水智能,--,+20.00%,69.47,+11.58,69.47,--,4461354,288915030,1100↑,+0.00%,+20.50%,+8.14,22.14%,+100.00,6947000000,1399750300,20.15%,21363623,307523,+0.00%,--,--,--,--,--,2336236,2125118,1.10,--,无,无,5.33,2.98,50.75,29432433,5.13,0.390,锂电专用设备,电池,57.89,57.65,-0.41%,0.02%,69.47,57.30,+9.76%,+10.45%,+0.65%,+165.25%,21.02%,307523,0,11517,--,30.00,--,100000000,20148989,32881760亿,-39.69%,13.53,8,76.90,--,--,--,20260417,
4,SZ301165,锐捷网络,--,+20.00%,80.45,+13.41,80.45,--,22225793,1725891800,3100↓,+0.00%,+17.10%,+4.17,2.00%,+100.00,89592045000,89592045000,100.00%,118961174,1478697,+0.00%,--,--,--,--,--,9613635,12612158,0.762,--,无,无,0.47,1.96,125.8,122924259,17.45,0.110,通信网络设备及器件,通信设备,67.04,68.70,+2.48%,0.02%,80.45,68.70,+25.00%,+25.88%,+31.03%,+27.59%,17.53%,1478697,0,53030,+4.63,21.46,--,1113636360,1113636360,125952969亿,14.59%,4.61,3,-5.65,--,--,--,20221121,
32,SH688286,敏芯股份,--,+20.00%,115.07,+19.18,115.07,--,5825767,640001990,3233↑,+0.00%,+21.20%,+5.44,10.39%,+100.00,6450798000,6450798000,100.00%,73976087,642879,+0.00%,--,--,--,--,--,2606900,3218867,0.810,--,无,无,0.92,0.98,283.2,-10361009,6.08,-0.190,模拟芯片设计,半导体,95.89,94.94,-0.99%,0.01%,115.07,94.94,+25.08%,+71.11%,+79.10%,+45.75%,20.99%,642879,--,11431,+0.06,7.29,--,56059772,56059772,-10847670亿,-463.7%,18.93,7,1172.75,--,--,--,20200810,
32,SH688048,长光华芯,--,+20.00%,502.00,+83.67,502.00,--,20508678,9750808500,200↓,+0.00%,+18.68%,+6.35,11.63%,+100.00,88492531000,88492531000,100.00%,97459284,194142,+0.00%,--,--,--,--,--,9704797,10803881,0.898,--,无,无,1.35,1.54,2623,4479634,29.36,0.025,分立器件,半导体,418.33,423.00,+1.12%,0.04%,502.00,420.51,+28.04%,+39.25%,+47.65%,+300.48%,19.48%,194142,--,59414,+0.77,7.78,--,176279940,176279940,3068616亿,159.7%,17.10,4,3385.64,--,--,--,20220401,
4,SZ301379,天山电子,--,+20.00%,28.44,+4.74,28.44,--,35983771,976935880,400↓,+0.00%,+18.16%,+5.45,16.53%,+100.00,7863317600,6190988300,78.73%,82521675,2901606,+0.00%,--,--,--,--,--,15482380,20501391,0.755,--,无,无,2.48,1.41,62.48,19705282,5.37,0.071,面板,光学光电子,23.70,24.07,+1.56%,0.06%,28.44,23.78,+6.52%,+12.99%,+26.64%,+55.23%,19.66%,2901606,0,37187,--,13.97,--,276487960,217685950,20534473亿,-45.01%,5.29,9,564.53,--,--,--,20221101,
4,SZ300671,富满微,--,+20.00%,86.16,+14.36,86.16,--,41446182,3304636300,23100↑,+0.00%,+22.74%,+8.95,18.78%,+100.00,19074657000,19019240000,99.71%,38186112,443200,+0.00%,--,--,--,--,--,20101030,21345152,0.942,--,无,无,1.44,1.54,,100000000,12.02,0.090,模拟芯片设计,半导体,71.80,70.20,-2.23%,0.09%,86.16,70.00,+35.83%,+63.03%,+91.89%,+170.18%,22.51%,443200,0,121544,--,8.06,--,221386460,220743270,24641648亿,181.9%,7.17,5,-94.23,--,--,--,20170705,
,SZ300545,联得装备,--,+20.00%,46.20,+7.70,46.20,--,19422528,863338540,100↓,+0.00%,+15.33%,+4.54,16.25%,+100.00,8568315600,5523622800,64.47%,163145880,3531296,+0.00%,--,--,--,--,--,11620844,7801684,1.49,--,无,无,3.17,1.12,89.69,27179832,3.93,0.150,面板,光学光电子,38.50,40.06,+4.05%,0.26%,46.20,40.06,+22.38%,+30.29%,+36.93%,+51.03%,15.95%,3531296,0,25417,--,16.25,--,185461380,119558935,35903760亿,-36.49%,11.75,6,1316.64,--,--,--,20160928,
,SZ300321,同大股份,--,+20.00%,64.38,+10.73,64.38,--,8386827,490034640,1000↓,+0.00%,+16.25%,+11.09,9.45%,+100.00,5716944000,5711916400,99.91%,60950864,946736,+0.00%,--,--,--,--,--,4387894,3998933,1.10,--,无,无,0.46,0.97,649.6,473297,9.01,0.005,其他塑料制品,塑料制品,53.65,55.38,+3.22%,0.12%,64.38,53.68,+31.23%,+56.00%,+46.48%,+42.30%,19.94%,946736,0,16599,--,4.82,--,88800000,88721907,1142396亿,-83.64%,7.14,3,415.73,--,--,--,20120523,
,SZ300020,ST银江,--,+20.00%,3.42,+0.57,3.42,--,33156180,107492496,79100↑,+0.00%,+20.00%,+6.25,4.33%,+100.00,2717798700,2621715600,96.46%,8109504,2371200,+0.00%,--,--,--,--,--,12405385,20750795,0.598,--,无,无,0.87,3.13,,-71139529,2.04,-0.090,IT服务,IT服务,2.85,2.85,+0.00%,0.01%,3.42,2.85,+5.23%,-3.39%,-4.20%,-2.29%,20.00%,2371200,0,6255,--,30.62,--,794677970,766583510,-71704315亿,-1.08%,1.68,14,-290.42,--,--,--,20091030,
32,SH688589,力合微,--,+20.00%,22.98,+3.83,22.98,--,12990296,281553060,3033↓,+0.00%,+19.94%,+6.82,8.94%,+100.00,3339649300,3339649300,100.00%,21641185,941740,+0.00%,--,--,--,--,--,5214207,7776089,0.671,--,无,无,0.97,2.75,779.9,-3691628,3.52,-0.030,数字芯片设计,半导体,19.15,19.16,+0.05%,0.03%,22.98,19.16,+10.91%,+14.84%,+7.28%,+1.46%,19.95%,941740,--,15881,+0.03,14.61,--,145328520,145328520,-4768501亿,-129.3%,6.54,13,0.00,--,--,--,20200722,
32,SH688502,茂莱光学,--,+20.00%,693.60,+115.60,693.60,--,3237420,2064145000,6097↑,+0.00%,+22.31%,+9.69,6.13%,+100.00,36622476000,36622476000,100.00%,46718122,67356,+0.00%,--,--,--,--,--,1510685,1726735,0.875,--,无,无,0.76,1.17,1971,-11107936,30.70,-0.210,光学元件,光学光电子,578.00,567.10,-1.89%,0.02%,693.60,567.00,+38.40%,+38.64%,+60.29%,+73.93%,21.90%,67356,--,14047,+0.32,10.03,--,52800571,52800571,-16397309亿,-166.8%,22.59,3,-899.17,--,--,--,20230309,
32,SH688352,颀中科技,--,+20.00%,24.18,+4.03,24.18,--,60581819,1340691540,300↓,+0.00%,+20.00%,+10.17,16.56%,+100.00,28751143000,8847226900,30.77%,15272813,631630,+0.00%,--,--,--,--,--,31414542,29167277,1.08,--,无,无,1.27,1.27,,-293090700,4.94,-0.246,集成电路封测,半导体,20.15,20.15,+0.00%,0.04%,24.18,19.90,+29.17%,+35.31%,+12.10%,+92.52%,21.24%,631630,--,62287,+0.25,7.93,--,1189046440,365890280,-295421540亿,-1095%,4.90,6,-55.82,--,--,--,20230420,
32,SH688328,深科达,--,+20.00%,95.70,+15.95,95.70,--,8582488,777803100,14378↑,+0.00%,+20.45%,+6.36,9.09%,+100.00,9039467400,9039467400,100.00%,71489527,747017,+0.00%,--,--,--,--,--,4676659,3905829,1.20,--,无,无,0.48,0.99,243.1,27068442,10.56,0.290,其他专用设备,专用设备,79.75,79.45,-0.38%,0.07%,95.70,79.45,+21.29%,+34.64%,+29.50%,+229.77%,20.38%,747017,--,14942,+0.08,4.38,--,94456295,94456295,31850541亿,89.22%,9.06,8,869.58,--,--,--,20210309,
32,SH688220,翱捷科技-U,--,+20.00%,124.32,+20.72,124.32,--,25268985,3029830600,34797↑,+0.00%,+15.91%,+4.26,6.85%,+100.00,52003167000,45891402000,88.25%,15430598,124120,+0.00%,--,--,--,--,--,14841803,10427182,1.42,--,无,无,0.37,1.61,,-28018335,9.56,-0.070,模拟芯片设计,半导体,103.60,107.26,+3.53%,0.03%,124.32,107.26,+27.89%,+29.92%,+23.80%,+50.49%,16.47%,124120,--,57582,+0.45,4.79,--,418300890,369139330,-23216513亿,77.08%,13.01,2,227.06,--,--,--,20220114,
4,SZ300503,昊志机电,--,+19.99%,92.30,+15.38,92.30,--,41039934,3576225000,6100↓,+0.00%,+17.31%,+6.71,17.03%,+100.00,28449332000,22242002000,78.18%,49675860,538200,+0.00%,--,--,--,--,--,18519132,22520802,0.822,--,无,无,2.59,2.06,146.2,90933704,19.30,0.300,其他通用设备,通用设备,76.92,78.68,+2.29%,0.03%,92.30,77.70,+13.91%,+13.81%,+27.54%,+45.08%,18.98%,538200,0,95243,--,14.04,--,308226790,240975100,106976647亿,483.5%,4.78,10,-348.69,--,--,--,20160309,
4,SZ300980,祥源新材,--,+19.99%,29.41,+4.90,29.41,--,7980919,224048350,5200↑,+0.00%,+19.75%,+5.45,8.12%,+100.00,4060497500,2892222000,71.23%,111342378,3785868,+0.00%,--,--,--,--,--,3378791,4602128,0.734,--,无,无,1.35,1.53,67.86,17317191,2.85,0.130,其他塑料制品,塑料制品,24.51,24.56,+0.20%,0.00%,29.41,24.56,+7.26%,+6.52%,+8.16%,-9.87%,19.79%,3785868,0,11751,--,19.71,--,138065200,98341448,17675797亿,140.9%,10.31,11,-234.81,--,--,--,20210421,
4,SZ300563,神宇股份,--,+19.99%,28.39,+4.73,28.39,--,10786925,282586900,23500↑,+0.00%,+18.89%,+9.27,8.42%,+100.00,5170898900,3638102000,70.36%,44203457,1557008,+0.00%,--,--,--,--,--,5149784,5637141,0.914,--,无,无,1.37,2.28,68.61,13494706,4.49,0.074,通信线缆及配套,通信设备,23.66,23.88,+0.93%,0.03%,28.39,23.08,-0.25%,-0.70%,-5.02%,-22.18%,22.44%,1557008,0,23850,--,31.16,--,182138040,128147306,15719199亿,11.38%,6.33,11,-88.23,--,--,--,20161114,
32,SH688596,正帆科技,--,+19.88%,79.06,+13.11,79.00,79.06,61647398,4581383500,308↑,-0.06%,+11.97%,+7.19,20.96%,-70.83,23254070000,23254070000,100.00%,--,--,-0.06%,--,--,--,--,--,31774755,29872643,1.06,--,无,无,-2.00,1.72,304.8,-25596554,6.42,-0.087,其他专用设备,专用设备,65.95,70.61,+7.07%,0.36%,79.14,70.61,+74.68%,+75.26%,+107.51%,+150.75%,12.93%,400,2813,112084,+0.20,-8.68,--,294131920,294131920,-15238688亿,-174.4%,12.32,0,1955.96,--,--,--,20200820,
32,SH688503,聚和材料,--,+19.87%,132.70,+22.00,132.66,132.70,37328088,4515951500,100↑,-0.09%,+16.61%,+10.59,15.42%,-86.88,32117864000,32117864000,100.00%,--,--,-0.09%,--,--,--,--,--,17584438,19743650,0.891,--,无,无,0.39,2.06,51.84,289582500,6.06,1.25,光伏辅材,光伏设备,110.70,113.80,+2.80%,0.25%,132.83,109.00,+40.54%,+45.72%,+51.75%,+119.09%,21.53%,745,66638,87752,+0.28,2.34,--,242033640,242033640,332103820亿,223.0%,21.92,0,379.63,--,--,--,20221209,
4,SZ301603,乔锋智能,--,+17.83%,143.80,+21.76,143.67,144.00,5460026,754740850,44400↑,-0.66%,+17.62%,+4.56,14.47%,+28.91,17365288000,5425933500,31.25%,--,--,-0.66%,--,--,--,--,--,2482152,2977874,0.834,--,无,无,-1.15,1.59,45.40,105874515,6.94,0.880,机床工具,通用设备,122.04,122.26,+0.18%,0.01%,146.13,122.00,+8.10%,+10.45%,+14.38%,+90.72%,19.77%,200,3000,27230,--,-11.54,--,120760000,37732500,122683026亿,41.98%,20.71,8,632.38,--,--,--,20240710,
32,SH688593,新相微,--,+17.58%,38.92,+5.82,38.91,38.92,33077390,1212618160,267824↑,+0.00%,+17.09%,+6.83,7.20%,-58.10,17884885000,17884885000,100.00%,--,--,+0.00%,--,--,--,--,--,15940541,17136849,0.930,--,无,无,0.29,1.10,1457,5368727,11.51,0.012,数字芯片设计,半导体,33.10,33.24,+0.42%,0.02%,39.70,32.88,+30.52%,+27.19%,+11.68%,+92.86%,20.60%,2000,37709,61919,+0.14,5.64,--,459529410,459529410,2365235亿,145.7%,3.38,4,-53.48,--,--,--,20230601,
4,SZ300932,三友联众,--,+17.26%,10.60,+1.56,10.60,10.61,49958088,507627560,500↑,+0.09%,+16.23%,+4.86,15.65%,-11.86,4750343300,3383428000,71.22%,--,--,+0.09%,--,--,--,--,--,20681288,29276800,0.706,--,无,无,-0.48,4.77,61.46,15104281,2.67,0.034,输变电设备,电网设备,9.04,9.12,+0.88%,0.08%,10.75,9.01,+19.24%,+20.32%,+5.47%,+25.76%,19.25%,15405,29940,49408,--,-4.96,--,448145600,319191320,19403985亿,44.57%,3.97,5,174.23,--,--,--,20210122,
4,SZ301191,菲菱科思,--,+17.06%,113.55,+16.55,113.54,113.55,9009185,985016700,500↑,-0.06%,+18.18%,+4.35,12.33%,-73.61,11002663400,8295705700,75.40%,--,--,-0.06%,--,--,--,--,--,3408462,5600723,0.609,--,无,无,-0.25,2.26,149.9,19175597,6.46,0.198,通信终端及配件,通信设备,97.00,96.08,-0.95%,0.00%,114.63,96.08,+6.00%,+9.66%,+12.75%,+48.13%,19.12%,300,1780,44570,--,-2.98,--,96897080,73057734,18454624亿,78.92%,17.57,7,376.28,--,--,--,20220526,
32,SH688147,XD微导纳,--,+16.59%,161.88,+23.04,161.88,161.90,13738666,2069985500,50↑,+0.00%,+16.59%,+8.08,2.96%,+53.97,75187288000,75187288000,100.00%,--,--,+0.00%,--,--,--,--,--,6661576,7077090,0.941,--,无,无,-0.07,1.04,481.1,21017778,25.44,0.045,半导体设备,半导体,138.84,138.85,+0.01%,0.02%,166.61,136.01,+37.01%,+61.31%,+107.92%,+158.40%,22.04%,17889,4400,35941,+0.56,-2.51,--,464463110,464463110,23069192亿,-75.01%,6.36,0,60.08,--,--,--,20221223,
32,SH688209,英集芯,--,+16.51%,29.08,+4.12,29.07,29.08,31273484,861501300,200↓,+0.28%,+15.44%,+6.14,7.21%,-81.13,12614440100,12614440100,100.00%,--,--,+0.28%,--,--,--,--,--,12790567,18482917,0.692,--,无,无,-0.09,1.87,62.00,45130159,5.64,0.104,模拟芯片设计,半导体,24.96,25.19,+0.92%,0.01%,29.08,24.81,+11.98%,+30.23%,+25.67%,+45.84%,17.11%,4059,38848,53804,+0.09,-1.67,--,433784050,433784050,43329534亿,129.8%,5.16,8,1.34,--,--,--,20220419,
4,SZ300975,商络电子,--,+16.32%,51.75,+7.26,51.75,51.76,130509720,6319749600,200↓,+0.12%,+17.61%,+7.48,26.52%,+55.61,35552540000,25464793000,71.63%,--,--,+0.12%,--,--,--,--,--,61804957,68704763,0.900,--,无,无,2.19,1.43,68.00,256626340,13.39,0.376,其他电子,其他电子,44.49,44.00,-1.10%,0.17%,51.98,43.30,+29.18%,+27.28%,+34.38%,+309.93%,19.51%,43251,27100,237728,--,8.70,--,687005600,492073290,342162170亿,600.3%,3.87,2,-329.12,--,--,--,20210421,
,SZ300619,金银河,--,+16.04%,31.11,+4.30,31.10,31.11,16165164,490132770,200↑,-0.45%,+14.71%,+2.95,8.49%,+23.90,7037068200,5924353400,84.19%,--,--,-0.45%,--,--,--,--,--,6592631,9572533,0.689,--,无,无,0.47,2.95,99.34,-14483198,4.46,-0.064,锂电专用设备,电池,26.81,27.12,+1.16%,0.01%,31.95,26.96,+5.85%,+4.62%,-1.76%,-7.81%,18.61%,4100,660,42859,--,9.50,--,226199560,190432450,-24656658亿,78.09%,6.98,13,-77.24,--,--,--,20170301,
4,SZ301365,矩阵股份,--,+15.93%,37.91,+5.21,37.90,37.91,8780527,315457130,53700↑,+0.11%,+16.22%,+6.06,7.11%,+39.00,6915875800,4680579500,67.68%,--,--,+0.11%,--,--,--,--,--,3264650,5515877,0.592,--,无,无,-0.09,2.55,159.0,-15550184,3.87,-0.085,工程咨询服务,建筑装饰,32.70,32.62,-0.24%,0.00%,38.50,32.62,+13.91%,+18.43%,+14.71%,+61.25%,17.98%,2600,2500,17104,--,-1.46,--,182428800,123465564,-17064249亿,-502.9%,9.79,7,116.42,--,--,--,20221122,
32,SH688689,银河微电,--,+15.82%,64.72,+8.84,64.71,64.72,20707679,1287102260,220664↑,+0.05%,-1.94%,+4.59,15.99%,+51.14,8381256800,8381256800,100.00%,--,--,+0.05%,--,--,--,--,--,10774280,9933399,1.08,--,无,无,-0.98,4.78,90.99,18309588,6.61,0.141,分立器件,半导体,55.88,66.00,+18.11%,1.73%,66.00,58.47,+72.36%,+63.89%,+52.97%,+130.07%,13.48%,554,10616,34700,+0.06,-5.55,--,129500260,129500260,18214453亿,200.1%,9.80,0,-870.95,--,--,--,20210127,
32,SH688017,绿的谐波,--,+15.55%,417.86,+56.24,417.86,417.99,20999772,8251774400,200↑,-0.50%,+12.33%,+6.89,11.45%,-35.56,76606326000,76606326000,100.00%,--,--,-0.50%,--,--,--,--,--,9972236,11027536,0.904,--,无,无,0.82,1.61,560.2,32634148,21.47,0.178,机器人,自动化设备,361.62,372.00,+2.87%,0.06%,422.00,362.00,+10.39%,+12.14%,+45.44%,+117.52%,16.59%,1729,200,84226,+0.54,6.38,--,183330130,183330130,36355247亿,61.17%,19.47,8,63.92,--,--,--,20200828,
4,SZ300964,本川智能,--,+15.42%,86.17,+11.51,86.17,86.19,10071845,824258230,100↓,+0.08%,+15.42%,+5.80,12.84%,-28.60,9208091500,6756913500,73.38%,--,--,+0.08%,--,--,--,--,--,4207388,5864457,0.717,--,无,无,-0.42,1.41,276.1,11940637,9.02,0.112,印制电路板,元件,74.66,74.66,+0.00%,0.02%,86.86,73.50,+10.47%,+28.17%,+13.38%,+117.37%,17.89%,661,7600,41250,--,-4.94,--,106859597,78413758,12786816亿,15.46%,9.55,5,62.28,--,--,--,20210805,
32,SH688620,安凯微,--,+15.38%,16.20,+2.16,16.19,16.20,31386015,492979960,900↓,-0.25%,+15.30%,+3.51,8.01%,-64.47,6350400000,6350400000,100.00%,--,--,-0.25%,--,--,--,--,--,12599130,18786885,0.671,--,无,无,-0.29,1.97,,-19630060,4.98,-0.050,数字芯片设计,半导体,14.04,14.05,+0.07%,0.01%,16.47,14.05,+12.19%,+32.90%,+35.00%,+34.55%,17.24%,12233,4229,45765,+0.04,-6.69,--,392000000,392000000,-20408953亿,11.19%,3.25,7,117.22,--,--,--,20230627,
4,SZ300948,冠中生态,--,+15.38%,26.63,+3.55,26.63,26.64,12891809,332038340,75000↑,-0.15%,+15.38%,+3.79,8.31%,+22.31,4376850800,4131204000,94.39%,--,--,-0.15%,--,--,--,--,--,5181243,7710566,0.672,--,无,无,-0.28,2.26,,111345,4.48,0.001,综合环境治理,环境治理,23.08,23.08,+0.00%,0.01%,26.79,23.00,+8.30%,+1.56%,-5.33%,+22.78%,16.42%,200,500,24821,--,-4.47,--,164357900,155133460,623098亿,103.0%,5.95,8,-60.26,--,--,--,20210225,
96,SH688797,C臻宝,--,+15.35%,690.11,+91.83,690.10,690.11,12887592,7995363000,56↓,-0.27%,+15.60%,+11.65,44.15%,-30.13,107167386000,20146173000,18.80%,--,--,-0.27%,--,--,--,--,--,6616915,6270677,1.06,--,无,无,1.35,0.84,433.3,110000000,37.37,0.329,半导体材料,半导体,598.28,597.00,-0.21%,0.75%,716.66,560.00,--,--,--,+1448.72%,26.19%,510,15882,47961,--,2.16,--,155290300,29192698,58741797亿,72.38%,18.47,4,975.70,--,--,--,20260624,
,SZ300812,易天股份,--,+15.26%,29.31,+3.88,29.30,29.31,30273551,853579990,700--,+0.07%,+15.26%,+4.38,17.01%,-79.52,5747920800,5215411900,90.74%,--,--,+0.07%,--,--,--,--,--,10744426,19529125,0.550,--,无,无,0.80,1.96,763.4,8933341,7.33,0.046,消费电子零部件及组装,消费电子,25.43,25.43,+0.00%,--,29.43,25.22,+1.10%,+3.20%,+17.07%,+43.73%,16.56%,19800,320,57752,--,7.27,--,196107840,177939680,7300918亿,-55.52%,4.00,8,-55.97,--,--,--,20200109,
32,SH688115,思林杰,--,+15.13%,82.25,+10.81,81.92,82.25,3829739,299861000,200--,-0.01%,+9.65%,+5.53,5.74%,-70.75,5483607500,5483607500,100.00%,--,--,-0.01%,--,--,--,--,--,1492052,2337687,0.638,--,无,无,-0.01,1.10,702.3,5270098,4.30,0.080,仪器仪表,通用设备,71.44,75.01,+5.00%,--,82.80,71.58,+52.01%,+54.93%,+53.97%,+25.42%,15.71%,200,7236,11178,+0.04,-0.27,--,66670000,66670000,5061639亿,142.0%,19.13,0,-102.78,--,--,--,20220314,
32,SH688071,华依科技,--,+15.03%,36.44,+4.76,36.44,36.50,6985744,245660960,49608--,-0.38%,+17.21%,+4.02,8.24%,+46.93,3089737500,3089737500,100.00%,--,--,-0.38%,--,--,--,--,--,2749534,4236210,0.649,--,无,无,-0.83,2.09,,1350867,3.05,0.020,其他专用设备,专用设备,31.68,31.09,-1.86%,--,37.56,31.09,+4.14%,+14.30%,+6.67%,+9.86%,20.42%,396,1000,15044,+0.02,-19.52,--,84789724,84789724,1151413亿,-54.32%,11.93,8,312.16,--,--,--,20210729,
