,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
4,SZ300931,通用电梯,--,+19.97%,16.64,+2.77,16.64,--,21720121,342110180,500↓,+0.00%,+20.32%,+6.41,11.11%,+100.00,4046365400,3253143300,80.40%,8166296,490763,+0.00%,--,--,--,--,--,11656738,10063383,1.16,--,无,无,0.89,4.01,,-12694780,6.77,-0.052,楼宇设备,专用设备,13.87,13.83,-0.29%,0.00%,16.64,13.78,+17.02%,+9.62%,-3.20%,+50.32%,20.62%,490763,0,16318,--,7.29,--,243171000,195501400,-12597776亿,-679.1%,2.46,10,-6.81,--,--,--,20210121,
4,SZ300145,南方泵业,--,+19.96%,5.65,+0.94,5.65,--,234096680,1252740130,346500↑,+0.00%,+16.49%,+6.34,12.25%,+100.00,10849367500,10796182100,99.51%,31056259,5496683,+0.00%,--,--,--,--,--,119534881,114561799,1.04,--,无,有,1.75,1.15,43.32,80859380,3.65,0.042,其他通用设备,通用设备,4.71,4.85,+2.97%,0.06%,5.65,4.76,+0.53%,+28.70%,+9.28%,+20.99%,18.90%,5496683,0,79251,--,13.93,--,1920242000,1910828700,101351442亿,21.16%,1.55,9,-55.65,--,--,--,20101209,
4,SZ301310,鑫宏业,--,+19.07%,37.02,+5.93,37.02,37.03,19972847,717313510,500↓,-0.08%,+19.04%,+3.56,32.75%,-47.50,7069295400,2257698900,31.94%,--,--,-0.08%,--,--,--,--,--,10655278,9317569,1.14,--,无,无,3.97,4.71,52.29,36952840,2.99,0.194,汽车电子电气系统,汽车零部件,31.09,31.10,+0.03%,0.02%,37.31,30.62,+16.42%,+9.62%,+19.00%,+21.38%,21.52%,11900,600,38870,--,13.70,--,190958820,60985924,40455866亿,7.33%,12.40,9,-699.32,--,--,--,20230602,
4,SZ300570,太辰光,--,+18.55%,263.29,+41.19,263.28,263.29,40870178,10470076300,100↓,-0.00%,+7.44%,+3.20,21.27%,-95.92,59800233000,50602442000,84.62%,--,--,-0.00%,--,--,--,--,--,20306826,20563352,0.988,--,无,无,-1.72,1.22,209.6,65778844,33.81,0.290,通信网络设备及器件,通信设备,222.10,245.06,+10.34%,0.90%,263.60,245.06,+44.90%,+63.69%,+69.65%,+127.86%,8.35%,100,1085,166616,+2.88,-6.79,--,227126870,192192800,77459122亿,-17.12%,7.79,1,2322.87,--,--,--,20161206,
,SZ300506,名家汇,--,+18.33%,5.10,+0.79,5.10,5.11,61847441,301734130,1000↑,+0.00%,+8.51%,+5.13,8.42%,+25.47,7270542500,3746952200,51.54%,--,--,+0.00%,--,--,--,--,--,25449351,36398090,0.699,--,无,有,-0.63,10.68,,-12830416,5.32,-0.010,装饰园林,建筑装饰,4.31,4.70,+9.05%,0.30%,5.17,4.55,+15.38%,+4.72%,+2.62%,+21.43%,14.39%,265050,55990,12789,--,-7.48,--,1425596600,734696510,-12700146亿,22.89%,0.96,8,697.72,--,--,--,20160324,
32,SH688337,普源精电,--,+17.56%,79.00,+11.80,79.00,79.01,12697366,955198270,163624↑,+0.04%,+17.33%,+5.61,6.83%,+86.65,15316079000,14687440000,95.90%,--,--,+0.04%,--,--,--,--,--,6180259,6517107,0.948,--,无,无,0.39,1.52,145.2,23150328,4.82,0.120,仪器仪表,通用设备,67.20,67.33,+0.19%,0.01%,80.64,66.80,+11.80%,+37.65%,+21.82%,+114.15%,20.60%,150970,462,32892,+0.12,7.94,--,193874420,185916960,27181431亿,512.0%,16.40,11,-120.43,--,--,--,20220408,
4,SZ301312,智立方,--,+17.01%,106.92,+15.54,106.92,106.93,11807334,1194728970,200↓,+0.04%,+15.45%,+6.28,13.93%,+14.58,18139283000,9064022300,49.97%,--,--,+0.04%,--,--,--,--,--,5282430,6524904,0.810,--,无,无,0.08,2.21,279.6,14407060,14.68,0.085,工控设备,自动化设备,91.38,92.61,+1.35%,0.07%,109.00,91.51,+22.31%,+12.73%,+27.57%,+201.36%,19.14%,20,600,51001,--,0.77,--,169652860,84773871,15644139亿,-42.15%,7.28,6,32.77,--,--,--,20220711,
4,SZ300709,精研科技,--,+16.72%,60.10,+8.61,60.10,60.11,32090739,1810293100,200↑,+0.02%,+18.28%,+7.16,21.50%,+71.43,11183208500,8971546300,80.22%,--,--,+0.02%,--,--,--,--,--,14158848,17931891,0.790,--,无,无,0.62,1.44,585.7,-49720278,5.19,-0.270,消费电子零部件及组装,消费电子,51.49,50.81,-1.32%,0.09%,60.53,50.48,+15.80%,+24.95%,+20.39%,+27.44%,19.52%,16993,3500,82184,--,3.49,--,186076680,149276980,-50336888亿,-184.2%,11.58,2,-49.70,--,--,--,20171019,
4,SZ300870,欧陆通,--,+16.12%,373.00,+51.78,373.00,373.13,9786685,3466888600,100↑,+0.15%,+15.33%,+5.84,6.41%,+90.62,56936002000,56929736000,99.99%,--,--,+0.15%,--,--,--,--,--,5062936,4723749,1.07,--,无,有,0.64,1.58,313.0,-12541362,21.82,-0.082,其他电源设备,其他电源设备,321.22,323.41,+0.68%,0.02%,376.00,316.00,+26.40%,+37.33%,+27.30%,+136.62%,18.68%,12920,100,53339,+2.44,10.43,--,152643440,152626640,-9042674亿,-125.3%,17.09,0,-902.82,--,--,--,20200824,
4,SZ300450,先导智能,--,+15.96%,49.40,+6.80,49.39,49.40,146998900,6887335900,500↓,-0.02%,+12.58%,+5.98,9.43%,-55.26,82706539000,77035070000,93.14%,--,--,-0.02%,--,--,--,--,--,68133598,78865302,0.864,--,无,无,1.57,3.26,51.57,405394870,4.63,0.260,锂电专用设备,电池,42.60,43.88,+3.00%,0.04%,49.56,42.70,+9.88%,+2.51%,-3.04%,-1.16%,16.10%,2100,277573,298479,+3.51,18.88,--,1674221400,1559414400,428279810亿,10.99%,10.67,10,-72.64,--,--,--,20150518,
32,SH688662,富信科技,--,+15.31%,134.76,+17.89,134.76,134.82,22113815,2855636500,103↑,+0.58%,+16.19%,+4.81,19.28%,-17.68,15457733000,15457733000,100.00%,--,--,+0.58%,--,--,--,--,--,12507723,9606092,1.30,--,无,无,-0.41,1.59,388.8,7386490,20.93,0.064,其他电子,其他电子,116.87,115.98,-0.76%,0.15%,140.24,115.90,+88.11%,+97.17%,+52.10%,+244.52%,20.83%,9002,250,47543,+0.11,-1.85,--,114705644,114705644,9642026亿,5.06%,6.44,1,-158.15,--,--,--,20210401,
32,SH688143,长盈通,--,+15.22%,218.00,+28.80,217.99,218.00,10190632,2184770700,85↑,+0.23%,+16.18%,+1.91,8.33%,-57.91,28074215000,26677625000,95.03%,--,--,+0.23%,--,--,--,--,--,4991070,5199562,0.960,--,无,有,-0.77,1.20,1303,5898750,20.71,0.050,通信线缆及配套,通信设备,189.20,187.64,-0.82%,0.05%,227.04,187.32,+14.80%,+24.57%,+65.65%,+334.18%,20.99%,700,26113,28744,+0.19,-7.96,--,128780802,122374426,6628621亿,-28.72%,10.52,7,759.04,--,--,--,20221212,
32,SH688669,聚石化学,--,+15.13%,56.92,+7.48,56.92,56.93,9399715,506680200,48043↑,+0.11%,+16.16%,+6.10,7.75%,+60.01,6906293400,6906293400,100.00%,--,--,+0.11%,--,--,--,--,--,5385890,4013825,1.34,--,无,无,0.42,1.53,,-59756377,6.36,-0.490,改性塑料,塑料制品,49.44,49.00,-0.89%,0.06%,57.39,49.00,+31.15%,+39.68%,+59.26%,+144.92%,16.97%,55,4700,16855,+0.05,6.63,--,121333334,121333334,-66840364亿,-814.3%,8.96,2,-372.30,--,--,--,20210125,
32,SH688343,云天励飞-U,--,+15.04%,73.50,+9.61,73.48,73.50,26343378,1822653200,200↑,-0.24%,+13.25%,+6.75,7.33%,-75.79,26430848000,26430848000,100.00%,--,--,-0.24%,--,--,--,--,--,12824836,13518542,0.949,--,无,无,1.21,2.20,,-134007663,7.11,-0.370,IT服务,IT服务,63.89,64.90,+1.58%,0.01%,75.00,64.80,+14.45%,+13.41%,-13.93%,-3.39%,15.96%,1288,25982,65011,+0.18,22.08,--,359603380,359603380,-136711140亿,-56.47%,10.35,6,-428.20,--,--,--,20230404,
32,SH688433,华曙高科,--,+14.94%,109.79,+14.27,109.78,109.79,9013237,934793460,85699↑,+0.30%,+10.88%,+6.36,2.17%,-83.76,45626259000,45626259000,100.00%,--,--,+0.30%,--,--,--,--,--,4395389,4617848,0.952,--,无,无,0.15,2.59,713.4,-3643546,21.41,-0.009,其他通用设备,通用设备,95.52,99.02,+3.66%,0.00%,113.00,95.50,+19.08%,+14.62%,+16.59%,+66.05%,18.32%,3754,31066,20923,+0.31,6.88,--,415577550,415577550,-7092660亿,-358.4%,5.13,7,126.46,--,--,--,20230417,
4,SZ301070,开勒股份,--,+14.91%,85.68,+11.12,85.66,85.68,8272440,674075860,200↓,-0.06%,+13.51%,+5.63,9.75%,-84.68,10810617100,7266852400,67.22%,--,--,-0.06%,--,--,--,--,--,3768211,4504229,0.837,--,无,无,0.04,2.47,,-7078156,14.91,-0.056,制冷空调设备,通用设备,74.56,75.48,+1.23%,0.02%,87.41,73.00,+23.34%,+29.26%,+22.89%,+94.89%,19.33%,200,1616,29003,--,0.55,--,126174336,84813870,-8875889亿,-36.95%,5.75,2,-43.72,--,--,--,20210923,
32,SH688189,ST南新,--,+14.80%,6.67,+0.86,6.66,6.67,18991002,119289969,500↓,-0.45%,+14.41%,+6.69,6.92%,+17.32,1830248000,1830248000,100.00%,--,--,-0.45%,--,--,--,--,--,7933039,11057963,0.717,--,无,无,0.77,1.03,,-13243582,2.39,-0.048,化学制剂,化学制药,5.81,5.83,+0.34%,0.13%,6.80,5.83,-10.83%,-19.74%,-33.03%,-16.31%,16.70%,9000,1141,7762,+0.01,19.37,--,274400000,274400000,-15107590亿,-64.96%,2.80,6,-294.24,--,--,--,20200326,
4,SZ301280,珠城科技,--,+14.78%,47.06,+6.06,47.06,47.07,6689429,300968650,92816↑,+0.00%,+15.03%,+5.04,11.68%,-32.56,9011622700,2695653100,29.91%,--,--,+0.00%,--,--,--,--,--,2777691,3911738,0.710,--,无,无,0.47,2.62,42.62,56393095,4.56,0.294,家电零部件,白色家电,41.00,40.91,-0.22%,0.00%,48.18,40.86,+13.81%,+16.23%,-6.44%,+24.17%,17.85%,2564,3400,18074,--,5.92,--,191492200,57281196,71920961亿,4.58%,10.32,6,32.31,--,--,--,20221226,
4,SZ300921,南凌科技,--,+14.59%,20.73,+2.64,20.73,20.75,29121118,581846140,300--,-0.38%,+15.17%,+4.14,17.99%,-27.05,5322333000,3355874200,63.05%,--,--,-0.38%,--,--,--,--,--,10962422,18158696,0.604,--,无,无,0.24,4.10,179.2,11893658,6.41,0.046,通信应用增值服务,通信服务,18.09,18.00,-0.50%,0.02%,21.25,17.91,+18.19%,+10.86%,-2.08%,+26.90%,18.46%,41100,1232,50610,--,2.16,--,256745440,161884910,11760942亿,257.3%,3.24,6,113.74,--,--,--,20201222,
4,SZ300620,光库科技,--,+14.41%,392.49,+49.44,392.49,392.50,26938358,10127596100,600↑,-0.04%,+9.32%,+4.82,10.90%,-93.37,97800872000,96985530000,99.17%,--,--,-0.04%,--,--,--,--,--,12761506,14176852,0.900,--,无,有,-0.57,1.53,464.5,44736399,44.36,0.180,通信网络设备及器件,通信设备,343.05,359.02,+4.66%,0.19%,395.50,359.02,+27.16%,+22.65%,+45.40%,+167.27%,10.63%,270,31834,144309,+3.80,-5.07,--,249180550,247103190,53866594亿,312.5%,8.85,3,520.50,--,--,--,20170310,
32,SH688001,华兴源创,--,+14.03%,70.64,+8.69,70.64,70.65,17032582,1147350670,794↑,+0.00%,+13.55%,+5.29,3.61%,+37.90,33311395000,33311395000,100.00%,--,--,+0.00%,--,--,--,--,--,8893089,8139493,1.09,--,无,无,0.16,1.71,293.9,2919704,9.25,0.006,其他专用设备,专用设备,61.95,62.21,+0.42%,0.01%,71.15,61.43,+9.20%,-0.31%,+23.60%,+134.06%,15.69%,4367,367,49990,+0.21,6.99,--,471565620,471565620,3424332亿,109.6%,7.64,5,-59.25,--,--,--,20190722,
4,SZ300014,亿纬锂能,--,+13.80%,66.88,+8.11,66.88,66.89,166540830,10995385000,500↓,+0.06%,+0.33%,+1.46,7.88%,+63.48,145350100000,141283020000,97.20%,--,--,+0.06%,--,--,--,--,--,81635636,84905194,0.962,--,无,有,0.74,3.15,32.45,3250472200,3.18,0.700,锂电池,电池,58.77,66.66,+13.43%,0.32%,67.50,63.87,+17.62%,+2.14%,+2.11%,+2.07%,6.18%,128793,38000,325854,+5.43,8.61,--,2173296900,2112485400,1586406300亿,31.35%,21.04,3,120.73,--,--,--,20091030,
4,SZ300066,三川智慧,--,+13.76%,6.78,+0.82,6.78,6.79,152843960,1031625150,1100↓,-0.15%,+12.44%,+0.51,15.31%,-38.26,7051425500,6767113400,95.97%,--,--,-0.15%,--,--,--,--,--,61904838,90939122,0.681,--,无,无,2.86,3.60,50.10,14990368,2.68,0.014,仪器仪表,通用设备,5.96,6.03,+1.17%,0.05%,7.15,6.03,+10.60%,+29.14%,+10.06%,+9.71%,18.79%,205893,176983,72954,--,23.68,--,1040033260,998099320,17644864亿,-8.09%,2.53,4,-132.24,--,--,--,20100326,
32,SH688551,科威尔,--,+13.61%,70.94,+8.50,70.94,71.00,6997785,479230630,300000--,+0.00%,+13.89%,+3.93,6.42%,-29.41,7732077600,7732077600,100.00%,--,--,+0.00%,--,--,--,--,--,3347555,3650230,0.917,--,无,无,0.39,0.98,152.0,7295867,5.87,0.067,其他电源设备,其他电源设备,62.44,62.29,-0.24%,0.02%,71.85,61.18,+5.10%,+39.73%,+1.23%,+152.46%,17.09%,4211,600,18683,+0.05,7.69,--,108994609,108994609,6725075亿,-64.22%,12.08,5,-37.80,--,--,--,20200910,
32,SH688056,莱伯泰科,--,+13.46%,70.12,+8.32,70.12,70.20,6736701,428610910,200↓,+0.24%,+14.95%,+10.51,9.99%,+14.79,4729766500,4729766500,100.00%,--,--,+0.24%,--,--,--,--,--,3432854,3303847,1.04,--,无,无,-0.13,1.11,138.1,6612373,5.81,0.100,仪器仪表,通用设备,61.80,61.00,-1.29%,0.04%,72.88,57.12,+35.24%,+106.78%,+93.92%,+109.56%,25.50%,1101,300,12983,+0.03,-1.73,--,67452460,67452460,7123101亿,-48.21%,12.06,1,-176.93,--,--,--,20200902,
32,SH688757,胜科纳米,--,+13.38%,57.55,+6.79,57.55,57.59,16004115,893844790,154039↑,-0.09%,+10.08%,+3.35,8.83%,+30.66,23210576000,10429231000,44.93%,--,--,-0.09%,--,--,--,--,--,8685937,7318178,1.19,--,无,无,0.36,1.75,401.8,7413359,25.92,0.018,专业服务,其他社会服务,50.76,52.28,+2.99%,0.13%,57.65,51.76,+35.57%,+50.26%,+54.70%,+118.74%,11.60%,2552,4700,33090,+0.14,4.55,--,403311490,181220350,7051410亿,-35.64%,2.22,1,-10.68,--,--,--,20250325,
4,SZ301526,国际复材,--,+13.33%,38.68,+4.55,38.68,38.69,212570110,8094026400,400↓,-0.05%,+8.29%,+1.77,15.14%,+33.34,145857560000,54321918000,37.24%,--,--,-0.05%,--,--,--,--,--,107110578,105459532,1.02,--,无,有,-0.97,1.02,297.7,270188740,17.09,0.072,玻璃玻纤,建筑材料,34.13,35.72,+4.66%,0.17%,39.59,35.72,+52.52%,+66.87%,+106.84%,+452.57%,11.34%,351388,45200,347140,+5.29,-7.02,--,3770878000,1404392900,347726850亿,412.9%,2.26,0,205.37,--,--,--,20231226,
32,SH688450,光格科技,--,+13.11%,46.60,+5.40,46.60,46.64,2995761,133062519,33405↑,+0.22%,+12.29%,+5.30,6.12%,-77.93,3075600000,2280169300,74.14%,--,--,+0.22%,--,--,--,--,--,1460244,1535517,0.951,--,无,无,0.13,1.40,,-4521359,3.29,-0.070,电气自控设备,电网设备,41.20,41.50,+0.73%,0.03%,46.60,41.00,+19.86%,+2.82%,+0.15%,+68.96%,13.59%,1718,600,8934,+0.02,5.02,--,66000000,48930672,-4537282亿,67.11%,14.18,1,-61.68,--,--,--,20230724,
,SZ300488,恒锋工具,--,+13.01%,44.30,+5.10,44.30,44.31,16386952,710874650,600↓,-0.05%,+12.61%,+2.35,10.10%,-85.92,8471081300,7187827300,84.85%,--,--,-0.05%,--,--,--,--,--,7611645,8775307,0.867,--,无,无,0.21,1.37,46.38,41497597,3.87,0.250,金属制品,通用设备,39.20,39.34,+0.36%,0.01%,44.73,39.23,+15.21%,+37.58%,+14.92%,+35.72%,14.03%,4000,4000,52088,--,3.82,--,191220800,162253440,46791865亿,46.68%,11.44,1,1.94,--,--,--,20150701,
4,SZ301086,鸿富瀚,--,+12.94%,198.25,+22.71,198.25,198.70,5352770,1025273780,100↓,+0.04%,+11.72%,+3.82,8.17%,+21.22,24952578000,12995864600,52.08%,--,--,+0.04%,--,--,--,--,--,2599419,2753351,0.944,--,无,无,0.64,1.44,205.2,38830262,12.53,0.309,消费电子零部件及组装,消费电子,175.54,177.46,+1.09%,0.03%,203.68,175.00,+36.27%,+26.31%,+19.43%,+149.39%,16.34%,8840,500,26375,--,8.79,--,125864200,65552911,31147235亿,107.7%,15.82,2,-712.07,--,--,--,20211020,
32,SH688719,爱科赛博,--,+12.93%,89.16,+10.21,89.16,89.36,8590941,739515410,40↓,+0.58%,+13.00%,+3.90,9.58%,-49.19,10287763900,7999640100,77.76%,--,--,+0.58%,--,--,--,--,--,3880347,4710594,0.824,--,无,无,0.08,1.35,,-17567131,6.12,-0.150,其他电源设备,其他电源设备,78.95,78.90,-0.06%,0.02%,91.17,77.64,-4.33%,+25.77%,+14.18%,+101.95%,17.14%,977,200,23784,+0.06,1.04,--,115385418,89722298,-19232616亿,13.91%,14.58,6,-338.17,--,--,--,20230928,
4,SZ300222,科大智能,--,+12.91%,14.26,+1.63,14.26,14.27,92884964,1279858100,2000↓,+0.14%,+13.54%,+3.81,14.66%,+48.89,11098290400,9038038000,81.44%,--,--,+0.14%,--,--,--,--,--,41718374,51166590,0.815,--,无,无,-0.04,2.03,127.6,27224666,6.27,0.040,电气自控设备,电网设备,12.63,12.56,-0.55%,0.04%,14.70,12.55,+5.40%,-13.15%,+1.57%,+30.83%,17.02%,245800,13400,133235,--,-0.52,--,778281230,633803510,28292513亿,29.43%,2.27,4,9.90,--,--,--,20110525,
,SZ300352,ST信源,--,+12.45%,2.98,+0.33,2.98,2.99,75677948,211597180,1100↓,+0.00%,+12.03%,+6.94,5.93%,-3.28,4320475800,3802857400,88.02%,--,--,+0.00%,--,--,--,--,--,32390857,43287091,0.748,--,无,无,0.40,2.00,,-49866119,4.28,-0.034,横向通用软件,软件开发,2.65,2.66,+0.38%,0.02%,3.09,2.56,-0.67%,-11.31%,-13.87%,-51.39%,20.00%,851700,316700,15551,--,9.89,--,1449824100,1276126640,-50168628亿,5.60%,0.70,4,-217.37,--,--,--,20120912,
4,SZ300088,长信科技,--,+12.37%,8.81,+0.97,8.80,8.81,405704670,3447309100,2000↓,-0.11%,+12.66%,+3.99,16.32%,-23.80,22005033000,21897276000,99.51%,--,--,-0.11%,--,--,--,--,--,169547150,236157520,0.718,--,无,无,0.74,1.47,128.1,47919504,2.53,0.019,面板,光学光电子,7.84,7.82,-0.26%,0.04%,9.03,7.72,+3.04%,+22.70%,+24.08%,+46.59%,16.71%,369709,369700,266819,+0.75,5.67,--,2497733600,2485502400,41938390亿,-39.88%,3.48,7,-56.28,--,--,--,20100526,
32,SH688207,格灵深瞳,--,+12.32%,20.24,+2.22,20.24,20.25,39238113,753534400,78--,+0.10%,+13.33%,+5.75,15.15%,-31.45,5241616500,5241616500,100.00%,--,--,+0.10%,--,--,--,--,--,19023734,20214379,0.941,--,无,无,1.14,1.02,,-40725602,2.87,-0.160,IT服务,IT服务,18.02,17.86,-0.89%,--,20.79,17.46,-3.30%,+34.04%,+13.33%,+33.16%,18.48%,6576,50389,54680,+0.03,13.39,--,258973150,258973150,-39423494亿,8.49%,7.04,5,-426.72,--,--,--,20220317,
4,SZ301389,隆扬电子,--,+12.31%,109.21,+11.97,109.21,109.22,20687765,2208282900,1100--,+0.00%,+10.87%,+2.54,7.30%,+67.20,30961035000,30961035000,100.00%,--,--,+0.00%,--,--,--,--,--,10440655,10247110,1.02,--,无,无,0.25,1.30,309.5,26920892,13.79,0.090,消费电子零部件及组装,消费电子,97.24,98.50,+1.30%,--,113.00,98.33,+34.40%,+33.34%,+51.59%,+100.45%,15.09%,41600,400,78909,--,4.14,--,283500000,283500000,38361705亿,-12.24%,7.92,1,-27.74,--,--,--,20221031,
