,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
4,SZ301310,鑫宏业,--,+15.79%,36.00,+4.91,35.92,36.00,13216857,471760790,600↑,-0.53%,+15.76%,+0.98,21.67%,-63.24,6874517400,2195493300,31.94%,--,--,-0.42%,--,--,--,--,--,6801336,6415521,1.06,--,无,无,2.75,6.23,50.85,36952840,2.90,0.194,汽车电子电气系统,汽车零部件,31.09,31.10,+0.03%,0.02%,37.31,30.62,+13.21%,+6.60%,+15.72%,+18.03%,21.52%,200,3400,23446,--,14.52,--,190958820,60985924,40455866亿,7.33%,12.40,9,-342.00,--,--,--,20230602,
4,SZ301176,逸豪新材,--,+15.68%,78.57,+10.65,78.52,78.57,21833823,1721484800,600↑,-0.01%,+0.20%,-0.40,13.31%,+26.85,13283568000,12889692000,97.03%,--,--,-0.06%,--,--,--,--,--,11680666,10153157,1.15,--,无,有,-0.87,3.65,,9390871,8.93,0.057,印制电路板,元件,67.92,78.41,+15.44%,0.51%,81.50,75.70,+77.40%,+82.72%,+76.48%,+212.16%,8.54%,1200,1200,82865,--,-8.73,--,169066670,164053610,8919966亿,709.7%,8.80,1,615.14,--,--,--,20220928,
96,SH688635,长进光子,--,+15.30%,490.00,+65.01,489.88,490.00,4201386,1961099400,251↑,+0.02%,+16.67%,+5.46,23.66%,+26.11,45898300000,8700693300,18.96%,--,--,+0.20%,--,--,--,--,--,2075049,2126337,0.976,--,无,无,3.11,2.07,457.4,39850000,30.68,0.212,通信线缆及配套,通信设备,424.99,420.00,-1.17%,0.11%,496.85,418.00,-10.55%,-19.80%,--,+1095.71%,18.55%,500,3809,18206,--,12.62,--,93670000,17756517,22465554亿,30.98%,15.97,8,-3223.09,--,--,--,20260527,
4,SZ300709,精研科技,--,+15.17%,59.30,+7.81,59.25,59.30,21608371,1194433540,2380↓,-0.29%,+16.71%,+7.81,14.48%,+91.96,11034347200,8852124700,80.22%,--,--,+0.05%,--,--,--,--,--,9604090,12004281,0.800,--,无,无,0.54,1.94,577.9,-49720278,5.12,-0.270,消费电子零部件及组装,消费电子,51.49,50.81,-1.32%,0.09%,59.79,50.48,+14.26%,+23.28%,+18.79%,+25.74%,18.08%,1000,300,51985,--,4.45,--,186076680,149276980,-50336888亿,-184.2%,11.58,1,-147.58,--,--,--,20171019,
32,SH688182,灿勤科技,--,+14.63%,41.30,+5.27,41.30,41.34,13566999,519411560,21119↑,+0.41%,+13.96%,+8.37,3.39%,-0.87,16520000000,16520000000,100.00%,--,--,+0.00%,--,--,--,--,--,6235670,7331329,0.851,--,无,无,0.24,3.12,166.3,1632438,7.31,0,通信网络设备及器件,通信设备,36.03,36.24,+0.58%,0.02%,41.45,36.24,+20.87%,+22.19%,-5.79%,+40.08%,14.46%,534,900,22988,+0.11,9.22,--,400000000,400000000,243236亿,-92.80%,5.65,4,-70.82,--,--,--,20211116,
4,SZ300870,欧陆通,--,+14.49%,367.77,+46.55,367.06,367.77,6997172,2436157800,1300↓,+0.54%,+13.72%,+6.10,4.58%,-33.33,56137677000,56131498000,99.99%,--,--,+0.45%,--,--,--,--,--,3592706,3404466,1.06,--,无,有,0.68,2.27,308.6,-12541362,21.52,-0.082,其他电源设备,其他电源设备,321.22,323.41,+0.68%,0.02%,371.55,316.00,+24.63%,+35.40%,+25.52%,+133.30%,17.29%,500,200,36997,+2.21,15.86,--,152643440,152626640,-9042674亿,-125.3%,17.09,0,-801.73,--,--,--,20200824,
4,SZ300066,三川智慧,--,+14.43%,6.82,+0.86,6.82,6.83,130746707,881479760,29200↑,+0.15%,+13.10%,+1.31,13.10%,+18.60,7093026800,6807037300,95.97%,--,--,+0.15%,--,--,--,--,--,51642945,79103762,0.653,--,无,无,2.78,6.16,50.39,14990368,2.70,0.014,仪器仪表,通用设备,5.96,6.03,+1.17%,0.05%,7.15,6.03,+10.36%,+28.68%,+9.82%,+10.36%,18.79%,1000,80800,60660,--,26.06,--,1040033260,998099320,17644864亿,-8.09%,2.53,4,-114.45,--,--,--,20100326,
4,SZ300931,通用电梯,--,+14.20%,15.84,+1.97,15.84,15.87,13214117,201260040,1000↓,-0.94%,+14.53%,+4.39,6.76%,+10.15,3851828600,3096742200,80.40%,--,--,-0.38%,--,--,--,--,--,5404530,7809587,0.692,--,无,无,0.18,4.88,,-12694780,6.44,-0.052,楼宇设备,专用设备,13.87,13.83,-0.29%,0.00%,16.36,13.78,+11.39%,+4.35%,-7.85%,+43.09%,18.60%,11000,2200,13277,--,3.17,--,243171000,195501400,-12597776亿,-679.1%,2.46,10,-91.63,--,--,--,20210121,
4,SZ301526,国际复材,--,+14.06%,38.93,+4.80,38.83,38.94,146021230,5508743900,4600--,+0.26%,+8.99%,+3.53,10.40%,-22.83,146800280000,54673016000,37.24%,--,--,-0.05%,--,--,--,--,--,72173623,73847607,0.977,--,无,无,-0.53,1.40,299.6,270188740,17.20,0.072,玻璃玻纤,建筑材料,34.13,35.72,+4.66%,0.17%,39.00,35.72,+53.51%,+67.95%,+108.18%,+456.14%,9.61%,500,500,230317,+5.63,-5.51,--,3770878000,1404392900,347726850亿,412.9%,2.26,0,60.04,--,--,--,20231226,
32,SH688772,珠海冠宇,--,+14.03%,22.11,+2.72,22.07,22.13,105505347,2228330800,400↑,+0.23%,+9.35%,+5.10,9.32%,-17.06,25032626000,25032626000,100.00%,--,--,+0.14%,--,--,--,--,--,53492570,52012777,1.03,--,无,无,0.45,2.69,60.96,-84719658,3.47,-0.080,锂电池,电池,19.39,20.22,+4.28%,0.09%,23.18,19.25,+29.60%,+40.83%,+36.23%,+4.15%,20.27%,275,21115,97950,+0.16,4.83,--,1132185700,1132185700,-174719440亿,-257.5%,6.36,0,161.73,--,--,--,20211015,
4,SZ301312,智立方,--,+13.99%,104.16,+12.78,104.15,104.20,7676079,757050320,1100↓,-0.52%,+12.47%,+6.06,9.05%,-51.36,17671041000,8830046400,49.97%,--,--,-0.20%,--,--,--,--,--,3567454,4108625,0.868,--,无,无,0.35,2.87,272.3,14407060,14.30,0.085,工控设备,自动化设备,91.38,92.61,+1.35%,0.07%,104.73,91.51,+19.15%,+9.82%,+24.28%,+193.58%,14.47%,500,5000,31412,--,5.38,--,169652860,84773871,15644139亿,-42.15%,7.28,6,-147.01,--,--,--,20220711,
,SZ300506,名家汇,--,+13.92%,4.91,+0.60,4.91,4.92,33046281,155151350,19600↓,-0.41%,+4.47%,+4.99,4.50%,+15.27,6999679200,3607359900,51.54%,--,--,-0.41%,--,--,--,--,--,14111610,18934671,0.745,--,无,有,-0.69,11.41,,-12830416,5.12,-0.010,装饰园林,建筑装饰,4.31,4.70,+9.05%,0.30%,4.97,4.55,+11.09%,+0.82%,-1.21%,+16.90%,9.74%,3900,400,7454,--,-17.19,--,1425596600,734696510,-12700146亿,22.89%,0.96,6,410.33,--,--,--,20160324,
32,SH688669,聚石化学,--,+13.73%,56.23,+6.79,56.23,56.82,7062225,374205130,2900↓,+0.29%,+14.76%,+6.56,5.82%,-17.84,6822573400,6822573400,100.00%,--,--,+0.57%,--,--,--,--,--,4214253,2847972,1.48,--,无,无,0.22,2.30,,-59756377,6.28,-0.490,改性塑料,塑料制品,49.44,49.00,-0.89%,0.06%,57.00,49.00,+29.56%,+37.99%,+57.33%,+141.95%,16.18%,1900,400,11072,+0.04,4.49,--,121333334,121333334,-66840364亿,-814.3%,8.96,2,-268.11,--,--,--,20210125,
4,SZ300014,亿纬锂能,--,+13.73%,66.84,+8.07,66.83,66.84,128941605,8493890600,3800↑,+0.07%,+0.27%,+1.64,6.10%,+78.17,145263170000,141198520000,97.20%,--,--,+0.18%,--,--,--,--,--,63665668,65275937,0.975,--,无,有,0.65,4.88,32.43,3250472200,3.18,0.700,锂电池,电池,58.77,66.66,+13.43%,0.32%,67.50,63.87,+17.55%,+2.08%,+2.05%,+2.01%,6.18%,400,1100,245243,+5.46,9.52,--,2173296900,2112485400,1586406300亿,31.35%,21.04,3,124.19,--,--,--,20091030,
4,SZ300450,先导智能,--,+13.47%,48.34,+5.74,48.35,48.48,82145398,3734753300,146500↑,-0.54%,+10.16%,+6.75,5.27%,-29.79,80931864000,75382090000,93.14%,--,--,-0.19%,--,--,--,--,--,36405140,45740258,0.796,--,无,无,0.85,3.65,50.46,405394870,4.53,0.260,锂电专用设备,电池,42.60,43.88,+3.00%,0.04%,48.99,42.70,+7.52%,+0.31%,-5.12%,-3.28%,14.77%,200,4000,161589,+2.99,18.55,--,1674221400,1559414400,428279810亿,10.99%,10.67,8,-26.08,--,--,--,20150518,
32,SH688719,爱科赛博,--,+13.27%,89.43,+10.48,89.16,89.44,5847532,494614380,1600↑,+0.34%,+13.35%,+6.14,6.52%,+80.65,10318917900,8023865100,77.76%,--,--,+0.21%,--,--,--,--,--,2479545,3367987,0.736,--,无,无,0.30,1.84,,-17567131,6.13,-0.150,其他电源设备,其他电源设备,78.95,78.90,-0.06%,0.02%,90.75,77.64,-4.05%,+26.15%,+14.52%,+102.56%,16.61%,700,71,15395,+0.06,6.06,--,115385418,89722298,-19232616亿,13.91%,14.58,6,-393.71,--,--,--,20230928,
4,SZ301188,力诺药包,--,+12.67%,66.34,+7.46,66.33,66.34,17369941,1114417450,4600↑,+0.71%,+13.69%,+3.71,6.49%,+47.64,17748379000,17748379000,100.00%,--,--,+0.29%,--,--,--,--,--,8693770,8676171,1.00,--,无,无,0.29,1.33,442.2,41002475,9.05,0.170,医疗耗材,医疗器械,58.88,58.35,-0.90%,0.05%,66.98,58.05,+24.23%,+57.02%,+66.22%,+279.09%,15.17%,3400,100,49420,--,4.94,--,267536620,267536620,50645854亿,1.18%,7.33,2,-49.92,--,--,--,20211111,
4,SZ301389,隆扬电子,--,+12.61%,109.50,+12.26,109.50,109.71,15514471,1643680500,6800↓,-0.32%,+11.17%,+3.66,5.47%,+31.91,31043250000,31043250000,100.00%,--,--,-0.03%,--,--,--,--,--,7670300,7844171,0.978,--,无,无,0.23,1.95,310.4,26920892,13.83,0.090,消费电子零部件及组装,消费电子,97.24,98.50,+1.30%,0.07%,113.00,98.33,+34.75%,+33.54%,+51.79%,+100.98%,15.09%,500,400,56879,--,4.98,--,283500000,283500000,38361705亿,-12.24%,7.92,1,-41.37,--,--,--,20221031,
32,SH688337,普源精电,--,+12.57%,75.65,+8.45,75.56,75.63,7308074,532736030,663↑,+0.33%,+12.36%,+4.10,3.93%,-39.50,14666600000,14064618000,95.90%,--,--,+0.25%,--,--,--,--,--,3341233,3966841,0.842,--,无,无,0.10,1.75,139.1,23150328,4.61,0.120,仪器仪表,通用设备,67.20,67.33,+0.19%,0.01%,77.73,66.80,+7.06%,+31.82%,+16.65%,+105.07%,16.26%,200,137,19698,+0.09,3.76,--,193874420,185916960,27181431亿,512.0%,16.40,11,-73.84,--,--,--,20220408,
4,SZ300726,宏达电子,--,+12.25%,81.28,+8.87,81.23,81.28,37788021,3117899700,200↑,+0.06%,+2.86%,-1.70,17.62%,+37.88,33474343000,17429555000,52.07%,--,--,+0.09%,--,--,--,--,--,18166901,19621120,0.926,--,无,无,-1.83,2.99,76.06,93938747,6.43,0.228,军工电子,军工电子,72.41,79.02,+9.13%,0.51%,86.66,78.55,+16.63%,+26.55%,+36.54%,+62.85%,11.20%,300,2000,123176,+1.14,-11.92,--,411839850,214438420,134550230亿,70.77%,12.64,5,834.05,--,--,--,20171121,
32,SH688456,有研粉材,--,+12.12%,157.03,+16.98,156.50,157.03,10115013,1538833500,831↑,+0.72%,+13.79%,+3.50,9.76%,+25.35,16277730000,16277730000,100.00%,--,--,+1.33%,--,--,--,--,--,5300474,4814539,1.10,--,无,无,0.63,1.27,181.1,30291617,12.64,0.290,其他金属新材料,金属新材料,140.05,138.00,-1.46%,0.11%,161.29,137.35,+62.47%,+93.58%,+80.97%,+102.10%,17.09%,9477,586,26688,+0.09,6.56,--,103660000,103660000,36283062亿,193.0%,12.42,0,-3.66,--,--,--,20210317,
32,SH688551,科威尔,--,+12.01%,69.94,+7.50,69.89,69.94,4792221,323322800,500↑,+0.69%,+12.28%,+3.96,4.40%,+57.48,7623083000,7623083000,100.00%,--,--,-0.14%,--,--,--,--,--,2231957,2560264,0.872,--,无,无,0.44,1.34,149.9,7295867,5.79,0.067,其他电源设备,其他电源设备,62.44,62.29,-0.24%,0.02%,71.74,61.18,+3.61%,+37.76%,+30.11%,+148.90%,16.91%,1400,500,11395,+0.04,11.75,--,108994609,108994609,6725075亿,-64.22%,12.08,5,-27.01,--,--,--,20200910,
4,SZ300088,长信科技,--,+11.73%,8.76,+0.92,8.73,8.76,258881540,2150367700,19100↑,+0.46%,+12.02%,+5.79,10.42%,-88.64,21880146000,21773001000,99.51%,--,--,+0.69%,--,--,--,--,--,107028030,151853510,0.705,--,无,无,1.00,1.88,127.3,47919504,2.52,0.019,面板,光学光电子,7.84,7.82,-0.26%,0.04%,8.87,7.72,+2.46%,+22.01%,+23.38%,+45.76%,14.67%,46900,147300,144974,+0.72,11.59,--,2497733600,2485502400,41938390亿,-39.88%,3.48,7,-114.95,--,--,--,20100526,
32,SH688484,南芯科技,--,+11.73%,49.04,+5.15,49.01,49.04,22350996,1075748060,600↑,+0.18%,+10.75%,+2.07,5.23%,-43.48,20972602000,20972602000,100.00%,--,--,+0.02%,--,--,--,--,--,9412916,12938080,0.728,--,无,无,0.09,3.18,117.5,3338307,5.02,0.010,模拟芯片设计,半导体,43.89,44.28,+0.89%,0.04%,50.94,44.01,+11.58%,+23.81%,+7.05%,+21.36%,15.79%,318,2801,39352,+0.11,2.06,--,427663170,427663170,3257346亿,-94.74%,9.76,4,-114.22,--,--,--,20230407,
4,SZ301178,天亿马,--,+11.55%,44.23,+4.58,44.13,44.23,5333147,224202130,920↑,-0.09%,+10.02%,+5.52,7.76%,+61.37,4118001600,3038053600,73.77%,--,--,+0.00%,--,--,--,--,--,1949565,3383582,0.576,--,无,无,0.61,4.00,525.8,909138,5.27,0.010,IT服务,IT服务,39.65,40.20,+1.39%,0.03%,45.04,38.89,-19.65%,-16.56%,-23.95%,+26.30%,15.51%,5000,7200,16040,--,14.06,--,93104264,68687623,1405647亿,60.20%,8.39,6,62.93,--,--,--,20211112,
32,SH688146,中船特气,--,+11.53%,355.00,+36.70,354.99,355.00,13163339,4563005900,200↑,+0.57%,+8.90%,+2.62,9.08%,+15.40,187941180000,51464649000,27.38%,--,--,+0.71%,--,--,--,--,--,6917978,6245361,1.11,--,无,无,0.22,1.25,521.9,101286840,32.03,0.190,电子化学品,电子化学品,318.30,326.00,+2.42%,0.28%,365.00,320.00,+41.54%,+84.90%,+181.46%,+778.71%,14.14%,3896,2373,40709,+1.01,1.90,--,529411770,144970840,114064500亿,16.86%,11.08,2,-421.56,--,--,--,20230421,
4,SZ300319,麦捷科技,--,+11.43%,23.21,+2.38,23.21,23.23,134710810,2997041500,1000↓,-0.09%,+11.37%,+4.62,15.82%,+5.19,20600925000,19757982000,95.91%,--,--,-0.17%,--,--,--,--,--,59667972,75042838,0.795,--,无,无,0.38,1.57,68.41,47146597,4.18,0.053,被动元件,元件,20.83,20.84,+0.05%,0.33%,23.87,20.84,-4.29%,+42.31%,+66.74%,+100.38%,14.55%,12500,3500,197053,--,2.73,--,887588320,851270220,55773914亿,-24.38%,5.55,2,165.43,--,--,--,20120523,
32,SH688001,华兴源创,--,+11.33%,68.97,+7.02,68.82,68.97,10506877,690901990,1844↓,+0.12%,+10.87%,+5.19,2.23%,-17.36,32523881000,32523881000,100.00%,--,--,+0.25%,--,--,--,--,--,5325607,5181270,1.03,--,无,无,0.12,2.11,286.9,2919704,9.03,0.006,其他专用设备,专用设备,61.95,62.21,+0.42%,0.01%,69.00,61.43,+6.62%,-2.67%,+20.68%,+128.53%,12.22%,1139,556,29274,+0.17,7.86,--,471565620,471565620,3424332亿,109.6%,7.64,3,-29.68,--,--,--,20190722,
96,SH688811,有研复材,--,+11.27%,30.50,+3.09,30.49,30.52,17667963,521274510,12205↑,+0.20%,+11.72%,+3.63,19.18%,+81.02,15301045000,2809846000,18.36%,--,--,+0.40%,--,--,--,--,--,8151023,9516940,0.857,--,无,无,1.33,2.02,213.5,265994,9.73,0.001,其他金属新材料,金属新材料,27.41,27.30,-0.40%,0.10%,31.44,27.02,+19.33%,+11.56%,-4.48%,+375.82%,16.13%,76703,1042,22953,--,10.31,--,501673610,92126097,3272314亿,110.6%,3.14,4,-325.86,--,--,--,20260410,
,SZ300464,星徽股份,--,+11.27%,8.69,+0.88,8.63,8.69,20964500,175285450,300↑,+0.35%,+8.63%,+4.21,5.90%,-30.55,4060834100,3086189800,76.00%,--,--,+1.76%,--,--,--,--,--,9860400,11104100,0.888,--,无,无,0.35,2.51,371.7,3220456,27.95,0.007,互联网电商,互联网电商,7.81,8.00,+2.43%,0.04%,8.80,8.00,+3.70%,-3.66%,-8.72%,+37.07%,10.24%,2000,5100,26420,--,13.03,--,467299660,355142680,7447330亿,213.3%,0.31,3,-69.26,--,--,--,20150610,
4,SZ300964,本川智能,--,+11.12%,104.70,+10.48,104.68,104.82,5848132,600400770,100↓,-0.01%,+10.62%,+2.16,10.44%,+18.37,7991571300,5864228900,73.38%,--,--,+0.08%,--,--,--,--,--,2633715,3214417,0.819,--,无,无,0.92,2.24,239.6,11940637,7.83,0.156,印制电路板,元件,94.22,94.65,+0.46%,0.04%,109.86,93.00,+6.11%,-6.23%,+23.76%,+88.31%,17.89%,200,100,22171,--,12.43,--,76328284,56009827,12786816亿,15.46%,13.37,6,-174.25,--,--,--,20210805,
4,SZ301280,珠城科技,--,+11.12%,45.56,+4.56,45.31,45.56,3650934,158649110,2500↑,+0.89%,+11.37%,+5.14,6.37%,-31.51,8724384400,2609731300,29.91%,--,--,+0.69%,--,--,--,--,--,1488740,2162194,0.689,--,无,无,0.61,2.86,41.26,56393095,4.41,0.294,家电零部件,白色家电,41.00,40.91,-0.22%,0.00%,45.77,40.86,+10.18%,+12.52%,-9.42%,+20.21%,11.98%,100,800,9276,--,14.72,--,191492200,57281196,71920961亿,4.58%,10.32,5,-116.81,--,--,--,20221226,
4,SZ301086,鸿富瀚,--,+11.06%,194.96,+19.42,194.51,194.96,2962205,548968460,300↑,+0.32%,+9.86%,+5.49,4.52%,-52.22,24538484000,12780195500,52.08%,--,--,+0.10%,--,--,--,--,--,1351532,1610673,0.839,--,无,无,0.87,1.60,201.8,38830262,12.33,0.309,消费电子零部件及组装,消费电子,175.54,177.46,+1.09%,0.03%,195.16,175.00,+34.01%,+24.21%,-16.33%,+145.25%,11.48%,360,540,14940,--,24.58,--,125864200,65552911,31147235亿,107.7%,15.82,2,-659.37,--,--,--,20211020,
32,SH688248,南网科技,--,+11.01%,57.28,+5.68,57.30,57.48,5999361,327452570,2900↓,-0.17%,+10.79%,+5.23,1.06%,+52.24,32346016000,32346016000,100.00%,--,--,+0.04%,--,--,--,--,--,2566480,3432881,0.748,--,无,无,0.15,2.63,78.28,49316596,9.77,0.090,电能综合服务,电力,51.60,51.70,+0.19%,0.00%,57.77,50.67,+13.74%,+3.98%,-11.18%,+28.03%,13.76%,908,1468,12909,+0.17,20.00,--,564700000,564700000,53762992亿,-13.38%,5.86,1,-57.61,--,--,--,20211222,
4,SZ300482,万孚生物,--,+10.98%,21.02,+2.08,21.02,21.03,27881711,563736150,100--,+0.05%,+12.05%,+4.23,6.48%,+68.81,9839224400,9040149000,91.88%,--,--,+0.10%,--,--,--,--,--,12152570,15729141,0.773,--,无,无,0.89,2.00,,84399550,1.82,0.180,体外诊断,医疗器械,18.94,18.76,-0.95%,--,21.52,18.58,+2.79%,+20.74%,+16.45%,+7.63%,15.52%,3400,1900,30120,--,18.05,--,468088700,430073690,97178542亿,-55.38%,11.56,4,-286.27,--,--,--,20150630,
32,SH688189,ST南新,--,+10.84%,6.44,+0.63,6.42,6.44,13442472,82838208,12360--,-0.31%,+10.46%,+4.78,4.90%,+42.65,1767136000,1767136000,100.00%,--,--,-0.16%,--,--,--,--,--,5163004,8279468,0.624,--,无,无,0.50,1.46,,-13243582,2.30,-0.048,化学制剂,化学制药,5.81,5.83,+0.34%,--,6.47,5.83,-13.90%,-22.50%,-35.34%,-19.20%,11.02%,24552,9390,5607,+0.01,17.47,--,274400000,274400000,-15107590亿,-64.96%,2.80,7,-209.69,--,--,--,20200326,
32,SH688125,安达智能,--,+10.53%,196.13,+18.68,196.04,196.67,1042702,196435100,339--,+0.00%,+8.75%,+4.36,1.28%,+66.76,16107442000,16021808000,99.47%,--,--,-0.17%,--,--,--,--,--,505494,537208,0.941,--,无,无,0.24,2.71,,-31264918,8.98,-0.380,工控设备,自动化设备,177.45,180.35,+1.63%,--,198.50,174.08,+8.90%,+8.55%,-2.93%,+45.23%,13.76%,3648,1600,3910,+0.08,32.88,--,82126356,81689736,-41309638亿,-54.95%,21.85,8,-137.11,--,--,--,20220415,
