,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
,SZ300588,熙菱信息,--,+19.99%,22.09,+3.68,22.09,--,7043078,150475580,500↓,+0.00%,+14.63%,+3.94,3.98%,+100.00,4229595100,3905998600,92.35%,210120080,9512000,+0.00%,--,--,--,--,--,4122480,2920598,1.41,--,无,无,1.07,4.13,,-21584885,16.51,-0.114,安防设备,计算机设备,18.41,19.27,+4.67%,0.02%,22.09,19.25,+17.31%,+14.75%,+5.95%,-18.19%,15.43%,9512000,0,7607,--,29.01,--,191471030,176822030,-26798437亿,-43.72%,1.34,10,47.13,--,--,--,20170105,
4,SZ301312,智立方,--,+18.47%,92.94,+14.49,92.94,92.95,7175519,634559170,100↓,-0.17%,+16.64%,+5.74,8.46%,-67.12,15767536000,7878883600,49.97%,--,--,+0.00%,--,--,--,--,--,2483403,4692116,0.529,--,无,无,0.08,3.14,243.0,14407060,12.76,0.085,工控设备,自动化设备,78.45,79.68,+1.57%,0.02%,93.70,79.40,+11.98%,+11.45%,+9.99%,+161.96%,18.23%,1700,2200,30074,--,1.56,--,169652860,84773871,15644139亿,-42.15%,7.28,8,22.52,--,--,--,20220711,
4,SZ301196,唯科科技,--,+18.25%,188.98,+29.16,188.00,188.98,7540049,1353348800,400↑,-0.02%,+5.65%,+5.94,9.09%,-81.94,23871579000,15678894000,65.68%,--,--,+1.03%,--,--,--,--,--,3909640,3630409,1.08,--,无,无,0.25,2.19,95.15,71354041,7.08,0.565,其他塑料制品,塑料制品,159.82,178.88,+11.93%,0.22%,189.50,163.11,+35.39%,+59.48%,+22.80%,+136.31%,16.51%,1000,900,28692,--,2.67,--,126318017,82965891,80511266亿,-7.80%,26.68,1,215.39,--,--,--,20220111,
4,SZ301217,铜冠铜箔,--,+18.22%,167.64,+25.84,167.55,167.64,35691363,5726217600,400↓,+0.04%,+12.51%,+5.08,4.31%,+26.74,138976170000,138976170000,100.00%,--,--,-0.21%,--,--,--,--,--,18426025,17265338,1.07,--,无,无,0.12,2.03,846.1,106347062,25.26,0.130,锂电池,电池,141.80,149.00,+5.08%,0.10%,169.98,147.00,+48.22%,+59.82%,+92.45%,+389.03%,16.21%,2400,400,124755,+6.64,2.62,--,829015540,829015540,127541695亿,2138%,6.64,1,39.69,--,--,--,20220127,
4,SZ300408,三环集团,--,+18.02%,149.29,+22.79,149.08,149.25,60356353,8557027700,1700↑,-0.29%,+11.74%,+5.94,3.23%,+17.68,286113890000,279143030000,97.56%,--,--,-0.27%,--,--,--,--,--,27935193,32421160,0.862,--,无,无,0.12,1.74,99.46,790899570,12.77,0.410,被动元件,元件,126.50,133.60,+5.61%,0.03%,151.00,131.11,+21.45%,+18.83%,+69.84%,+229.56%,15.72%,500,2000,169650,+13.53,3.11,--,1916497400,1869803900,907742100亿,48.48%,11.69,6,21.12,--,--,--,20141203,
32,SH688020,方邦股份,--,+18.02%,226.00,+34.50,225.13,226.00,6455602,1415682000,1200↑,+0.08%,+12.94%,+3.50,7.84%,-71.99,18620818000,18620818000,100.00%,--,--,+0.25%,--,--,--,--,--,3447653,3007949,1.15,--,无,无,0.52,1.94,,-17312782,14.15,-0.210,电子化学品,电子化学品,191.50,200.10,+4.49%,0.11%,229.80,200.10,+73.85%,+63.09%,+59.27%,+232.26%,15.51%,366,12514,18043,+0.15,5.91,--,82393000,82393000,-15304083亿,-1306%,15.97,1,282.26,--,--,--,20190722,
4,SZ301526,国际复材,--,+17.44%,33.40,+4.96,33.40,33.42,147266400,4679848300,400↓,-0.09%,+13.41%,+5.70,10.49%,+30.67,125947327000,46906724000,37.24%,--,--,-0.12%,--,--,--,--,--,66819660,80446740,0.831,--,无,有,0.52,1.47,257.0,270188740,14.76,0.072,玻璃玻纤,建筑材料,28.44,29.45,+3.55%,0.18%,33.70,29.45,+51.96%,+56.37%,+78.61%,+377.14%,14.94%,700,100,207409,+5.79,5.26,--,3770878000,1404392900,347726850亿,412.9%,2.26,0,-105.67,--,--,--,20231226,
96,SH688813,泰金新能,--,+17.44%,166.22,+24.68,166.88,167.00,3265505,523449040,139↑,+0.01%,+10.57%,+4.19,10.86%,-6.36,26595200000,4999395000,18.80%,--,--,+0.44%,--,--,--,--,--,1316108,1949397,0.675,--,无,无,-0.85,1.67,151.2,54218979,14.85,0.450,其他专用设备,专用设备,141.54,150.33,+6.21%,0.22%,168.97,150.00,+5.07%,+2.11%,+21.43%,+532.50%,13.40%,61,81,8609,--,-7.85,--,160000000,30076976,61254639亿,-34.19%,11.19,6,454.01,--,--,--,20260331,
4,SZ301373,凌玮科技,--,+16.70%,154.60,+22.12,154.11,154.59,8265510,1201407820,600--,+0.12%,+12.03%,+6.98,20.27%,-64.86,16769785000,6305067000,37.60%,--,--,+0.43%,--,--,--,--,--,3588557,4676953,0.767,--,无,无,0.56,2.43,116.4,38280872,9.87,0.350,其他化学制品,化学制品,132.48,138.00,+4.17%,0.26%,154.77,133.06,+30.12%,+10.05%,+28.09%,+386.16%,16.39%,500,100,29575,--,3.05,--,108472091,40783098,46532557亿,21.80%,15.67,5,109.64,--,--,--,20230208,
68,SZ301630,同宇新材,--,+16.22%,324.26,+45.25,324.20,324.26,2581419,800100050,100↓,-0.05%,+14.16%,+5.13,25.81%,+30.61,12970400000,3242600000,25.00%,--,--,-0.06%,--,--,--,--,--,1268492,1312927,0.966,--,无,无,1.35,1.83,93.18,45043110,7.41,1.13,电子化学品,电子化学品,279.01,284.04,+1.80%,0.34%,327.40,283.76,+40.64%,+32.46%,+26.61%,+90.52%,15.64%,100,500,15169,--,7.19,--,40000000,10000000,55463498亿,35.88%,43.76,5,-527.55,--,--,--,20250710,
4,SZ300005,探路者,--,+16.14%,16.98,+2.36,16.97,16.98,65157638,1049089380,600↑,-0.12%,+15.98%,+6.01,7.43%,-88.47,15005263000,14884392000,99.19%,--,--,+0.24%,--,--,--,--,--,24750628,40407010,0.613,--,无,无,-0.11,5.27,174.3,56445668,6.93,0.067,服装,服装家纺,14.62,14.64,+0.14%,0.01%,17.00,14.64,+14.73%,+13.58%,+6.66%,+56.93%,16.14%,6800,128500,54596,--,-1.58,--,883702190,876583740,74605426亿,14.44%,2.45,9,273.66,--,--,--,20091030,
,SZ300489,光智科技,--,+15.99%,188.90,+26.04,188.92,188.95,7571650,1364322700,400↑,-0.28%,+12.44%,+5.35,5.46%,+41.67,26286915000,26190698000,99.63%,--,--,+0.03%,--,--,--,--,--,3899744,3671906,1.06,--,无,无,0.67,1.44,,15382833,36.04,0.112,光学元件,光学光电子,162.86,168.00,+3.16%,0.05%,190.40,163.30,+37.22%,+36.28%,+47.88%,+271.85%,16.64%,200,200,35932,--,13.88,--,139157840,138648480,26660058亿,60.81%,5.24,3,-253.81,--,--,--,20150701,
32,SH688379,华光新材,--,+15.96%,90.60,+12.47,90.61,90.78,6253957,541742540,445↑,-0.32%,+15.27%,+5.09,6.94%,+26.86,8605057600,8161748100,94.85%,--,--,-0.06%,--,--,--,--,--,2857194,3396763,0.841,--,无,无,0.31,1.70,66.35,37055189,6.13,0.430,金属制品,通用设备,78.13,78.60,+0.60%,0.03%,92.43,78.06,+15.78%,+35.87%,+22.61%,+64.55%,18.39%,1047,200,16623,+0.06,6.11,--,94978561,90085520,40150137亿,-61.17%,14.78,5,162.88,--,--,--,20200819,
4,SZ300620,光库科技,--,+15.66%,330.65,+44.77,330.62,330.65,17169137,5366322700,500--,-0.41%,+13.04%,+6.33,6.95%,-44.83,82391547000,81704669000,99.17%,--,--,-0.50%,--,--,--,--,--,7376699,9792438,0.753,--,无,无,0.70,2.14,391.3,44736399,37.37,0.180,通信网络设备及器件,通信设备,285.88,292.50,+2.32%,0.03%,333.00,292.42,+10.34%,+18.66%,+20.24%,+125.16%,14.19%,300,100,90331,+3.46,10.16,--,249180550,247103190,53866594亿,312.5%,8.85,5,-256.91,--,--,--,20170310,
32,SH688260,昀冢科技,--,+15.65%,94.83,+12.83,94.17,94.83,5017630,449113940,200↑,+0.14%,+12.91%,+6.49,4.18%,+6.50,11379600000,11379600000,100.00%,--,--,-0.19%,--,--,--,--,--,2106971,2910659,0.724,--,无,无,0.31,1.32,,-52902596,70.46,-0.441,消费电子零部件及组装,消费电子,82.00,83.99,+2.43%,0.06%,95.19,83.99,+24.06%,+14.50%,+92.51%,+229.27%,13.66%,217,2727,8440,+0.08,6.51,--,120000000,120000000,-68937075亿,-1.31%,1.35,3,-386.43,--,--,--,20210406,
32,SH688168,安博通,--,+15.52%,63.71,+8.56,63.41,63.68,6175376,385768920,300↑,-0.05%,+13.36%,+2.25,5.71%,+80.57,6884439200,6884439200,100.00%,--,--,-0.22%,--,--,--,--,--,2885430,3289946,0.877,--,无,无,0.04,3.96,,12098703,6.88,0.112,横向通用软件,软件开发,55.15,56.20,+1.90%,0.02%,66.18,55.02,+23.35%,+7.86%,+1.63%,+18.67%,20.24%,300,213,10177,+0.05,0.76,--,108059005,108059005,14769598亿,124.9%,9.26,5,39.31,--,--,--,20190906,
4,SZ301458,钧崴电子,--,+15.33%,55.13,+7.33,55.12,55.13,18540251,995146820,1300↑,+0.00%,+14.33%,+3.04,15.78%,-64.60,14701335000,6476781900,44.06%,--,--,+0.15%,--,--,--,--,--,8281045,10259206,0.807,--,无,无,-0.60,1.76,109.9,36952438,8.64,0.140,被动元件,元件,47.80,48.22,+0.88%,0.04%,56.96,48.20,-3.28%,+15.46%,+31.95%,+73.69%,18.33%,4000,2000,52782,--,-5.61,--,266666700,117481987,43809489亿,7.38%,6.38,2,319.92,--,--,--,20250110,
4,SZ301396,宏景科技,--,+15.33%,199.01,+26.45,199.00,199.01,19408883,3730598400,100↓,-0.35%,+12.75%,+3.94,13.72%,+52.25,42772138000,28161309000,65.84%,--,--,-0.57%,--,--,--,--,--,9340646,10068237,0.928,--,无,无,1.35,2.12,1220,30257427,34.54,0.141,IT服务,IT服务,172.56,176.50,+2.28%,0.11%,201.30,174.58,+25.14%,+17.22%,-35.79%,+321.51%,15.48%,2580,400,84867,--,10.02,--,214924570,141507010,81783416亿,39.75%,5.76,5,-512.32,--,--,--,20221111,
,SZ300096,ST易联众,--,+15.27%,9.36,+1.24,9.35,9.36,8894607,81140678,400↑,+0.00%,+5.64%,+2.93,2.07%,+3.57,4024800000,4024800000,100.00%,--,--,+0.00%,--,--,--,--,--,3613400,5281207,0.684,--,无,无,0.32,3.64,84.29,-27837830,12.07,-0.065,垂直应用软件,软件开发,8.12,8.86,+9.11%,0.04%,9.45,8.40,+15.41%,+4.00%,+1.19%,+25.98%,12.93%,23100,15400,3400,--,22.06,--,430000000,430000000,-34438232亿,-6.00%,0.78,3,-97.34,--,--,--,20100728,
4,SZ301218,华是科技,--,+15.03%,43.85,+5.73,43.83,43.86,9352241,402520560,9300↓,-0.23%,+14.10%,+2.12,13.35%,-45.90,5000654000,3072518500,61.44%,--,--,-0.14%,--,--,--,--,--,3857027,5495214,0.702,--,无,无,-0.46,2.69,,-2950096,5.51,-0.026,IT服务,IT服务,38.12,38.43,+0.81%,0.08%,45.15,38.43,+7.79%,+14.79%,+32.24%,+85.49%,17.63%,800,300,21989,--,-4.91,--,114040000,70068836,-4821028亿,-50.95%,7.96,6,461.32,--,--,--,20220307,
32,SH688170,德龙激光,--,+14.93%,77.81,+10.11,77.80,77.81,7818049,584394840,720↑,-0.24%,+13.59%,+4.52,7.56%,-66.79,8042441600,8042441600,100.00%,--,--,-0.49%,--,--,--,--,--,2790580,5027469,0.555,--,无,无,-0.19,2.10,479.1,-25531435,6.53,-0.250,激光设备,自动化设备,67.70,68.50,+1.18%,0.04%,78.19,68.11,+2.72%,+11.06%,+6.91%,+147.33%,14.89%,633,3915,18687,+0.05,-3.23,--,103360000,103360000,-24451949亿,-55.01%,11.92,7,400.72,--,--,--,20220429,
32,SH688388,嘉元科技,--,+14.93%,66.51,+8.64,66.51,66.54,47915075,3074399800,4075↓,+0.35%,+11.56%,+4.05,10.52%,+77.05,30306864000,30306864000,100.00%,--,--,+0.38%,--,--,--,--,--,24358242,23556833,1.03,--,无,有,0.76,2.15,198.0,120514859,3.74,0.264,锂电池,电池,57.87,59.62,+3.02%,0.16%,67.36,59.00,+53.07%,+45.22%,+47.47%,+62.30%,14.45%,51228,2222,86056,+0.20,6.99,--,455673790,455673790,152298740亿,392.8%,17.77,0,-288.37,--,--,--,20190722,
4,SZ301568,思泰克,--,+14.85%,101.00,+13.06,101.00,101.10,5184902,502686440,500↓,-0.08%,+13.46%,+4.60,10.89%,+49.28,10429098400,4807535400,46.10%,--,--,+0.27%,--,--,--,--,--,2629327,2555575,1.03,--,无,无,0.67,1.56,87.01,26434195,9.76,0.258,其他自动化设备,自动化设备,87.94,89.02,+1.23%,0.10%,101.13,89.02,+17.94%,+37.42%,+70.95%,+110.72%,13.77%,63,900,19446,--,8.67,--,103258400,47599360,30360751亿,44.18%,10.35,6,-358.50,--,--,--,20231128,
32,SH688150,莱特光电,--,+14.71%,53.18,+6.82,53.17,53.18,12931773,660314610,200↑,-0.11%,+11.35%,+4.57,3.21%,+5.70,21401631000,21401631000,100.00%,--,--,-0.04%,--,--,--,--,--,6130595,6801178,0.901,--,无,无,0.04,2.26,104.8,45979236,10.97,0.110,电子化学品,电子化学品,46.36,47.76,+3.02%,0.00%,53.99,47.02,+15.13%,+6.64%,-16.11%,+97.62%,15.03%,200,916,26396,+0.14,1.39,--,402437590,402437590,51546467亿,-24.47%,4.85,3,-1.22,--,--,--,20220318,
4,SZ301165,锐捷网络,--,+14.66%,64.21,+8.21,64.16,64.21,14840493,919970510,100↓,+0.02%,+10.71%,+3.96,1.33%,-18.03,71506591000,71506591000,100.00%,--,--,-0.11%,--,--,--,--,--,5375575,9464918,0.568,--,无,无,0.05,2.80,100.4,122924259,13.93,0.110,通信网络设备及器件,通信设备,56.00,58.00,+3.57%,0.01%,64.50,57.80,+11.28%,+4.58%,-32.55%,+1.83%,11.96%,300,1300,52383,+2.83,6.01,--,1113636360,1113636360,125952969亿,14.59%,4.61,7,-2.04,--,--,--,20221121,
32,SH688257,新锐股份,--,+14.53%,92.04,+11.68,92.01,92.04,19457790,1718782900,3002↓,-0.15%,+10.81%,+4.61,5.49%,-71.78,32617760000,32617760000,100.00%,--,--,-0.15%,--,--,--,--,--,8702997,10754793,0.809,--,无,有,-0.26,2.29,66.26,312303490,12.19,0.881,金属制品,通用设备,80.36,83.06,+3.36%,0.07%,92.70,83.06,+22.66%,+42.35%,+55.16%,+278.66%,12.00%,800,280,35379,+0.21,-4.16,--,354386790,354386790,376849230亿,576.2%,7.55,3,161.40,--,--,--,20211027,
,SZ300292,吴通控股,--,+14.21%,6.27,+0.78,6.27,6.28,157880730,940371000,1100↓,-0.32%,+11.37%,+5.72,14.15%,-76.89,8412866400,6996974000,83.17%,--,--,+0.32%,--,--,--,--,--,61839251,96041479,0.644,--,无,无,1.94,2.17,68.08,41318362,5.73,0.030,通信应用增值服务,通信服务,5.49,5.63,+2.55%,0.07%,6.30,5.49,+5.20%,+16.98%,-2.79%,+39.02%,14.75%,85900,57500,85117,--,20.68,--,1341764970,1115944810,48881892亿,17.73%,1.10,6,-119.67,--,--,--,20120229,
,SZ300508,维宏股份,--,+14.03%,53.80,+6.62,53.80,53.83,5680428,291800410,200↑,+0.17%,+12.36%,+5.15,6.94%,-65.81,5855932600,4404021400,75.21%,--,--,+0.11%,--,--,--,--,--,2564804,3115624,0.823,--,无,无,0.45,1.62,103.2,-17928309,6.89,-0.165,其他计算机设备,计算机设备,47.18,47.88,+1.48%,0.04%,54.98,47.18,+6.75%,+33.30%,+13.10%,+46.44%,16.53%,400,1900,21263,--,14.47,--,108846330,81859133,-18006054亿,-236.7%,7.81,7,-88.12,--,--,--,20160419,
32,SH688045,必易微,--,+13.87%,76.99,+9.38,76.76,76.99,3123010,230415770,278↑,-0.01%,+13.22%,+4.75,4.43%,-65.23,5433722400,5433722400,100.00%,--,--,-0.17%,--,--,--,--,--,1342613,1780397,0.754,--,无,无,0.21,2.29,139.9,13629986,3.77,0.200,模拟芯片设计,半导体,67.61,68.00,+0.58%,0.04%,77.50,68.00,+23.07%,+18.34%,+9.31%,+99.27%,14.05%,200,322,9200,+0.03,7.74,--,70576989,70576989,13612494亿,203.8%,20.40,7,-57.72,--,--,--,20220526,
4,SZ300863,卡倍亿,--,+13.81%,71.70,+8.70,71.70,71.79,11173426,773831370,500↑,+0.01%,+8.98%,+3.88,4.45%,-67.94,18742824000,18005326000,96.07%,--,--,+0.07%,--,--,--,--,--,5037727,6135699,0.821,--,无,无,-0.43,2.07,112.3,100605835,12.59,0.385,汽车电子电气系统,汽车零部件,63.00,65.79,+4.43%,0.03%,71.87,64.45,+4.90%,+12.24%,+30.11%,+99.96%,11.78%,2200,600,34697,--,-10.10,--,261406190,251120310,112453089亿,89.37%,5.70,2,103.87,--,--,--,20200824,
32,SH688786,悦安新材,--,+13.72%,43.77,+5.28,43.77,43.83,14497675,604576920,307↓,+0.02%,+13.28%,+5.37,8.40%,-56.64,7552951400,7552951400,100.00%,--,--,-0.18%,--,--,--,--,--,6696093,7801582,0.858,--,无,无,-1.07,1.50,88.66,19199247,9.50,0.111,磁性材料,金属新材料,38.49,38.64,+0.39%,0.04%,44.97,38.64,+8.13%,+18.97%,+27.61%,+87.52%,16.45%,2912,2000,23181,+0.05,-14.49,--,172560000,172560000,23246983亿,14.05%,4.61,1,438.54,--,--,--,20210826,
4,SZ300936,中英科技,--,+13.66%,124.35,+14.94,124.35,124.50,4796074,568468120,100↑,+0.27%,+13.38%,+5.32,10.11%,-24.64,9351120000,5896826200,63.06%,--,--,+0.08%,--,--,--,--,--,1935431,2860643,0.677,--,无,无,-0.78,2.21,10666,-1105396,9.28,-0.015,印制电路板,元件,109.41,109.68,+0.25%,0.10%,125.85,109.68,+24.24%,+22.06%,+44.07%,+218.85%,14.78%,400,3500,16294,--,-9.42,--,75200000,47421200,-2091534亿,-871.7%,13.40,5,533.81,--,--,--,20210126,
4,SZ301511,德福科技,--,+13.56%,157.01,+18.75,157.01,157.10,27789800,4233486900,100↓,-0.13%,+9.03%,+3.38,7.42%,+1.75,98966857000,58820821000,59.43%,--,--,+0.05%,--,--,--,--,--,13879918,13909882,0.998,--,无,有,0.22,1.54,409.7,147226870,23.81,0.234,锂电池,电池,138.26,144.00,+4.15%,0.13%,159.94,143.87,+27.57%,+22.16%,+62.35%,+339.93%,11.62%,100,100,106280,+3.66,3.01,--,630322000,374631050,193407150亿,708.9%,6.60,2,-62.12,--,--,--,20230817,
32,SH688323,瑞华泰,--,+13.55%,48.94,+5.84,48.94,49.04,15857747,760125230,337↑,-0.37%,+8.37%,+2.33,8.40%,+87.19,9242022800,9242022800,100.00%,--,--,-0.27%,--,--,--,--,--,7581320,8276427,0.916,--,无,无,-0.17,1.28,,-22631592,12.31,-0.120,膜材料,塑料制品,43.10,45.16,+4.78%,0.19%,49.88,44.40,+56.06%,+64.89%,+47.72%,+117.41%,12.71%,166,240,22656,+0.06,-2.17,--,188843950,188843950,-22848019亿,-22.90%,3.98,2,311.34,--,--,--,20210428,
4,SZ301536,星宸科技,--,+13.35%,103.14,+12.15,103.14,103.15,19306670,1937715000,3200--,-0.30%,+12.11%,+3.05,10.31%,+3.60,43495709000,19307113000,44.39%,--,--,+0.00%,--,--,--,--,--,8742055,10564615,0.828,--,无,无,-0.86,3.63,91.11,220214460,13.49,0.520,数字芯片设计,半导体,90.99,92.00,+1.11%,--,104.44,92.00,+37.85%,+28.93%,+13.88%,+73.02%,13.67%,7200,1700,69086,+1.59,-9.18,--,421715230,187193260,232591570亿,330.3%,7.65,1,440.40,--,--,--,20240328,
,SZ300852,四会富仕,--,+13.21%,59.15,+6.90,59.15,59.20,12723716,725837520,100--,-0.44%,+10.35%,+4.03,8.21%,-21.05,9494826900,9165665800,96.53%,--,--,-0.12%,--,--,--,--,--,5465897,7257819,0.753,--,无,无,0.03,2.74,73.66,29468937,4.22,0.184,印制电路板,元件,52.25,53.60,+2.58%,--,60.75,53.54,+18.16%,+15.82%,+12.67%,+55.49%,13.80%,1500,400,39914,--,0.52,--,160521170,154956310,34551828亿,2.71%,14.01,5,123.43,--,--,--,20200713,
4,SZ301191,菲菱科思,--,+12.99%,103.75,+11.93,103.63,103.75,6210582,617740760,1700--,+0.35%,+11.80%,+4.67,8.50%,-88.15,10053072100,7579739900,75.40%,--,--,+0.61%,--,--,--,--,--,2325051,3885531,0.598,--,无,无,0.11,2.81,137.0,19175597,5.90,0.198,通信终端及配件,通信设备,91.82,92.80,+1.07%,--,104.80,92.14,+14.89%,-26.52%,-33.34%,+35.34%,13.79%,300,100,28190,--,1.96,--,96897080,73057734,18454624亿,78.92%,17.57,2,-90.47,--,--,--,20220526,
