,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
32,SH688318,财富趋势,--,+11.61%,71.88,+7.48,71.88,71.96,6576564,445402830,1244↓,+2.44%,+10.31%,+6.45,1.83%,-68.98,25773815000,25773815000,100.00%,--,--,+2.44%,--,--,--,--,--,3421286,3155278,1.08,--,无,无,0.14,1.79,84.94,34538758,6.66,0.096,垂直应用软件,软件开发,64.40,65.16,+1.18%,0.02%,72.00,64.58,-13.08%,-9.84%,-11.87%,-23.73%,11.52%,731,2311,17775,+0.14,12.48,--,358567260,358567260,36302936亿,-25.71%,10.80,4,-22.70,--,--,--,20200427,
32,SH688411,海博思创,--,+11.58%,269.24,+27.94,268.91,269.24,5582563,1442651300,400--,+0.46%,+10.28%,+4.48,4.21%,-29.74,49124140000,35694298000,72.66%,--,--,+0.53%,--,--,--,--,--,2282619,3299944,0.692,--,无,无,0.38,2.17,46.30,203669720,9.71,1.12,其他电源设备,其他电源设备,241.30,244.14,+1.18%,0.01%,269.77,244.14,+3.55%,-1.88%,+6.52%,+8.37%,10.62%,173,800,20848,+0.26,10.29,--,182454840,132574276,227198990亿,117.0%,27.73,6,-201.98,--,--,--,20250127,
68,SZ301656,联合动力,--,+11.49%,17.95,+1.85,17.95,17.96,16356248,284511770,500↓,-0.06%,+10.12%,+3.45,8.03%,-4.78,43165997000,3655140900,8.47%,--,--,+0.00%,--,--,--,--,--,6031200,10325048,0.584,--,无,无,0.25,5.11,50.55,48534816,4.47,0.020,汽车电子电气系统,汽车零部件,16.10,16.30,+1.24%,0.02%,18.12,16.30,+1.18%,+0.52%,-7.93%,-32.00%,11.30%,3200,6000,23840,--,6.52,--,2404790900,203629020,16443665亿,-85.20%,4.01,9,-101.08,--,--,--,20250925,
32,SH688148,芳源股份,--,+11.44%,9.06,+0.93,9.06,9.07,29159508,251655880,3120↓,+0.67%,+9.55%,+5.29,5.72%,+65.87,4622167900,4622167900,100.00%,--,--,+0.33%,--,--,--,--,--,13473057,15686451,0.859,--,无,无,0.46,3.07,589.3,61447308,12.02,0.120,电池化学品,电池,8.13,8.27,+1.72%,0.05%,9.11,8.23,+10.89%,+5.35%,-11.70%,+3.31%,10.82%,10983,4800,24292,+0.02,17.07,--,510173050,510173050,64562653亿,223.8%,0.75,3,-134.11,--,--,--,20210806,
32,SH688084,晶品特装,--,+11.24%,52.74,+5.33,52.60,52.70,2725018,141060510,200↑,-0.13%,+10.17%,+2.06,3.60%,-18.00,3990259100,3990259100,100.00%,--,--,-0.34%,--,--,--,--,--,1139565,1585453,0.719,--,无,无,0.27,3.30,,-2099499,2.60,-0.030,军工电子,军工电子,47.41,47.87,+0.97%,0.00%,53.85,47.33,+3.98%,-0.99%,-17.91%,-36.30%,13.75%,202,200,8243,+0.02,19.15,--,75659066,75659066,-4365575亿,41.28%,20.27,4,-113.60,--,--,--,20221208,
4,SZ301069,凯盛新材,--,+11.17%,23.68,+2.38,23.67,23.68,24352364,550471250,300↑,-0.04%,+11.17%,+5.05,5.71%,+70.41,10731165700,10106013700,94.17%,--,--,+0.13%,--,--,--,--,--,9792032,14560332,0.673,--,无,无,0.66,2.55,77.20,41304940,4.66,0.091,其他化学原料,化学原料,21.30,21.30,+0.00%,0.03%,23.73,21.01,+25.29%,+22.19%,+0.94%,-14.67%,12.77%,100,4200,29507,--,15.84,--,453174230,426774230,49780727亿,34.67%,5.09,3,-119.90,--,--,--,20210927,
4,SZ302132,中航成飞,--,+11.09%,63.99,+6.39,63.99,64.00,15611233,970095520,900↓,-0.02%,+10.33%,+3.21,2.66%,-33.02,170987130000,37502587000,21.93%,--,--,-0.03%,--,--,--,--,--,6934216,8677017,0.799,--,无,有,0.32,4.52,49.30,192737550,7.98,0.072,航空装备,军工装备,57.60,58.00,+0.69%,0.02%,64.30,57.99,+9.74%,+2.73%,-6.17%,-19.00%,10.95%,3200,3200,42672,+5.30,17.42,--,2672091400,586069500,229873750亿,23.16%,8.02,0,-89.26,--,--,--,20100827,
4,SZ300416,苏试试验,--,+10.71%,18.40,+1.78,18.39,18.40,35537982,631660190,29100↑,+0.05%,+8.62%,+3.77,7.04%,+10.20,9357279600,9291156700,99.29%,--,--,+0.05%,--,--,--,--,--,13024614,22513368,0.579,--,无,无,0.24,2.49,35.98,43550955,3.33,0.086,专业服务,其他社会服务,16.62,16.94,+1.93%,0.05%,18.63,16.74,+2.51%,-4.22%,+12.54%,+4.01%,11.37%,3700,2500,51590,--,5.38,--,508547810,504954170,51618956亿,6.45%,5.53,7,-15.01,--,--,--,20150122,
4,SZ300263,隆华科技,--,+10.58%,15.68,+1.50,15.68,15.69,196933820,3113561900,4300--,+0.00%,+0.45%,-0.92,20.19%,-46.95,16228899000,15296297000,94.25%,--,--,+0.00%,--,--,--,--,--,94567017,102366803,0.924,--,无,无,-1.29,4.17,77.44,64496980,3.87,0.060,其他通用设备,通用设备,14.18,15.61,+10.08%,0.82%,16.57,15.10,+32.43%,+30.78%,+14.62%,+78.59%,10.37%,1600,13500,154297,--,-6.34,--,1035006300,975529150,77109111亿,43.36%,4.05,2,531.19,--,--,--,20110916,
32,SH688114,华大智造,--,+10.44%,50.68,+4.79,50.68,50.74,7129647,349415170,2078↓,-0.06%,+6.81%,+3.64,1.72%,+52.97,21109039000,21064515000,99.79%,--,--,-0.30%,--,--,--,--,--,3052049,4077598,0.749,--,无,无,0.02,2.42,,-105186267,2.98,-0.253,医疗设备,医疗器械,45.89,47.45,+3.40%,0.02%,51.22,47.36,+2.18%,+0.36%,-3.32%,-16.59%,8.41%,100,384,17144,+0.10,2.09,--,416516160,415637620,-83036359亿,37.87%,17.02,9,-6.00,--,--,--,20220909,
4,SZ301275,汉朔科技,--,+10.36%,43.58,+4.09,43.56,43.58,6948279,290468890,1600↓,+0.62%,+9.77%,+4.50,2.31%,-59.38,18408192000,13111445400,71.23%,--,--,+0.55%,--,--,--,--,--,2377900,4570379,0.520,--,无,无,0.15,2.56,38.14,180715790,4.43,0.429,其他电子,其他电子,39.49,39.70,+0.53%,0.00%,43.68,39.63,+1.44%,-2.51%,-1.22%,-18.27%,10.26%,100,200,18943,+0.54,10.53,--,422400000,300859230,220770790亿,20.68%,9.84,7,-48.77,--,--,--,20250311,
32,SH688388,嘉元科技,--,+10.16%,57.45,+5.30,57.45,57.47,44171923,2498740400,793↓,-0.23%,+8.40%,+1.69,9.69%,+1.11,26178459000,26178459000,100.00%,--,--,-0.43%,--,--,--,--,--,20997569,23174354,0.906,--,无,有,0.52,2.34,171.0,120514859,3.23,0.264,锂电池,电池,52.15,53.00,+1.63%,0.09%,60.60,52.76,+27.55%,+17.85%,+28.49%,+40.19%,15.03%,3033,2724,78237,+0.12,5.51,--,455673790,455673790,152298740亿,392.8%,17.77,0,-140.01,--,--,--,20190722,
4,SH601996,丰林集团,--,+10.16%,2.71,+0.25,2.71,--,50030605,132596606,4000↓,+0.00%,+8.84%,+2.43,4.46%,+100.00,3037678100,3037678100,100.00%,66155707,24411700,+0.00%,--,--,--,--,--,27897505,22133100,1.26,--,无,无,0.85,3.35,,-27631481,1.24,-0.025,林业,种植业与林业,2.46,2.49,+1.22%,0.03%,2.71,2.47,+3.83%,+1.88%,-11.15%,+20.44%,9.76%,24411700,--,8876,+0.01,16.48,--,1120914420,1120914420,-27247278亿,20.77%,2.19,7,-55.31,--,--,--,20110929,
4,SH600208,衢州发展,--,+10.14%,3.04,+0.28,3.04,--,219049560,640229420,3300↓,+0.00%,+9.35%,+4.25,2.57%,+100.00,25867180000,25864248000,99.99%,41442800,13632500,+0.00%,--,--,--,--,--,72329080,146720480,0.493,--,无,无,0.53,3.88,170.6,314457130,0.619,0.037,住宅开发,房地产,2.76,2.78,+0.72%,0.01%,3.04,2.76,+6.67%,+2.70%,-37.83%,-21.45%,10.14%,13632500,--,45834,+0.12,20.69,--,8508940800,8507976300,281960270亿,-25.83%,4.91,3,-40.44,--,--,--,19990623,
4,SH600067,冠城新材,--,+10.13%,3.48,+0.32,3.48,--,103029424,345044920,2300↓,+0.00%,+6.42%,+4.15,7.40%,+100.00,4843007200,4843007200,100.00%,52253940,15015500,+0.00%,--,--,--,--,--,44034242,58995182,0.746,--,无,无,0.97,8.02,251.0,-20586037,0.866,-0.020,线缆部件及其他,电网设备,3.16,3.27,+3.48%,0.20%,3.48,3.17,+15.61%,+15.61%,+6.75%,-15.53%,9.81%,15015500,--,41855,+0.02,19.11,--,1391668700,1391668700,780380亿,-159.1%,4.02,3,-70.75,--,--,--,19970508,
4,SZ301321,翰博高新,--,+10.10%,33.48,+3.07,33.51,33.53,9812535,327340760,200↓,-0.27%,+8.45%,+0.40,6.65%,+15.34,6241843800,4942327300,79.18%,--,--,-0.12%,--,--,--,--,--,5024434,4788101,1.05,--,无,无,-0.30,2.63,,4610996,6.40,0.027,面板,光学光电子,30.41,30.87,+1.51%,0.02%,34.57,30.72,+7.62%,-0.39%,+13.84%,+75.75%,12.66%,200,500,29139,--,-9.06,--,186435000,147620290,3227326亿,112.8%,5.23,3,75.28,--,--,--,20220818,
32,SH688330,宏力达,--,+10.08%,39.63,+3.63,39.62,39.63,3217868,124704578,1469↑,-0.03%,+10.42%,+2.43,2.30%,-36.56,5548200000,5548200000,100.00%,--,--,+0.13%,--,--,--,--,--,1092267,2125601,0.514,--,无,无,0.19,3.97,8.79,14187853,1.26,0.101,电气自控设备,电网设备,36.00,35.89,-0.31%,0.01%,40.88,35.89,+10.98%,+4.90%,-0.75%,+9.69%,13.86%,200,1761,6804,+0.03,20.16,--,140000000,140000000,11973950亿,-32.10%,31.37,4,-74.32,--,--,--,20201015,
4,SZ000630,铜陵有色,--,+10.08%,7.10,+0.65,7.10,--,533089490,3675237400,10800↓,+0.00%,+7.58%,+3.19,4.78%,+100.00,95207248000,79115226000,83.10%,1092186180,153829040,+0.00%,--,--,--,--,--,249465830,283623660,0.880,--,无,有,1.44,2.57,36.20,1338454560,2.54,0.100,铜,工业金属,6.45,6.60,+2.33%,0.03%,7.10,6.55,+10.25%,+3.65%,+15.07%,+19.13%,8.53%,153829040,0,232347,+2.71,31.35,--,13409471500,11142989600,3091181500亿,19.12%,2.80,6,-71.86,--,--,--,19961120,
,SH603020,爱普股份,--,+10.04%,13.04,+1.19,13.04,--,16906950,213718610,1300↓,+0.00%,+8.85%,+3.37,4.50%,+100.00,4898316600,4898316600,100.00%,62957120,4828000,+0.00%,--,--,--,--,--,6752000,10154950,0.665,--,无,无,0.41,2.22,55.96,33536670,1.51,0.089,食品及饲料添加剂,化学制品,11.85,11.98,+1.10%,0.01%,13.04,11.88,+22.21%,+33.47%,+19.85%,+28.60%,9.79%,4828000,--,21805,+0.02,21.50,--,375637770,375637770,49607822亿,2.39%,8.65,0,-12.38,--,--,--,20150325,
4,SZ002085,万丰奥威,--,+10.04%,13.59,+1.24,13.59,--,75953928,1006117920,500↓,+0.00%,+9.16%,+2.78,3.58%,+100.00,28855613000,28855613000,100.00%,307605020,22634659,+0.00%,--,--,--,--,--,36533286,39420642,0.927,--,无,有,1.05,1.96,30.21,243051540,3.78,0.120,轮胎轮毂,汽车零部件,12.35,12.45,+0.81%,0.02%,13.59,12.41,+17.16%,+14.59%,-0.51%,-15.12%,9.55%,22634659,0,58802,+0.82,41.06,--,2123297500,2123297500,365762050亿,-11.64%,3.60,0,-49.88,--,--,--,20061128,
4,SH600163,中闽能源,--,+10.04%,6.25,+0.57,6.25,--,62013340,374634990,200↓,+0.00%,+10.04%,+3.68,3.26%,+100.00,11893725900,11893725900,100.00%,172304160,27568666,+0.00%,--,--,--,--,--,27668005,34345335,0.806,--,无,无,0.65,2.13,25.48,196307900,1.62,0.100,新能源发电,电力,5.68,5.68,+0.00%,0.01%,6.25,5.66,-4.43%,-9.68%,-6.30%,+15.31%,10.39%,27568666,--,28709,+0.06,29.05,--,1902996100,1902996100,279044690亿,-21.86%,3.85,4,-57.89,--,--,--,19980602,
4,SZ000958,电投产融,--,+10.03%,6.47,+0.59,6.47,--,125787824,796060520,2800↓,+0.00%,+10.98%,+2.40,2.34%,+100.00,118507916000,34830718000,29.39%,130142109,20114700,+0.00%,--,--,--,--,--,47897248,77890576,0.615,--,无,无,0.53,4.03,35.95,1117304850,2.36,0.061,新能源发电,电力,5.88,5.83,-0.85%,0.00%,6.47,5.83,+4.69%,+6.07%,+8.19%,+0.00%,10.88%,20114700,0,50424,+3.35,27.48,--,18316525000,5383418500,1359912900亿,0.295%,2.75,9,-57.46,--,--,--,19991223,
,SZ002345,潮宏基,--,+10.03%,9.76,+0.89,9.76,--,30740889,293295450,1000↓,+0.00%,+10.03%,+2.47,3.54%,+100.00,8671884000,8464158600,97.60%,121903483,12490111,+0.00%,--,--,--,--,--,11472867,19268022,0.595,--,无,有,0.91,3.95,15.17,263560160,2.16,0.300,饰品,服装家纺,8.87,8.87,+0.00%,0.01%,9.76,8.82,+8.93%,+5.97%,+4.16%,-19.67%,10.60%,12490111,0,25839,--,39.43,--,888512710,867229370,349313400亿,39.52%,4.53,8,-90.54,--,--,--,20100128,
,SH600539,狮头股份,--,+10.03%,16.34,+1.49,16.34,--,15602300,248229540,600↓,+0.00%,+7.50%,+2.90,6.78%,+100.00,3758200000,3758200000,100.00%,143777290,8799100,+0.00%,--,--,--,--,--,6571559,9030741,0.728,--,无,无,1.45,2.20,,526268,12.51,0.002,互联网电商,互联网电商,14.85,15.20,+2.36%,0.03%,16.34,14.83,+16.71%,+12.23%,-0.61%,+60.51%,10.17%,8799100,--,19625,+0.02,36.70,--,230000000,230000000,2962760亿,-9.73%,1.31,6,-124.44,--,--,--,20010824,
,SH603065,宿迁联盛,--,+10.03%,13.60,+1.24,13.60,--,7469000,101578400,20000↓,+0.00%,+0.00%,+0.00,1.78%,+100.00,5697959000,5697959000,100.00%,389637280,28649800,+0.00%,--,--,--,--,--,7469000,0,--,--,无,有,0.65,0.84,,5439015,2.85,0.010,其他化学制品,化学制品,12.36,13.60,+10.03%,0.53%,13.60,13.60,+45.45%,+86.05%,+72.37%,+68.00%,0.00%,28649800,--,1163,+0.03,23.18,--,418967570,418967570,-6125867亿,-30.10%,4.77,0,766.43,--,--,--,20230321,
,SH603528,多伦科技,--,+10.03%,7.13,+0.65,7.13,--,27458341,189950820,3000--,+0.00%,+8.85%,+3.27,3.89%,+100.00,5033281800,5033281800,100.00%,52326357,7338900,+0.00%,--,--,--,--,--,12159117,15299224,0.795,--,无,无,1.10,4.55,,-20172715,2.68,-0.029,垂直应用软件,软件开发,6.48,6.55,+1.08%,--,7.13,6.42,+3.33%,+1.28%,-9.75%,-26.27%,10.96%,7338900,--,18176,+0.02,46.45,--,705930130,705930130,-23878083亿,-795.8%,2.66,4,-104.86,--,--,--,20160503,
4,SH600862,中航高科,--,+10.03%,18.87,+1.72,18.87,--,29979825,556387780,100--,+0.00%,+4.83%,+1.81,2.15%,+100.00,26286837000,26286837000,100.00%,216499490,11473211,+0.00%,--,--,--,--,--,14200326,15779499,0.900,--,无,无,0.53,3.68,28.45,250932200,3.31,0.181,航空装备,军工装备,17.15,18.00,+4.96%,--,18.87,17.91,+5.77%,+5.89%,-5.79%,-20.14%,5.60%,11473211,--,30570,+0.12,34.14,--,1393049100,1393049100,292863410亿,-29.87%,5.69,7,-33.09,--,--,--,19940520,
,SZ002742,冀衡医药,--,+10.03%,4.17,+0.38,4.17,--,4457500,18176328,1700--,+0.00%,+4.51%,+2.44,0.85%,+100.00,2852705500,2184913700,76.59%,85643877,20538100,+0.00%,--,--,--,--,--,2317650,2139850,1.08,--,无,无,0.16,0.90,,-8073276,17.80,-0.012,化学制剂,化学制药,3.79,3.99,+5.28%,--,4.17,3.91,+0.72%,-0.95%,-12.58%,-7.74%,6.86%,20538100,0,1367,--,26.92,--,684102040,523960120,-8195419亿,90.20%,0.23,3,-12.45,--,--,--,20150217,
