,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
4,SZ301269,华大九天,--,+14.05%,117.21,+14.44,117.20,117.21,33685847,3900095300,300↓,-0.06%,+7.14%,+1.39,6.18%,-19.07,63930742000,63930742000,100.00%,--,--,-0.06%,--,--,--,--,--,15057740,18628107,0.808,--,无,无,0.31,1.56,,-73003923,12.29,-0.130,垂直应用软件,软件开发,102.77,109.40,+6.45%,0.09%,123.30,108.80,+2.58%,+15.24%,+18.72%,+10.39%,14.11%,46200,57900,118758,+2.47,5.72,--,545437610,545437610,-74092037亿,-851.5%,9.54,3,-4.16,--,--,--,20220729,
4,SZ300821,东岳硅材,--,+12.92%,22.02,+2.52,22.02,22.03,177897980,3978044800,1000↓,+0.00%,+4.81%,-1.75,14.83%,+76.56,26424000000,26419392000,99.98%,--,--,+0.00%,--,--,--,--,--,79637266,98260714,0.811,--,无,无,0.90,1.73,191.6,434000000,5.15,0.160,有机硅,化学制品,19.50,21.01,+7.74%,0.30%,23.40,20.65,+11.72%,+5.36%,+31.46%,+89.18%,14.10%,332486,20200,174018,--,6.39,--,1200000000,1199790750,194033990亿,427.0%,4.27,4,242.84,--,--,--,20200312,
4,SZ301201,诚达药业,--,+12.83%,42.65,+4.85,42.65,42.66,21743774,894043720,100↓,+0.05%,+14.53%,+4.05,20.03%,+39.11,6598544600,4629414600,70.16%,--,--,+0.05%,--,--,--,--,--,9101414,12642360,0.720,--,无,无,0.53,2.58,,7001953,3.14,0.046,医疗研发外包,医疗服务,37.80,37.24,-1.48%,0.02%,43.60,36.90,+13.16%,+19.47%,+21.23%,+4.79%,17.72%,20400,6100,49463,--,3.41,--,154713820,108544304,9360876亿,600.1%,13.58,5,-186.30,--,--,--,20220120,
32,SH688767,博拓生物,--,+12.51%,41.63,+4.63,41.60,41.63,6814998,272200930,900↓,-0.41%,+11.01%,+4.56,4.56%,-18.46,6216746700,6216746700,100.00%,--,--,-0.41%,--,--,--,--,--,2369119,4445879,0.533,--,无,无,0.24,3.59,205.1,-10207875,2.63,-0.070,体外诊断,医疗器械,37.00,37.50,+1.35%,0.00%,41.82,37.00,+29.21%,+17.53%,+11.76%,+10.19%,13.03%,611,27398,9699,+0.04,5.45,--,149333330,149333330,-14423840亿,-216.9%,15.81,5,202.33,--,--,--,20210908,
32,SH688629,华丰科技,--,+11.81%,201.26,+21.26,201.26,201.27,33857968,6678793100,556↑,+0.12%,+7.93%,+2.22,7.34%,+36.13,94240994000,92779417000,98.45%,--,--,+0.12%,--,--,--,--,--,17296130,16561838,1.04,--,无,无,0.45,1.15,218.2,105112636,32.54,0.224,军工电子,军工电子,180.00,186.47,+3.59%,0.07%,212.58,183.30,+17.70%,+36.36%,+49.13%,+101.14%,16.27%,18956,400,91488,+0.52,5.16,--,468254970,460992830,115648234亿,230.4%,6.18,1,-488.10,--,--,--,20230627,
4,SZ301345,涛涛车业,--,+11.69%,258.02,+27.01,258.02,258.04,4473344,1108042940,1100↑,+0.03%,+11.51%,+4.47,12.77%,+32.53,28136841000,9038375100,32.12%,--,--,+0.03%,--,--,--,--,--,2262603,2210741,1.02,--,无,无,0.05,2.62,31.04,540000000,7.45,1.62,其他运输设备,汽车服务及其他,231.01,231.39,+0.16%,0.10%,258.15,230.51,+11.88%,+20.41%,+25.05%,+3.28%,11.96%,118,200,21842,+0.92,0.43,--,109049071,35029746,211766370亿,104.5%,34.65,5,-473.57,--,--,--,20230321,
32,SH688372,伟测科技,--,+11.45%,180.88,+18.58,180.87,180.88,20465195,3586860400,200↑,+0.07%,+9.15%,+3.46,12.18%,-44.31,30403823000,30403823000,100.00%,--,--,+0.07%,--,--,--,--,--,9936338,10528857,0.944,--,无,无,0.08,1.35,87.33,70857990,7.26,0.422,集成电路封测,半导体,162.30,165.71,+2.10%,0.03%,189.50,162.50,+6.81%,+11.51%,+24.56%,+65.81%,16.64%,2222,2924,64825,+0.16,0.66,--,168088360,168088360,75739035亿,173.4%,24.93,2,403.81,--,--,--,20221026,
32,SH688175,高凌信息,--,+11.30%,28.95,+2.94,28.93,28.95,7193927,202936300,4400↓,+0.07%,+11.30%,+2.85,4.28%,-69.09,4866845300,4866845300,100.00%,--,--,+0.07%,--,--,--,--,--,2864458,4329469,0.662,--,无,无,-0.15,2.74,,3948092,2.81,0.023,军工电子,军工电子,26.01,26.01,+0.00%,0.00%,29.60,25.77,+20.78%,+13.26%,+5.92%,-10.12%,14.73%,3570,57889,12164,+0.03,-5.27,--,168112100,168112100,837529亿,131.2%,10.30,6,91.47,--,--,--,20220315,
32,SH688071,华依科技,--,+11.27%,40.29,+4.08,40.29,40.30,13119381,538317720,46824↑,+0.45%,+2.00%,-2.05,15.47%,+54.75,3416178000,3416178000,100.00%,--,--,+0.45%,--,--,--,--,--,7603686,5515695,1.38,--,无,无,0.78,2.93,,1350867,3.38,0.020,其他专用设备,专用设备,36.21,39.50,+9.09%,0.20%,43.45,37.73,+27.18%,+18.01%,+18.60%,+21.47%,15.80%,1522,500,26072,+0.02,6.57,--,84789724,84789724,1151413亿,-54.32%,11.93,1,-65.28,--,--,--,20210729,
4,SZ301296,新巨丰,--,+11.22%,6.94,+0.70,6.93,6.94,16007724,109023748,500↑,+0.00%,+11.04%,+2.07,3.75%,-33.26,2964223300,2964155600,100.00%,--,--,+0.00%,--,--,--,--,--,6940500,9067224,0.765,--,无,无,0.15,5.69,81.00,6026291,1.11,0.010,包装,包装印刷,6.24,6.25,+0.16%,0.00%,7.01,6.25,+16.44%,+9.81%,+3.12%,-18.54%,12.18%,154300,53400,14001,--,15.12,--,427121510,427111760,14684531亿,-54.09%,6.26,7,-40.15,--,--,--,20220902,
4,SZ301108,洁雅股份,--,+10.85%,26.35,+2.58,26.33,26.35,3631372,92486950,400↓,+0.04%,+11.51%,+3.71,5.60%,-17.86,2965857200,1708360500,57.60%,--,--,+0.04%,--,--,--,--,--,1542676,2088696,0.739,--,无,无,0.07,2.87,38.28,10268500,1.56,0.090,个护用品,美容护理,23.77,23.63,-0.59%,0.02%,26.73,23.52,+7.99%,+4.81%,+17.22%,-20.42%,13.50%,17200,12600,9825,--,3.89,--,112556252,64833415,10029706亿,2.04%,16.85,9,-34.21,--,--,--,20211203,
4,SZ301379,天山电子,--,+10.73%,35.61,+3.45,35.60,35.61,63110906,2248147600,200↓,+0.62%,+7.42%,-0.04,28.99%,+35.14,9845736300,7751796500,78.73%,--,--,+0.62%,--,--,--,--,--,31601527,31509379,1.00,--,无,无,-1.25,1.83,78.24,19705282,6.73,0.071,面板,光学光电子,32.16,33.15,+3.08%,0.95%,37.44,33.15,+50.25%,+43.65%,+39.26%,+94.37%,13.34%,5900,7266,109238,--,-4.64,--,276487960,217685950,20534473亿,-45.01%,5.29,1,647.58,--,--,--,20221101,
4,SZ301308,江波龙,--,+10.32%,681.80,+63.78,681.79,681.80,29532679,20233381000,600↓,-0.02%,+0.26%,-0.54,10.48%,-88.22,288442990000,192166620000,66.62%,--,--,-0.02%,--,--,--,--,--,15913969,13618710,1.17,--,无,无,0.00,1.42,53.05,10100000000,23.45,9.13,数字芯片设计,半导体,618.02,680.00,+10.03%,0.32%,710.00,659.16,-5.71%,+10.65%,+31.11%,+179.60%,8.23%,1300,68795,169109,+8.45,0.03,--,423061010,281851890,4761495600亿,2644%,29.07,2,14.87,--,--,--,20220805,
32,SH688702,盛科通信-U,--,+10.31%,357.00,+33.36,356.78,357.00,13125221,4525966100,166↓,-0.17%,+7.05%,+3.76,6.47%,-53.71,146370000000,72468067000,49.51%,--,--,-0.17%,--,--,--,--,--,6551266,6573955,0.997,--,无,无,0.38,1.24,,-17029645,65.58,-0.040,数字芯片设计,半导体,323.64,333.50,+3.05%,0.07%,374.99,320.03,+1.97%,+11.67%,+35.73%,+151.96%,16.98%,250,2600,47111,+0.71,5.16,--,410000000,202991780,-17029645亿,-12.05%,5.44,0,-144.11,--,--,--,20230914,
,SZ300338,*ST开元,--,+10.21%,3.13,+0.29,3.11,3.13,15210791,45993060,100↓,+0.00%,+10.21%,+3.74,4.35%,-38.22,1260215290,1095302000,86.91%,--,--,+0.00%,--,--,--,--,--,6236909,8973882,0.695,--,无,无,0.59,1.31,,-22873588,,-0.057,教育,教育,2.84,2.84,+0.00%,0.01%,3.22,2.81,+18.11%,-1.88%,-6.01%,-17.63%,14.44%,9000,37600,3578,--,36.14,--,402624690,349936740,-24794045亿,-28.40%,-0.32,5,-279.41,--,--,--,20120726,
4,SZ000545,金浦钛业,--,+10.16%,2.71,+0.25,2.71,--,57719293,153496370,100↓,+0.00%,+8.40%,+2.06,5.86%,+100.00,2674317700,2670442400,99.86%,35763428,13196837,+0.00%,--,--,--,--,--,37563213,20156080,1.86,--,无,无,2.76,0.76,,-28408347,4.29,-0.029,钛白粉,化学原料,2.46,2.50,+1.63%,0.05%,2.71,2.48,+12.92%,+2.26%,+10.61%,-3.90%,9.35%,13196837,0,14421,--,46.35,--,986833100,985403100,-32992662亿,-84.66%,0.63,7,60.93,--,--,--,19931215,
4,SZ300499,高澜股份,--,+10.11%,40.30,+3.70,40.30,40.31,59948648,2446936100,100↓,+0.00%,+9.75%,-1.41,22.09%,+71.58,12301517100,10937758800,88.91%,--,--,+0.00%,--,--,--,--,--,24975756,34972892,0.714,--,无,无,1.57,2.14,402.9,15140763,8.83,0.050,其他专用设备,专用设备,36.60,36.72,+0.33%,0.07%,43.43,36.68,+8.60%,+4.05%,+9.72%,+31.64%,18.44%,142835,3700,108718,--,8.31,--,305248560,271408410,18983239亿,16.55%,4.56,8,-296.62,--,--,--,20160202,
4,SZ002329,皇氏集团,--,+10.10%,3.27,+0.30,3.27,--,67688465,216752330,2000↓,+0.00%,+9.00%,+2.28,10.39%,+100.00,2721961000,2130708900,78.28%,30789339,9415700,+0.00%,--,--,--,--,--,40844218,26844247,1.52,--,无,无,3.62,1.37,,4071779,5.46,0.005,乳品,饮料制造,2.97,3.00,+1.01%,0.05%,3.27,3.00,+21.56%,+13.94%,-8.15%,-16.15%,9.09%,9415700,0,17956,--,35.78,--,832403990,651592920,6770755亿,-28.36%,0.60,4,-179.35,--,--,--,20100106,
,SH603815,交建股份,--,+10.09%,6.11,+0.56,6.11,--,18839872,109796538,200↓,+0.00%,+10.09%,+5.08,3.04%,+100.00,3781627100,3781627100,100.00%,4297163,703300,+0.00%,--,--,--,--,--,9415850,9424022,0.999,--,无,无,0.59,1.50,,57353726,2.40,0.090,基础建设,建筑装饰,5.55,5.55,+0.00%,0.00%,6.11,5.40,+15.50%,+9.89%,+3.21%,-17.88%,12.79%,703300,--,14869,+0.02,40.57,--,618924240,618924240,75667575亿,73.64%,2.54,2,-59.37,--,--,--,20191021,
,SZ301139,*ST元道,--,+10.08%,4.04,+0.37,4.04,4.05,20751289,83633625,300↓,+0.00%,+8.31%,+0.26,27.24%,-17.57,491186430,307715280,62.65%,--,--,+0.00%,--,--,--,--,--,8733650,12017639,0.727,--,无,无,0.81,1.45,,787476,0.253,0.010,通信工程及服务,通信服务,3.67,3.73,+1.63%,0.27%,4.26,3.73,-5.61%,-19.52%,-25.32%,-78.00%,14.44%,51800,119500,10108,--,10.73,--,121580800,76167148,2789204亿,-92.60%,16.00,10,-350.39,--,--,--,20220708,
,SH600215,派斯林,--,+10.08%,6.88,+0.63,6.88,--,32285530,218338590,1000↓,+0.00%,+9.21%,+1.88,7.07%,+100.00,3143354200,3143354200,100.00%,23905936,3474700,+0.00%,--,--,--,--,--,17419564,14865966,1.17,--,无,无,1.80,2.59,,-22483963,1.28,-0.050,机器人,自动化设备,6.25,6.30,+0.80%,0.01%,6.88,6.26,+21.13%,+11.33%,+3.61%,-3.78%,9.92%,3474700,--,18538,+0.02,37.53,--,456882880,456882880,-36185180亿,-68.90%,5.37,3,-91.49,--,--,--,19990909,
,SH603789,ST星农,--,+10.08%,6.99,+0.64,6.99,--,2552670,17843163,10000↓,+0.00%,+0.00%,+0.00,0.98%,+100.00,1853850100,1817400000,98.03%,37770675,5403530,+0.00%,--,--,--,--,--,2552670,0,--,--,无,无,0.55,1.16,,-30733931,17.71,-0.114,农用机械,专用设备,6.35,6.99,+10.08%,0.13%,6.99,6.99,+33.65%,+23.50%,+25.49%,+31.39%,0.00%,5403530,--,442,--,40.72,--,265214600,260000000,-26399135亿,-8.34%,0.40,0,0.00,--,--,--,20150427,
,SZ000078,ST海王,--,+10.07%,1.64,+0.15,1.64,--,145017790,228142930,1000↓,+0.00%,+9.33%,+4.48,5.52%,+100.00,4315042100,4305353800,99.78%,23396871,14266385,+0.00%,--,--,--,--,--,53224657,91793133,0.580,--,无,无,0.04,2.31,,14492348,3.48,0.006,医药流通,医药商业,1.49,1.50,+0.67%,0.25%,1.64,1.46,+22.39%,+13.10%,-7.34%,-52.60%,12.08%,14266385,0,25154,--,0.70,--,2631123300,2625215700,46080707亿,-38.89%,0.47,4,68.08,--,--,--,19981218,
4,SZ000301,东方盛虹,--,+10.04%,13.81,+1.26,13.81,--,117837761,1586288000,200↓,+0.00%,+5.02%,+2.78,1.78%,+100.00,91301119000,91261630000,99.96%,51552274,3732967,+0.00%,--,--,--,--,--,55521883,62315878,0.891,--,无,无,-0.09,4.28,74.53,4600000000,2.63,0.217,石油加工,石油加工贸易,12.55,13.15,+4.78%,0.12%,13.81,13.10,+22.21%,+13.76%,+16.54%,+26.81%,5.66%,3732967,0,115874,+2.61,-6.31,--,6611232400,6608372900,1855806000亿,319.9%,5.25,3,18.31,--,--,--,20000529,
4,SH600288,大恒科技,--,+10.04%,14.14,+1.29,14.14,--,23350997,320408230,20000↓,+0.00%,+8.94%,+3.26,5.35%,+100.00,6176352000,6176352000,100.00%,36734292,2597899,+0.00%,--,--,--,--,--,10909948,12441049,0.877,--,无,无,1.04,2.00,37.77,51152550,3.10,0.117,横向通用软件,软件开发,12.85,12.98,+1.01%,0.02%,14.14,12.91,+14.40%,+8.69%,+4.66%,-5.61%,9.57%,2597899,--,21924,+0.03,33.97,--,436800000,436800000,75817604亿,720.9%,4.56,8,-138.99,--,--,--,20001129,
,SH603020,爱普股份,--,+10.04%,14.69,+1.34,14.69,--,9771300,141429620,11500↑,+0.00%,+5.91%,+1.62,2.60%,+100.00,5518118900,5518118900,100.00%,48114157,3275300,+0.00%,--,--,--,--,--,6769850,3001450,2.26,--,无,无,0.46,0.96,63.04,33536670,1.70,0.089,食品及饲料添加剂,化学制品,13.35,13.87,+3.90%,0.02%,14.69,13.52,+6.45%,-1.21%,+38.98%,+44.87%,8.76%,3275300,--,7220,+0.03,17.65,--,375637770,375637770,49607822亿,2.39%,8.65,2,-136.91,--,--,--,20150325,
,SH603903,中持股份,--,+10.04%,15.57,+1.42,15.57,--,40412479,620088450,3000↓,+0.00%,+4.85%,+1.60,15.83%,+100.00,3975324300,3975324300,100.00%,19292600,1239088,+0.00%,--,--,--,--,--,22545704,17866775,1.26,--,无,无,1.14,1.98,,17246068,2.78,0.070,水务及水治理,环境治理,14.15,14.85,+4.95%,0.14%,15.57,14.64,+19.31%,+38.28%,+25.97%,+7.01%,6.57%,1239088,--,33047,+0.02,9.28,--,255319480,255319480,25607605亿,459.4%,5.60,0,-43.11,--,--,--,20170314,
4,SH600470,六国化工,--,+10.03%,6.69,+0.61,6.69,--,63796465,416813640,500↓,+0.00%,+9.14%,+2.57,12.23%,+100.00,3489504000,3489504000,100.00%,34385262,5139800,+0.00%,--,--,--,--,--,33554859,30241606,1.11,--,无,无,4.31,1.20,,-90379583,2.29,-0.170,磷肥及磷化工,农化制品,6.08,6.13,+0.82%,0.08%,6.69,6.04,+12.63%,+13.20%,+21.86%,+11.87%,10.69%,5139800,--,32663,+0.02,50.45,--,521600000,521600000,-97063525亿,-35.45%,2.92,5,-509.26,--,--,--,20040305,
,SH603819,神力股份,--,+10.03%,13.60,+1.24,13.60,--,13598183,183478040,100↓,+0.00%,+9.41%,+0.87,6.25%,+100.00,2961130500,2961130500,100.00%,18384970,1351836,+0.00%,--,--,--,--,--,9104752,4493431,2.03,--,无,无,1.59,2.43,113.2,6890415,3.65,0.032,电机,电机,12.36,12.43,+0.57%,0.02%,13.60,12.43,+22.52%,+13.24%,+9.85%,+12.03%,9.47%,1351836,--,10030,+0.01,29.95,--,217730190,217730190,8705687亿,1404%,3.73,1,-379.83,--,--,--,20161125,
,SH603861,白云电器,--,+10.03%,13.82,+1.26,13.82,--,19691653,266318340,300↓,+0.00%,+6.31%,+2.35,3.73%,+100.00,7470096300,7305065100,97.79%,87533116,6333800,+0.00%,--,--,--,--,--,10376452,9315201,1.11,--,无,无,1.34,0.96,37.06,34043420,1.86,0.060,输变电设备,电网设备,12.56,13.00,+3.50%,0.04%,13.82,12.86,+1.69%,-10.03%,-23.18%,+13.56%,7.64%,6333800,--,16183,+0.04,47.95,--,540527960,528586480,41026201亿,-7.09%,7.41,7,-94.38,--,--,--,20160322,
4,SZ002860,星帅尔,--,+10.03%,17.56,+1.60,17.56,--,42553811,724188630,100↓,+0.00%,+9.96%,+3.39,12.37%,+100.00,6183668200,6040160900,97.68%,65925087,3754276,+0.00%,--,--,--,--,--,19684422,22869389,0.861,--,无,无,0.95,1.73,32.14,57175527,2.69,0.162,家电零部件,白色家电,15.96,15.97,+0.06%,0.09%,17.56,15.96,+21.27%,+24.01%,+33.33%,+25.43%,10.03%,3754276,0,33380,--,8.39,--,352145120,343972720,66396708亿,-11.08%,6.53,0,55.59,--,--,--,20170412,
,SZ002919,名臣健康,--,+10.02%,22.06,+2.01,22.06,--,9672708,205254080,200↓,+0.00%,+9.48%,+4.19,3.66%,+100.00,5870961600,5828432700,99.28%,29575401,1340680,+0.00%,--,--,--,--,--,4295480,5377228,0.799,--,无,无,0.31,1.47,237.0,9171805,7.20,0.034,游戏,游戏,20.05,20.15,+0.50%,0.00%,22.06,20.00,+20.02%,+9.37%,+4.45%,-3.84%,10.27%,1340680,0,15847,--,13.30,--,266136070,264208190,4445212亿,-27.85%,3.06,4,-32.34,--,--,--,20171218,
4,SH600172,黄河旋风,--,+10.02%,18.55,+1.69,18.55,--,288233560,5247582000,500↓,+0.00%,+9.12%,+2.04,22.58%,+100.00,26752522000,23674544000,88.49%,105398874,5681880,+0.00%,--,--,--,--,--,168725872,119507688,1.41,--,无,无,5.78,1.30,,-96526369,57.70,-0.069,磨具磨料,通用设备,16.86,17.00,+0.83%,0.15%,18.55,16.67,+14.79%,+20.38%,+38.12%,+224.87%,11.15%,5681880,--,257432,+0.13,27.24,--,1442184500,1276255750,-90108682亿,42.34%,0.32,4,105.28,--,--,--,19981126,
,SZ002815,崇达技术,--,+10.02%,16.36,+1.49,16.36,--,77810400,1251880890,1500↓,+0.00%,+8.70%,+1.82,10.01%,+100.00,20190716000,12714043300,62.97%,97886788,5983300,+0.00%,--,--,--,--,--,44057200,33753200,1.31,--,无,无,3.17,1.40,83.73,32420018,2.27,0.030,印制电路板,元件,14.87,15.05,+1.21%,0.02%,16.36,15.02,+2.83%,-15.93%,-7.93%,+20.92%,9.01%,5983300,0,57184,--,35.51,--,1234151320,777142010,61153423亿,-71.87%,7.21,4,-236.37,--,--,--,20161012,
4,SH600246,万通发展,--,+10.02%,16.91,+1.54,16.91,--,129512613,2085796300,100--,+0.00%,+7.03%,+5.24,6.85%,+100.00,32855918000,31966875000,97.29%,125208404,7404400,+0.00%,--,--,--,--,--,66418418,63094195,1.05,--,无,无,0.45,0.80,,-112281231,7.19,-0.058,住宅开发,房地产,15.37,15.80,+2.80%,--,16.91,15.50,-8.45%,-3.87%,-2.76%,+37.48%,9.17%,7404400,--,126658,+0.16,7.50,--,1942987500,1890412500,-144680860亿,-218.4%,2.35,1,69.24,--,--,--,20000922,
,SH603201,常润股份,--,+10.01%,15.60,+1.42,15.60,--,5432164,82764932,17300--,+0.00%,+9.32%,+2.57,2.88%,+100.00,2963683700,2938334000,99.14%,44592054,2858465,+0.00%,--,--,--,--,--,3112794,2319370,1.34,--,无,无,0.83,0.68,15.07,32981499,1.66,0.180,其他通用设备,通用设备,14.18,14.27,+0.63%,--,15.60,14.10,+11.35%,-23.49%,-13.95%,-7.58%,10.58%,2858465,--,5487,+0.01,42.82,--,189979720,188354740,41145564亿,-36.66%,9.41,5,-84.10,--,--,--,20220729,
,SZ002989,中天精装,--,+10.01%,33.52,+3.05,33.52,--,5222860,171815560,11300--,+0.00%,+8.06%,+2.05,2.64%,+100.00,6758172900,6631391900,98.12%,96610674,2882180,+0.00%,--,--,--,--,--,3656110,1566750,2.33,--,无,无,0.78,0.56,,-8962588,4.85,-0.044,装饰园林,建筑装饰,30.47,31.02,+1.81%,--,33.52,31.02,+1.55%,-13.32%,+15.19%,+8.69%,8.20%,2882180,0,8730,--,33.45,--,201616140,197833890,-11617576亿,-335.9%,6.91,3,-69.55,--,--,--,20200610,
