,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
4,SZ301580,爱迪特,--,+19.99%,75.80,+12.63,75.80,--,9779199,740860600,100↓,+0.00%,+0.00%,+0.07,9.70%,+100.00,11308628600,7640755800,67.57%,111828953,1475316,+0.00%,--,--,--,--,--,9024656,754543,11.96,--,无,无,0.56,0.58,55.65,38255204,5.21,0.256,医疗耗材,医疗器械,63.17,75.80,+19.99%,0.83%,75.80,74.80,+63.79%,+92.91%,+68.34%,+142.61%,1.58%,1475316,0,10731,--,3.70,--,149190350,100801528,42645608亿,22.33%,14.54,0,361.62,--,--,--,20240626,
4,SZ300085,银之杰,--,+19.99%,32.35,+5.39,32.35,--,113561013,3397525300,900↓,+0.00%,+15.04%,+9.02,17.42%,+100.00,22859821000,21092616000,92.27%,117129710,3620702,+0.00%,--,--,--,--,--,57135368,56425645,1.01,--,无,无,3.43,2.05,,-21593306,54.47,-0.031,垂直应用软件,软件开发,26.96,28.12,+4.30%,0.10%,32.35,27.55,+21.39%,+8.45%,-19.13%,-19.31%,17.80%,3620702,0,183721,--,22.80,--,706640540,652012860,-23162304亿,15.72%,0.59,4,-281.56,--,--,--,20100526,
,SZ300522,世名科技,--,+19.99%,23.05,+3.84,23.05,--,72471686,1475366800,2000↓,+0.00%,+23.33%,+14.01,27.54%,+100.00,7432507200,6064584600,81.60%,12654957,549022,+0.00%,--,--,--,--,--,35354468,37117218,0.953,--,无,无,1.59,2.13,434.5,2137628,9.39,0.007,涂料油墨,化学制品,19.21,18.69,-2.71%,0.58%,23.05,18.48,+100.26%,+98.54%,+70.49%,+83.81%,23.79%,549022,0,92482,--,7.53,--,322451510,263105620,2343290亿,-60.73%,2.46,0,-137.01,--,--,--,20160705,
32,SH688367,工大高科,--,+19.99%,44.60,+7.43,44.60,--,4607043,203572010,10600↑,+0.00%,+8.04%,+1.11,5.26%,+100.00,3908057200,3908057200,100.00%,25823132,578994,+0.00%,--,--,--,--,--,3635739,971304,3.74,--,无,无,0.84,2.05,481.3,302682,6.57,0.004,轨交设备,轨交设备,37.17,41.28,+11.06%,0.10%,44.60,40.28,+26.06%,+19.28%,+20.31%,+44.06%,11.62%,578994,--,2145,+0.03,9.83,--,87624600,87624600,-289756亿,-86.59%,6.79,1,2058.96,--,--,--,20210628,
4,SZ300401,花园生物,--,+19.99%,19.87,+3.31,19.87,--,84980807,1666717300,32300↑,+0.00%,+5.36%,+1.55,15.89%,+100.00,10803022600,10628484600,98.38%,27598993,1388978,+0.00%,--,--,--,--,--,45068353,39912454,1.13,--,无,无,0.53,1.34,41.77,50271348,3.29,0.092,原料药,化学制药,16.56,18.86,+13.89%,0.40%,19.87,18.84,+42.95%,+75.53%,+53.59%,+32.40%,6.22%,1388978,0,60893,--,2.79,--,543685090,534901090,56914692亿,-47.91%,6.04,1,727.92,--,--,--,20141009,
32,SH688530,欧莱新材,--,+19.22%,78.58,+12.67,78.57,78.58,18127980,1372533600,200↓,-0.05%,+10.68%,+4.35,25.98%,-94.20,12576322300,5483215300,43.60%,--,--,-0.05%,--,--,--,--,--,9600468,8527512,1.13,--,无,无,0.68,1.02,6664,40684847,14.85,0.250,半导体材料,半导体,65.91,71.00,+7.72%,0.46%,79.09,70.96,+38.64%,+61.85%,+51.82%,+377.98%,12.34%,2240,11541,32270,+0.10,2.59,--,160044820,69778764,54811629亿,3407%,5.29,1,474.98,--,--,--,20240509,
4,SZ300951,博硕科技,--,+17.74%,58.28,+8.78,58.27,58.28,11854834,643237650,140↑,+0.05%,+17.74%,+8.12,7.83%,-82.27,9872666800,8823263100,89.37%,--,--,+0.05%,--,--,--,--,--,5780302,6074532,0.952,--,无,无,0.48,2.61,137.2,-19752644,4.28,-0.120,消费电子零部件及组装,消费电子,49.50,49.50,+0.00%,0.07%,58.70,48.00,+35.66%,+36.26%,+54.38%,+72.68%,21.62%,100,14040,36900,--,9.09,--,169400600,151394360,-26228293亿,-137.8%,13.62,0,-59.42,--,--,--,20210226,
4,SZ301160,翔楼新材,--,+17.56%,55.24,+8.25,55.24,55.26,20570115,1096600920,141680↑,+0.20%,+17.46%,+4.11,18.57%,-32.08,9095593900,6119332100,67.28%,--,--,+0.20%,--,--,--,--,--,8162722,12407393,0.658,--,无,无,-1.50,3.70,44.66,47713006,4.88,0.290,金属制品,通用设备,46.99,47.03,+0.09%,0.03%,56.18,46.82,+28.88%,+24.55%,+30.52%,+12.51%,19.92%,1820,686,55374,--,-10.22,--,164655940,110777193,43785386亿,-8.69%,11.32,1,657.26,--,--,--,20220606,
32,SH688286,敏芯股份,--,+17.45%,93.84,+13.94,93.80,93.84,8928153,817365120,472↑,-0.26%,+13.99%,+2.87,15.93%,+53.14,5260649000,5260649000,100.00%,--,--,-0.26%,--,--,--,--,--,3702304,5225849,0.709,--,无,无,-1.57,2.75,230.9,-10361009,4.96,-0.190,模拟芯片设计,半导体,79.90,82.32,+3.03%,0.06%,95.78,80.00,+49.17%,+46.63%,+28.87%,+18.86%,19.75%,15000,3631,21263,+0.04,-11.17,--,56059772,56059772,-10847670亿,-463.7%,18.93,1,1423.11,--,--,--,20200810,
4,SZ300907,康平科技,--,+16.95%,51.53,+7.47,51.52,51.53,8332880,377261310,600↑,-0.37%,+17.11%,+14.20,8.68%,-83.44,4946880000,4946880000,100.00%,--,--,-0.37%,--,--,--,--,--,4104750,4228130,0.971,--,无,无,0.42,1.70,115.9,13748220,6.14,0.143,电机,电机,44.06,44.00,-0.14%,0.01%,52.00,42.00,+10.27%,-2.79%,+25.35%,+73.74%,22.70%,500,56123,27339,--,7.78,--,96000000,96000000,26798180亿,-27.33%,8.40,7,-152.40,--,--,--,20201118,
4,SZ300130,新国都,--,+16.30%,24.11,+3.38,24.11,24.12,54938282,1275301500,100↓,+0.00%,+12.87%,+4.33,12.65%,-79.97,13677582000,10467632100,76.53%,--,--,+0.00%,--,--,--,--,--,20415187,34523095,0.591,--,无,无,0.13,2.90,32.64,106666551,3.03,0.190,其他计算机设备,计算机设备,20.73,21.36,+3.04%,0.07%,24.40,21.21,+14.97%,-0.70%,-0.94%,-13.05%,15.39%,48740,142700,78986,--,1.36,--,567299120,434161430,108123225亿,-31.81%,7.96,10,-92.92,--,--,--,20101019,
32,SH688268,华特气体,--,+16.30%,219.06,+30.70,219.06,219.08,16148166,3381536200,807↑,+0.00%,+12.92%,+5.12,12.65%,+45.08,27970027000,27970027000,100.00%,--,--,+0.00%,--,--,--,--,--,7771359,8376807,0.928,--,无,无,0.78,1.19,224.1,33876634,14.00,0.265,电子化学品,电子化学品,188.36,194.00,+2.99%,0.14%,219.50,192.13,+16.21%,+11.37%,+33.67%,+281.70%,14.53%,42333,50,49134,+0.20,5.64,--,127682038,127682038,38960194亿,-23.70%,15.65,7,-473.62,--,--,--,20191226,
,SZ300592,华凯易佰,--,+15.87%,14.09,+1.93,14.08,14.09,50669325,705542620,237500↑,+0.00%,+23.60%,+1.36,14.52%,+7.05,5697453100,4915563800,86.28%,--,--,+0.00%,--,--,--,--,--,27433724,23235601,1.18,--,无,无,1.85,3.53,24.42,71543259,2.38,0.189,互联网电商,互联网电商,12.16,11.40,-6.25%,0.06%,14.59,11.30,+5.78%,+23.60%,+7.72%,+29.74%,27.06%,47000,83200,51656,--,16.98,--,404361470,348868970,89765296亿,574.0%,5.92,7,22.49,--,--,--,20170120,
4,SZ301396,宏景科技,--,+15.72%,258.01,+35.04,258.00,258.01,22220865,5399384900,100↓,-0.03%,+16.46%,+6.74,15.70%,-74.34,55452687000,36510223000,65.84%,--,--,-0.03%,--,--,--,--,--,11862538,10358327,1.15,--,无,无,0.55,1.03,1582,30257427,44.79,0.141,IT服务,IT服务,222.97,221.55,-0.64%,0.09%,258.66,220.13,+49.52%,+56.94%,+15.63%,+446.47%,17.28%,4400,26890,96253,--,3.19,--,214924570,141507010,81783416亿,39.75%,5.76,0,-712.94,--,--,--,20221111,
32,SH688757,胜科纳米,--,+15.34%,73.70,+9.80,73.69,73.70,17484605,1267433180,700↓,+0.00%,+17.92%,+1.90,9.65%,-14.17,29724057000,13355939600,44.93%,--,--,+0.00%,--,--,--,--,--,9004677,8479928,1.06,--,无,无,-0.03,1.39,514.5,7413359,33.20,0.018,专业服务,其他社会服务,63.90,62.50,-2.19%,0.09%,76.68,62.50,+74.23%,+74.73%,+109.26%,+180.12%,22.19%,700,3136,31693,+0.20,-0.30,--,403311490,181220350,7051410亿,-35.64%,2.22,0,420.11,--,--,--,20250325,
32,SH688478,晶升股份,--,+15.22%,92.68,+12.24,92.68,92.88,17998304,1590236900,234↓,+0.85%,+5.32%,+5.38,13.01%,+86.88,12823769800,12823769800,100.00%,--,--,+0.85%,--,--,--,--,--,9261103,8737201,1.06,--,无,无,0.25,1.98,,-8759330,8.56,-0.060,半导体设备,半导体,80.44,88.00,+9.40%,0.31%,93.72,83.00,+60.35%,+60.04%,+38.35%,+147.74%,13.33%,24363,1300,35709,+0.09,1.74,--,138366100,138366100,-11585639亿,-245.8%,10.83,3,-214.92,--,--,--,20230424,
4,SZ301591,肯特股份,--,+15.11%,56.36,+7.40,56.36,56.37,12915264,699626590,121070↑,+0.02%,+11.36%,+4.47,28.90%,+14.93,6163304200,2518996000,40.87%,--,--,+0.02%,--,--,--,--,--,5986320,6928944,0.864,--,无,无,-1.40,1.34,100.7,16818688,6.70,0.154,其他塑料制品,塑料制品,48.96,50.61,+3.37%,0.26%,56.66,49.94,+16.33%,+18.16%,+55.53%,+81.00%,13.73%,2830,100,39387,--,-7.42,--,109356000,44694748,19489813亿,-22.13%,8.41,0,220.10,--,--,--,20240228,
4,SZ300203,聚光科技,--,+15.10%,15.02,+1.97,15.02,15.03,37478387,536700590,404390↑,+0.13%,+14.57%,+5.36,8.36%,+1.50,6740038800,6734232400,99.91%,--,--,+0.13%,--,--,--,--,--,13963219,23515168,0.594,--,无,无,0.77,2.39,,-72682627,2.60,-0.160,仪器仪表,通用设备,13.05,13.11,+0.46%,0.01%,15.45,13.11,+19.78%,+16.43%,-1.18%,-5.30%,17.93%,1910,13600,28378,--,12.21,--,448737600,448351030,-87070356亿,-254.1%,5.78,6,-256.27,--,--,--,20110415,
,SZ300340,科恒股份,--,+14.97%,10.52,+1.37,10.52,10.53,24230428,241019740,900↑,+0.00%,+13.85%,+6.26,8.86%,-42.00,2898414800,2876831400,99.26%,--,--,+0.00%,--,--,--,--,--,9616500,14613928,0.658,--,无,无,0.70,3.43,,-21436420,45.02,-0.078,电池化学品,电池,9.15,9.24,+0.98%,0.00%,10.75,8.87,+11.56%,+9.24%,+0.00%,-14.61%,20.55%,39500,111000,27572,--,15.74,--,275514720,273463060,-38778122亿,-1027%,0.23,15,-86.77,--,--,--,20120726,
4,SZ300033,同花顺,--,+14.91%,246.70,+32.01,246.70,246.71,42486949,9838502500,1400↑,+0.08%,+15.28%,+7.05,9.69%,+38.87,185676290000,108155972000,58.25%,--,--,+0.08%,--,--,--,--,--,17682140,24804809,0.713,--,无,无,0.85,2.17,55.58,255938420,26.56,0.340,垂直应用软件,软件开发,214.69,214.00,-0.32%,0.01%,246.80,213.00,+18.91%,+16.70%,+8.74%,+8.93%,15.74%,13031,500,189873,+7.45,8.22,--,752640000,438410910,276723870亿,112.6%,9.29,5,205.69,--,--,--,20091225,
4,SZ301127,武汉天源,--,+14.89%,16.98,+2.20,16.97,16.98,65736889,1064384540,100↓,+0.00%,+7.33%,+5.33,10.05%,-19.28,11445793400,11109009700,97.06%,--,--,+0.00%,--,--,--,--,--,28595269,37141620,0.770,--,无,无,-0.66,3.57,53.46,44721161,3.38,0.066,水务及水治理,环境治理,14.78,15.82,+7.04%,0.05%,17.00,15.40,+38.61%,+25.87%,+18.49%,+11.78%,10.83%,137800,43241,70012,--,-7.15,--,674075000,654240850,53499756亿,-10.98%,5.02,2,170.78,--,--,--,20211230,
32,SH688548,广钢气体,--,+14.88%,38.38,+4.97,38.37,38.38,55553768,2047595500,200↓,+0.10%,+11.54%,+4.56,8.04%,+64.67,50638515000,26528601000,52.39%,--,--,+0.10%,--,--,--,--,--,27903235,27650533,1.01,--,无,无,0.69,1.35,157.7,91787930,8.31,0.070,电子化学品,电子化学品,33.41,34.41,+2.99%,0.05%,39.68,33.58,+32.57%,+36.54%,+28.53%,+163.96%,18.26%,11351,21293,81158,+0.34,10.25,--,1319398520,691209000,105377134亿,62.63%,4.62,0,-358.49,--,--,--,20230815,
,SZ300283,温州宏丰,--,+14.74%,25.53,+3.28,25.53,25.54,99503486,2494095000,600↓,+0.39%,+10.47%,+2.09,26.19%,+66.24,12687854000,9698055900,76.44%,--,--,+0.39%,--,--,--,--,--,48432053,51071433,0.948,--,无,无,-0.09,1.02,131.5,56295327,10.83,0.110,输变电设备,电网设备,22.25,23.11,+3.87%,0.30%,25.98,23.00,+54.92%,+45.93%,+37.96%,+239.72%,13.39%,109400,6500,144663,--,-0.47,--,496978220,379869010,68166337亿,474.6%,2.36,1,-79.67,--,--,--,20120110,
4,SZ300333,兆日科技,--,+14.63%,10.34,+1.32,10.33,10.34,38265346,372229740,402338↑,+0.00%,+13.01%,+6.79,11.43%,-76.85,3474240000,3461625900,99.64%,--,--,+0.00%,--,--,--,--,--,15111250,23154096,0.653,--,无,无,0.51,2.16,,-4442381,6.16,-0.013,其他计算机设备,计算机设备,9.02,9.15,+1.44%,0.04%,10.48,8.84,+7.37%,-5.57%,-7.84%,-10.09%,18.18%,5900,100962,38631,--,8.63,--,336000000,334780070,370897亿,-262.6%,1.68,11,-41.42,--,--,--,20120628,
32,SH688065,凯赛生物,--,+14.47%,50.70,+6.41,50.68,50.70,16221248,773880860,200↓,-0.14%,+13.93%,+6.76,2.78%,-0.23,36569393000,29577267000,80.88%,--,--,-0.14%,--,--,--,--,--,6514388,9706860,0.671,--,无,无,0.01,2.98,62.04,165716870,2.05,0.230,其他化学制品,化学制品,44.29,44.50,+0.47%,0.01%,50.88,42.92,+12.12%,+13.40%,+16.66%,+1.81%,17.97%,1493,5274,35513,+0.24,0.44,--,721289790,583378040,192058530亿,21.01%,24.78,4,44.63,--,--,--,20200812,
32,SH688119,中钢洛耐,--,+14.35%,5.50,+0.69,5.49,5.50,55814470,286724180,828178↑,-0.18%,+15.79%,+7.54,4.96%,-86.53,6187500000,6187500000,100.00%,--,--,-0.18%,--,--,--,--,--,21099893,34714577,0.608,--,无,无,0.68,3.79,,2849488,2.20,0.003,耐火材料,建筑材料,4.81,4.75,-1.25%,0.02%,5.54,4.57,+23.32%,+21.68%,+14.35%,-1.61%,20.17%,12666,204447,33672,+0.04,26.01,--,1125000000,1125000000,8846512亿,-85.46%,2.50,2,-200.38,--,--,--,20220606,
4,SZ300857,协创数据,--,+14.06%,316.81,+39.05,316.81,316.82,38783589,11931239700,100↓,-0.00%,+11.82%,+3.30,7.97%,-13.24,155035100000,154242120000,99.49%,--,--,-0.00%,--,--,--,--,--,19625492,19158097,1.02,--,无,无,0.43,1.33,88.82,750356500,29.57,1.53,其他计算机设备,计算机设备,277.76,283.31,+2.00%,0.05%,322.00,283.31,+41.62%,+38.67%,+16.47%,+163.47%,13.93%,1009,31940,156567,+5.91,4.37,--,489363040,486860000,867066630亿,343.4%,10.71,2,-337.33,--,--,--,20200727,
4,SZ300319,麦捷科技,--,+13.94%,31.63,+3.87,31.63,31.64,265002830,8041708300,100↓,-0.22%,+1.90%,+4.63,31.13%,+78.86,28074419000,26925677000,95.91%,--,--,-0.22%,--,--,--,--,--,141648873,123353957,1.15,--,无,无,-0.77,1.60,93.23,47146597,5.69,0.053,被动元件,元件,27.76,31.04,+11.82%,0.62%,32.27,29.01,+61.54%,+42.65%,+125.56%,+173.07%,11.74%,40400,100,389337,--,-2.46,--,887588320,851270220,55773914亿,-24.38%,5.55,0,179.10,--,--,--,20120523,
4,SZ300437,清水源,--,+13.93%,13.09,+1.60,13.08,13.09,27333385,337778010,100↑,+0.38%,+14.02%,+6.37,15.73%,+61.45,3209708500,2274395300,70.86%,--,--,+0.38%,--,--,--,--,--,12152833,15180552,0.801,--,无,无,0.94,1.74,,-1033903,2.32,-0.004,水务及水治理,环境治理,11.49,11.48,-0.09%,0.01%,13.18,11.34,+9.36%,+7.83%,-6.03%,-18.03%,16.01%,13000,2500,41270,--,13.92,--,245203100,173750600,948385亿,80.02%,5.64,12,-213.46,--,--,--,20150423,
32,SH688515,裕太微-U,--,+13.74%,271.60,+32.80,271.60,271.84,10265527,2705791900,200↑,-0.50%,+8.64%,+3.36,20.61%,+15.72,21728000000,13530949000,62.27%,--,--,-0.50%,--,--,--,--,--,5199279,5066248,1.03,--,无,无,0.28,2.10,,-43257692,14.81,-0.540,模拟芯片设计,半导体,238.80,250.00,+4.69%,0.37%,274.00,245.66,+52.16%,+26.92%,+25.69%,+164.85%,11.87%,476,600,36541,+0.13,1.33,--,80000000,49819400,-43257692亿,28.76%,18.34,4,-1048.85,--,--,--,20230210,
32,SH688766,普冉股份,--,+13.61%,670.31,+80.31,670.16,670.31,8835928,5611267500,251↓,-0.25%,+11.72%,+5.98,5.94%,+73.23,99677479000,99677479000,100.00%,--,--,-0.25%,--,--,--,--,--,4613252,4222676,1.09,--,无,无,0.12,0.88,226.5,251112060,36.83,1.69,数字芯片设计,半导体,590.00,600.00,+1.69%,0.05%,680.00,592.04,+71.61%,+69.27%,+64.61%,+427.43%,14.91%,200,84,34837,+0.61,1.55,--,148703550,148703550,420494380亿,1260%,18.20,0,-151.80,--,--,--,20210823,
68,SZ301666,大普微-UW,--,+13.57%,763.46,+91.23,763.46,763.50,8102852,5714838100,100↓,+0.06%,+12.94%,+8.65,30.56%,+83.75,333033740000,20244167000,6.08%,--,--,+0.06%,--,--,--,--,--,3900604,4202248,0.928,--,无,无,3.06,1.19,25655,369892230,124.2,0.940,数字芯片设计,半导体,672.23,676.01,+0.56%,0.23%,763.79,667.11,+28.54%,-5.40%,-14.12%,+1556.81%,14.38%,178,1300,53108,--,8.68,--,436216360,26516343,369740090亿,398.9%,6.15,0,-1628.36,--,--,--,20260416,
,SZ300052,中青宝,--,+13.55%,13.49,+1.61,13.48,13.49,64211586,882285730,1400↓,-0.07%,+10.66%,-2.11,24.52%,+41.15,3532474000,3532372800,100.00%,--,--,-0.07%,--,--,--,--,--,33482671,30728915,1.09,--,无,无,2.52,3.14,,-14350473,10.25,-0.055,游戏,游戏,11.88,12.19,+2.61%,0.06%,14.26,12.18,+13.84%,+3.53%,-11.77%,+7.40%,17.51%,277800,900,43085,--,11.46,--,261858710,261851210,-14816168亿,-22.29%,1.32,7,364.26,--,--,--,20100211,
32,SH688318,财富趋势,--,+13.52%,82.86,+9.87,82.86,82.87,12951731,1000290500,200↓,-0.05%,+13.87%,+7.71,3.61%,-20.22,29710883000,29710883000,100.00%,--,--,-0.05%,--,--,--,--,--,6385137,6566594,0.972,--,无,无,0.39,1.63,97.91,34538758,7.67,0.096,垂直应用软件,软件开发,72.99,72.77,-0.30%,0.01%,82.96,71.90,+16.08%,+0.19%,+0.86%,-12.08%,15.15%,1176,500,34687,+0.18,15.97,--,358567260,358567260,36302936亿,-25.71%,10.80,4,-216.60,--,--,--,20200427,
32,SH688793,倍轻松,--,+13.11%,19.07,+2.21,19.07,19.08,5024669,91023921,28861--,+0.00%,+13.04%,+5.66,5.85%,-29.13,1638979100,1638979100,100.00%,--,--,+0.00%,--,--,--,--,--,2366778,2657891,0.891,--,无,无,0.11,2.11,,-11636778,7.35,-0.140,小家电,小家电,16.86,16.87,+0.06%,--,19.34,16.82,+6.77%,+4.90%,-12.84%,-12.52%,14.95%,1047,1909,10282,+0.01,7.42,--,85945419,85945419,-11773412亿,-535.0%,2.59,9,-28.43,--,--,--,20210715,
4,SZ300475,香农芯创,--,+12.92%,287.80,+32.93,287.80,287.81,47844041,13352447000,100--,-0.02%,+11.12%,+3.42,10.63%,+16.59,135134120000,129520294000,95.85%,--,--,-0.02%,--,--,--,--,--,24854930,22989111,1.08,--,无,无,0.40,1.00,72.84,1327415590,27.53,2.83,其他电子,其他电子,254.87,259.00,+1.62%,--,292.00,258.00,+53.49%,+67.42%,+53.34%,+99.39%,13.34%,4661,500,208545,+4.78,3.31,--,469541770,450035770,1658823500亿,7835%,10.45,0,-237.56,--,--,--,20150610,
4,SZ301358,湖南裕能,--,+12.85%,85.86,+9.78,85.86,85.87,42798852,3528014500,100--,+0.01%,+9.24%,+4.51,5.63%,+67.62,72409191000,65248288000,90.11%,--,--,+0.01%,--,--,--,--,--,20546334,22252518,0.923,--,无,无,0.43,1.55,28.52,1356057600,3.43,1.78,电池化学品,电池,76.08,78.60,+3.31%,--,86.66,76.50,+18.17%,+18.72%,-5.47%,+33.52%,13.35%,27825,2900,132916,+2.55,9.13,--,843340210,759938130,1646722600亿,1338%,25.02,0,-173.30,--,--,--,20230209,
