,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
4,SZ300287,飞利信,--,+13.91%,3.85,+0.47,3.84,3.85,149554210,566037930,2000↓,+0.00%,+14.58%,+1.93,11.34%,-14.39,5525804200,5075438100,91.85%,--,--,+0.00%,--,--,--,--,--,64314871,85239339,0.755,--,无,无,1.12,1.95,,-28597498,5.58,-0.020,IT服务,IT服务,3.38,3.36,-0.59%,0.00%,4.02,3.35,+0.00%,+13.24%,+2.39%,-21.27%,19.82%,297300,575061,77215,--,20.62,--,1435273800,1318295610,-29021607亿,-3.89%,0.69,7,-161.61,--,--,--,20120201,
4,SZ300821,东岳硅材,--,+13.48%,26.44,+3.14,26.44,26.45,190532900,4794565100,100↓,+0.00%,+14.46%,+5.48,15.88%,+24.00,31728000000,31722467000,99.98%,--,--,+0.00%,--,--,--,--,--,94820712,95712188,0.991,--,无,有,0.43,1.43,230.1,434000000,6.19,0.160,有机硅,化学制品,23.30,23.10,-0.86%,0.17%,27.30,23.10,+19.48%,+36.29%,+49.80%,+127.15%,18.03%,510243,204700,233635,--,3.20,--,1200000000,1199790750,194033990亿,427.0%,4.27,0,103.32,--,--,--,20200312,
4,SZ301520,万邦医药,--,+13.25%,42.74,+5.00,42.74,42.79,14676119,596328250,200↓,+0.45%,+16.74%,+5.58,44.88%,+26.37,3982144500,1397531500,35.09%,--,--,+0.45%,--,--,--,--,--,7120414,7555705,0.942,--,无,无,0.74,1.13,163.7,-261782,2.63,-0.003,医疗研发外包,医疗服务,37.74,36.61,-2.99%,0.43%,43.00,36.00,+37.87%,+71.44%,+68.98%,+51.75%,18.55%,9288,200,30548,--,2.59,--,93171373,32698443,-1804235亿,-102.2%,16.27,0,-249.78,--,--,--,20230925,
96,SH688635,长进光子,--,+11.77%,396.31,+41.72,396.31,396.32,3466897,1286573240,1↓,+0.00%,+12.88%,+7.11,19.52%,+37.57,37122358000,7037085300,18.96%,--,--,+0.00%,--,--,--,--,--,1730326,1736571,0.996,--,无,无,1.17,1.79,370.0,39850000,24.81,0.212,通信线缆及配套,通信设备,354.59,351.09,-0.99%,0.09%,415.55,333.33,-6.53%,-17.54%,-27.65%,+867.08%,23.19%,11791,1200,15070,--,6.19,--,93670000,17756517,22465554亿,30.98%,15.97,9,25.91,--,--,--,20260527,
32,SH688448,磁谷科技,--,+11.69%,64.10,+6.71,64.10,64.13,12652236,795891830,700↓,+0.00%,+6.83%,+2.08,12.97%,+41.74,6250964100,6250964100,100.00%,--,--,+0.00%,--,--,--,--,--,5386533,7265703,0.741,--,无,无,-1.30,2.93,658.0,-4823991,6.19,-0.049,其他通用设备,通用设备,57.39,60.00,+4.55%,0.16%,66.71,59.70,+9.72%,+14.40%,+14.90%,+78.53%,12.21%,19653,1000,20090,+0.03,-9.80,--,97518940,97518940,-6963456亿,-10.35%,10.35,8,671.63,--,--,--,20220921,
4,SZ301165,锐捷网络,--,+11.63%,105.50,+10.99,105.49,105.50,37333536,3943953800,500↓,-0.38%,+5.48%,-0.15,3.35%,-28.12,117488636000,117488636000,100.00%,--,--,-0.38%,--,--,--,--,--,19594306,17739230,1.10,--,无,有,0.05,0.93,165.0,675000000,22.89,0.110,通信网络设备及器件,通信设备,94.51,100.02,+5.83%,0.05%,109.40,100.02,+22.79%,+57.96%,+78.51%,+67.32%,9.92%,500,30021,156317,+3.89,1.97,--,1113636360,1113636360,125952969亿,14.59%,4.61,4,-0.43,--,--,--,20221121,
4,SZ301291,明阳电气,--,+11.43%,39.40,+4.04,39.40,39.41,20593322,792582210,400↓,-0.08%,+9.44%,+2.58,12.58%,-20.27,12392887000,6447689200,52.03%,--,--,-0.08%,--,--,--,--,--,8655332,11937990,0.725,--,无,无,0.85,2.28,24.75,24606703,2.43,0.078,输变电设备,电网设备,35.36,36.00,+1.81%,0.04%,40.36,35.61,+11.33%,+1.81%,-14.18%,-5.31%,13.43%,24140,24200,54788,--,12.38,--,314540280,163646930,26117913亿,-78.08%,16.22,3,-291.70,--,--,--,20230630,
32,SH688561,奇安信-U,--,+11.30%,25.60,+2.60,25.59,25.60,17023300,418279990,500↑,+0.23%,+11.30%,+4.47,2.50%,-25.23,17465670000,17465670000,100.00%,--,--,+0.24%,--,--,--,--,--,7623427,9399873,0.811,--,无,无,0.16,2.58,,-388107950,2.47,-0.570,横向通用软件,软件开发,23.00,23.00,+0.00%,0.00%,25.78,22.89,+6.00%,+7.79%,+0.55%,-28.05%,12.57%,6700,49912,26096,+0.09,10.92,--,682252730,682252730,-400151430亿,7.08%,10.35,9,-41.11,--,--,--,20200722,
32,SH688347,华虹宏力,--,+10.62%,358.40,+34.40,358.38,358.40,28828263,10002153900,600↓,+0.00%,+9.38%,+3.53,7.07%,-54.80,622801140000,146137600000,23.46%,--,--,+0.00%,--,--,--,--,--,14719434,14108829,1.04,--,无,无,0.42,1.17,1262,139562600,13.76,0.080,集成电路制造,半导体,324.00,327.68,+1.14%,0.01%,377.00,317.00,+13.56%,+13.41%,+57.61%,+232.25%,18.52%,275,20061,97093,+3.10,4.86,--,1737726400,407750000,-160655050亿,513.1%,26.04,5,225.01,--,--,--,20230807,
32,SH688368,晶丰明源,--,+10.51%,198.57,+18.88,198.57,198.58,5415572,1055915120,1382↓,-0.02%,+9.77%,+2.00,4.38%,-68.66,40435829000,24530393000,60.67%,--,--,-0.02%,--,--,--,--,--,2626684,2788888,0.942,--,无,无,0.36,1.70,511.6,36759335,8.04,0.181,模拟芯片设计,半导体,179.69,180.90,+0.67%,0.01%,207.90,180.00,-1.69%,-10.59%,+15.16%,+142.94%,15.53%,451,200,22071,+0.20,11.16,--,203635140,123535241,35458573亿,650.4%,24.71,4,-295.95,--,--,--,20191014,
4,SZ300567,精测电子,--,+10.45%,297.10,+28.10,297.10,297.14,12081484,3477627100,200↓,-0.13%,+8.89%,+3.44,5.32%,-18.60,83112783000,67456473000,81.16%,--,--,-0.13%,--,--,--,--,--,6283946,5797538,1.08,--,无,无,0.37,1.08,953.8,42711995,19.90,0.153,仪器仪表,通用设备,269.00,272.85,+1.43%,0.01%,306.36,263.09,-2.15%,+18.31%,+57.30%,+226.48%,16.09%,500,200,62495,+2.50,7.44,--,279746830,227049730,31726601亿,13.61%,14.93,4,-475.95,--,--,--,20161122,
32,SH688138,清溢光电,--,+10.15%,45.70,+4.21,45.69,45.70,23638446,1033554530,200↑,-0.37%,+10.92%,+4.76,7.51%,-18.25,14386360000,14386360000,100.00%,--,--,-0.37%,--,--,--,--,--,11091984,12546462,0.884,--,无,无,-0.23,1.48,75.22,55693659,5.08,0.180,半导体材料,半导体,41.49,41.20,-0.70%,0.01%,47.99,38.00,-9.31%,+13.85%,+41.01%,+62.81%,24.08%,20000,3313,37053,+0.07,-3.70,--,314800000,314800000,64438414亿,7.64%,9.00,2,204.68,--,--,--,20191120,
4,SZ002467,二六三,--,+10.09%,4.69,+0.43,4.69,--,87167100,397714770,100↓,+0.00%,+10.09%,+2.99,6.38%,+100.00,6450494100,6410332800,99.38%,91072765,19418500,+0.00%,--,--,--,--,--,52071432,35095668,1.48,--,无,无,1.56,2.40,,-12189809,4.13,-0.010,通信应用增值服务,通信服务,4.26,4.26,+0.00%,0.01%,4.69,4.24,-1.26%,-7.86%,-12.50%,-22.99%,10.56%,19418500,0,30448,--,28.90,--,1375371900,1366808700,-14114545亿,-175.8%,1.14,11,-173.85,--,--,--,20100908,
,SH601010,ST文峰,--,+10.07%,1.64,+0.15,1.64,--,53524400,85815322,100↓,+0.00%,+10.07%,+2.46,2.90%,+100.00,3030720000,3030720000,100.00%,3183732,1941300,+0.00%,--,--,--,--,--,24817200,28707200,0.865,--,无,无,0.36,1.57,,45719759,0.734,0.030,百货零售,零售,1.49,1.49,+0.00%,0.01%,1.64,1.48,+12.33%,+13.89%,-2.38%,-39.93%,10.74%,1941300,--,6805,--,11.16,--,1848000000,1848000000,62376467亿,-19.84%,2.24,3,-140.45,--,--,--,20110603,
4,SZ000524,岭南控股,--,+10.06%,9.85,+0.90,9.85,--,3073913,30278043,49600↑,+0.00%,+0.00%,+0.00,0.46%,+100.00,6601554700,6599178300,99.96%,156458380,15884099,+0.00%,--,--,--,--,--,3073913,0,--,--,无,无,0.37,0.43,86.47,32865720,2.85,0.049,旅游综合,旅游及酒店,8.95,9.85,+10.06%,0.11%,9.85,9.85,+7.31%,+10.69%,+4.91%,-17.50%,0.00%,15884099,0,2000,--,70.22,--,670208600,669967340,37389357亿,23.63%,3.45,7,4.59,--,--,--,19931118,
,SH603183,建研院,--,+10.05%,4.05,+0.37,4.05,--,55963219,221499680,7500↓,+0.00%,+9.76%,+2.50,11.26%,+100.00,2013470700,2013470700,100.00%,20742569,5121622,+0.00%,--,--,--,--,--,34348452,21614767,1.59,--,无,无,1.15,4.00,176.1,-4311943,1.26,-0.010,专业服务,其他社会服务,3.68,3.69,+0.27%,0.06%,4.05,3.67,+10.35%,+11.57%,+4.38%,-5.92%,10.33%,5121622,--,17829,+0.01,12.96,--,497153250,497153250,4630730亿,48.89%,3.21,3,-63.14,--,--,--,20170905,
,SZ002677,浙江美大,--,+10.05%,6.57,+0.60,6.57,--,21218663,132586935,200↓,+0.00%,+9.14%,+5.38,3.85%,+100.00,4244559300,3623419700,85.37%,35868501,5459437,+0.00%,--,--,--,--,--,11557063,9661600,1.20,--,无,无,0.80,2.06,637.5,2909812,2.88,0.005,厨卫电器,厨卫电器,5.97,6.02,+0.84%,0.03%,6.57,5.74,+16.28%,+11.55%,-3.72%,-21.17%,13.90%,5459437,0,16296,--,42.26,--,646051650,551509850,3238915亿,-62.66%,2.28,5,-56.66,--,--,--,20120525,
,SH600759,ST洲际,--,+10.05%,2.41,+0.22,2.41,--,262606310,620005760,500↓,+0.00%,+5.24%,+2.24,6.34%,+100.00,9999112400,9986282700,99.87%,39068267,16210899,+0.00%,--,--,--,--,--,102893210,159713100,0.644,--,无,无,0.69,1.35,47.05,110825360,1.10,0.027,油气开采,油气开采及服务,2.19,2.29,+4.57%,0.15%,2.41,2.24,+25.52%,+14.76%,-9.06%,-22.76%,7.76%,16210899,--,59271,--,13.91,--,4149009300,4143685800,206129310亿,160.4%,2.19,3,-196.74,--,--,--,19961008,
,SZ002546,新联电子,--,+10.05%,7.34,+0.67,7.34,--,29088526,213229440,500↓,+0.00%,+0.00%,+0.14,3.63%,+100.00,6121920400,5881043600,96.07%,54564092,7433800,+0.00%,--,--,--,--,--,18153300,10935226,1.66,--,无,无,1.26,1.53,10.89,453500000,1.58,0.110,电气自控设备,电网设备,6.67,7.34,+10.04%,0.33%,7.34,7.19,-0.41%,-1.34%,+6.84%,+6.84%,2.25%,7433800,0,13314,--,42.65,--,834049100,801232100,105947966亿,-15.04%,4.66,5,-76.35,--,--,--,20110211,
4,SZ002152,广电运通,--,+10.04%,10.08,+0.92,10.08,--,45081284,438922370,9200↓,+0.00%,+8.97%,+3.75,1.82%,+100.00,25032500000,25019908000,99.95%,122720774,12174680,+0.00%,--,--,--,--,--,19860963,25220321,0.788,--,无,无,0.37,2.42,29.57,226287510,1.97,0.090,其他计算机设备,计算机设备,9.16,9.25,+0.98%,0.00%,10.08,9.21,+6.33%,+2.54%,+1.72%,-25.00%,9.50%,12174680,0,40330,+0.73,36.27,--,2483382900,2482133700,292154010亿,-5.96%,5.12,7,-21.17,--,--,--,20070813,
4,SZ000948,南天信息,--,+10.03%,12.72,+1.16,12.72,--,10578367,129341275,1000↓,+0.00%,+10.03%,+4.27,2.72%,+100.00,4959385200,4949979000,99.81%,74547036,5860616,+0.00%,--,--,--,--,--,4827807,5750560,0.840,--,无,无,0.77,2.59,115.7,-23821840,1.83,-0.061,垂直应用软件,软件开发,11.56,11.56,+0.00%,0.01%,12.72,11.47,+4.52%,+1.44%,-1.93%,-29.02%,10.81%,5860616,0,11798,--,72.54,--,389888770,389149290,-23466804亿,20.80%,6.95,10,-43.78,--,--,--,19991014,
4,SH600350,山东高速,--,+10.03%,13.49,+1.23,13.49,--,12005071,152092180,1200↑,+0.00%,+10.94%,+6.70,0.25%,+100.00,65218360000,65218360000,100.00%,9565516,709082,+0.00%,--,--,--,--,--,4802969,7202102,0.667,--,无,无,0.00,1.50,20.17,834805570,2.13,0.142,高速公路,公路铁路运输,12.26,12.16,-0.82%,0.00%,13.49,12.08,+18.96%,+27.50%,+20.77%,+44.59%,11.50%,709082,--,21050,+0.31,1.11,--,4834570800,4834570800,1352539700亿,3.49%,6.35,0,-0.47,--,--,--,20020318,
,SZ002512,ST达华,--,+10.03%,3.40,+0.31,3.40,--,42146818,138608310,15000↓,+0.00%,+9.68%,+3.60,3.85%,+100.00,3748216500,3721136100,99.28%,4895320,1439800,+0.00%,--,--,--,--,--,19312903,22833915,0.846,--,无,无,0.54,1.12,,36431139,11.63,0.033,其他计算机设备,计算机设备,3.09,3.10,+0.32%,0.02%,3.40,3.10,+4.62%,-7.36%,-23.77%,-45.43%,9.71%,1439800,0,12797,--,27.63,--,1102416630,1094451780,34459056亿,194.2%,0.29,5,-126.39,--,--,--,20101203,
4,SH600288,大恒科技,--,+10.03%,17.11,+1.56,17.11,--,121992519,1953207100,2400↓,+0.00%,+11.10%,+7.07,27.93%,+100.00,7473648000,7473648000,100.00%,59318419,3466886,+0.00%,--,--,--,--,--,66326847,55665672,1.19,--,无,无,0.78,3.40,45.70,51152550,3.76,0.117,横向通用软件,软件开发,15.55,15.40,-0.96%,0.76%,17.11,14.62,+31.11%,+30.31%,+33.05%,+14.22%,16.01%,3466886,--,100217,+0.04,3.12,--,436800000,436800000,75817604亿,720.9%,4.56,0,231.31,--,--,--,20001129,
,SH603339,四方科技,--,+10.03%,15.47,+1.41,15.47,--,33899125,510046760,4200↓,+0.00%,+10.03%,+3.02,10.95%,+100.00,4787055000,4787055000,100.00%,80852470,5226404,+0.00%,--,--,--,--,--,20121401,13777724,1.46,--,无,无,1.92,2.37,32.38,42346818,1.77,0.140,金属制品,通用设备,14.06,14.06,+0.00%,0.04%,15.47,13.80,+6.98%,+0.45%,+18.09%,+20.58%,11.88%,5226404,--,28962,+0.02,23.67,--,309441180,309441180,46637995亿,-13.42%,8.72,6,-139.95,--,--,--,20160519,
,SH603928,兴业股份,--,+10.02%,16.36,+1.49,16.36,--,49031058,782897080,600↓,+0.00%,+9.80%,+2.64,14.39%,+100.00,5573917400,5573917400,100.00%,103898761,6350780,+0.00%,--,--,--,--,--,31528031,17503027,1.80,--,无,无,1.94,0.85,46.32,31809609,3.45,0.093,合成树脂,塑料制品,14.87,14.90,+0.20%,0.19%,16.36,14.81,+13.61%,+35.43%,+43.22%,+33.51%,10.42%,6350780,--,45178,+0.03,16.62,--,340704000,340704000,37722636亿,144.4%,4.74,3,-130.60,--,--,--,20161212,
,SH600488,津药药业,--,+10.02%,5.49,+0.50,5.48,5.49,185147460,994624820,2000↓,+0.00%,+8.28%,+2.36,16.96%,-67.64,5994457900,5994457900,100.00%,--,--,+0.00%,--,--,--,--,--,93684095,91463365,1.02,--,无,无,4.22,1.39,227.0,13891311,1.97,0.013,化学制剂,化学制药,4.99,5.07,+1.60%,0.03%,5.49,4.81,+7.65%,+10.24%,+1.11%,+34.23%,13.63%,167500,2171000,85660,+0.03,39.47,--,1091886680,1091886680,21610398亿,-76.07%,2.79,3,-338.50,--,--,--,20010618,
4,SZ002396,星网锐捷,--,+10.02%,29.10,+2.65,29.10,--,55269841,1563518100,100↓,+0.00%,+5.21%,+3.07,7.30%,+100.00,22132132000,22040780000,99.59%,284789130,9786568,+0.00%,--,--,--,--,--,29976025,25293816,1.19,--,无,无,1.24,0.78,54.79,370000000,3.15,0.049,通信网络设备及器件,通信设备,26.45,27.66,+4.57%,0.48%,29.10,26.90,+37.98%,+54.05%,+51.17%,+25.89%,8.32%,9786568,0,58841,--,16.29,--,760554370,757415110,109322200亿,-11.62%,9.23,0,-37.20,--,--,--,20100623,
,SZ000759,中百集团,--,+10.02%,6.48,+0.59,6.48,--,63978488,401702990,200↓,+0.00%,+7.82%,+3.42,9.76%,+100.00,4292764100,4248975000,98.98%,113267743,17479590,+0.00%,--,--,--,--,--,31987810,31990678,1.000,--,无,无,3.16,0.70,,-97404030,5.93,-0.150,百货零售,零售,5.89,6.01,+2.04%,0.07%,6.48,5.87,+0.31%,+4.85%,+7.64%,-14.51%,10.36%,17479590,0,35204,--,54.72,--,662463590,655706030,-100355436亿,1.46%,1.09,3,-188.47,--,--,--,19970519,
,SZ002642,荣联科技,--,+10.02%,6.70,+0.61,6.70,--,30370112,196415990,400↓,+0.00%,+10.38%,+3.82,4.59%,+100.00,4432588100,4432588100,100.00%,29123821,4346839,+0.00%,--,--,--,--,--,14777251,15592861,0.948,--,无,无,0.89,2.40,222.2,815722,3.73,0.001,IT服务,IT服务,6.09,6.07,-0.33%,0.00%,6.70,6.04,+7.54%,+2.60%,-8.84%,-18.98%,10.84%,4346839,0,18471,--,38.61,--,661580310,661580310,756161亿,-7.94%,1.80,4,-49.71,--,--,--,20111220,
,SH603789,ST星农,--,+10.02%,7.03,+0.64,7.03,--,18165718,120810978,300↓,+0.00%,+13.75%,+5.94,6.99%,+100.00,1864458600,1827800000,98.03%,4015536,571200,+0.00%,--,--,--,--,--,7921111,10244607,0.773,--,无,无,0.41,3.24,,-30733931,17.82,-0.114,农用机械,专用设备,6.39,6.18,-3.29%,0.06%,7.03,6.00,+22.05%,+28.99%,+22.47%,+32.14%,16.12%,571200,--,7124,--,12.51,--,265214600,260000000,-26399135亿,-8.34%,0.40,1,-117.69,--,--,--,20150427,
68,SZ001365,天海电子,--,+10.01%,47.81,+4.35,47.81,--,21100035,973310980,100↓,+0.00%,+6.58%,+3.87,36.69%,+100.00,25100250000,2749344900,10.95%,130937247,2738700,+0.00%,--,--,--,--,--,10206085,10893950,0.937,--,无,无,3.69,2.48,38.29,321000000,3.45,0.223,汽车电子电气系统,汽车零部件,43.46,44.86,+3.22%,0.81%,47.81,43.10,+10.59%,+11.21%,+14.65%,+75.84%,10.84%,2738700,0,54777,--,20.62,--,525000000,57505646,134857750亿,13.89%,13.87,4,-522.48,--,--,--,20260518,
4,SH600602,云赛智联,--,+10.01%,16.38,+1.49,16.38,--,39836721,633851670,800↓,+0.00%,+9.49%,+3.15,3.71%,+100.00,22402491000,17597083000,78.55%,63724752,3890400,+0.00%,--,--,--,--,--,21453673,18383048,1.17,--,无,无,1.20,1.97,114.2,44551088,4.55,0.033,垂直应用软件,软件开发,14.89,14.96,+0.47%,0.00%,16.38,14.96,+0.49%,-6.98%,-5.75%,-12.36%,9.54%,3890400,--,46193,+0.11,47.36,--,1367673500,1074302990,55823275亿,5.77%,3.60,8,-61.01,--,--,--,19901219,
,SZ002856,*ST美芝,--,+10.01%,18.03,+1.64,18.01,18.03,9324620,159114720,700↓,+0.00%,+11.92%,+5.89,7.53%,-72.67,2439689900,2233997100,91.57%,--,--,+0.00%,--,--,--,--,--,5167398,4157222,1.24,--,无,无,0.17,1.56,,-2486134,,-0.327,装饰园林,建筑装饰,16.39,16.11,-1.71%,0.22%,18.03,16.11,-11.09%,-3.01%,-29.68%,+52.67%,11.71%,100,51800,8570,--,6.30,--,135312810,123904443,-1191479亿,88.30%,-0.38,2,-61.47,--,--,--,20170320,
4,SZ000977,浪潮信息,--,+10.01%,78.17,+7.11,78.17,--,40847014,3193011100,100--,+0.00%,+0.00%,-0.00,2.78%,+100.00,114790820000,114662242000,99.89%,3453244600,44176086,+0.00%,--,--,--,--,--,40847014,0,--,--,无,有,1.46,0.42,44.93,2850000000,5.15,0.412,其他计算机设备,计算机设备,71.06,78.17,+10.01%,--,78.17,78.17,+16.22%,+20.63%,+31.47%,+17.44%,0.00%,44176086,0,49168,+3.32,35.49,--,1468476700,1466831800,668602550亿,30.74%,15.19,2,655.85,--,--,--,20000608,
4,SZ002841,视源股份,--,+10.00%,47.39,+4.31,47.39,--,28831066,1348194700,500--,+0.00%,+4.15%,+1.46,5.53%,+100.00,33134450000,24706561000,74.56%,34686163,731930,+0.00%,--,--,--,--,--,18453070,10377996,1.78,--,无,无,0.07,2.99,30.17,1550000000,2.43,0.353,品牌消费电子,消费电子,43.08,45.50,+5.62%,--,47.39,45.18,+30.37%,+38.69%,+35.98%,+21.79%,5.13%,731930,0,35728,+0.96,1.03,--,699186550,521345450,248560120亿,52.45%,19.52,0,51.08,--,--,--,20170119,
