,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
32,SH688333,铂力特,--,+20.00%,107.28,+17.88,107.27,107.28,32140813,3341674200,50↑,+0.00%,+17.66%,+3.70,11.72%,+61.14,29429283000,29429283000,100.00%,--,--,+0.00%,--,--,--,--,--,17317396,14823417,1.17,--,无,无,1.34,2.65,125.0,16775788,5.88,0.061,其他通用设备,通用设备,89.40,91.18,+1.99%,0.18%,107.28,91.18,+44.74%,+9.53%,+23.99%,-3.79%,18.01%,56066,14806,55643,+0.26,9.00,--,274322170,274322170,12219691亿,212.2%,18.23,5,84.23,--,--,--,20190722,
32,SH688227,品高股份,--,+20.00%,102.30,+17.05,102.30,--,11860470,1134761320,2500↑,+0.00%,+20.07%,+7.77,10.49%,+100.00,11565554600,11565554600,100.00%,101627071,993422,+0.00%,--,--,--,--,--,5040698,6819772,0.739,--,无,无,0.78,1.42,,-15325534,9.28,-0.140,IT服务,IT服务,85.25,85.20,-0.06%,0.01%,102.30,83.76,+12.21%,+20.37%,+14.30%,+57.36%,21.75%,993422,--,28886,+0.10,7.93,--,113055275,113055275,-15672574亿,1.49%,11.02,6,-72.64,--,--,--,20211230,
4,SZ301310,鑫宏业,--,+19.99%,46.75,+7.79,46.75,--,22320451,1000859890,400↓,+0.00%,+19.87%,+4.90,36.60%,+100.00,8927324600,2851091900,31.94%,689095,14740,+0.00%,--,--,--,--,--,9800262,12520189,0.783,--,无,无,-1.61,2.26,66.03,36952840,3.77,0.194,汽车电子电气系统,汽车零部件,38.96,39.00,+0.10%,0.15%,46.75,38.98,+51.00%,+39.89%,+63.75%,+53.28%,19.94%,14740,0,49758,--,-4.97,--,190958820,60985924,40455866亿,7.33%,12.40,0,1346.05,--,--,--,20230602,
96,SH688729,屹唐股份,--,+19.99%,33.07,+5.51,33.07,--,76214747,2379668600,100↓,+0.00%,+17.31%,+6.70,35.45%,+100.00,97740369000,7110080800,7.27%,59179030,1789508,+0.00%,--,--,--,--,--,28948728,47266019,0.613,--,无,有,0.97,3.70,159.6,159346900,10.83,0.050,半导体设备,半导体,27.56,28.19,+2.29%,0.19%,33.07,28.18,+31.33%,+32.97%,+17.31%,+35.09%,17.74%,1789508,--,91327,--,2.81,--,2955560000,215000930,159405280亿,-26.76%,3.05,2,764.66,--,--,--,20250708,
,SZ300522,世名科技,--,+19.99%,19.21,+3.20,19.21,--,49091217,895876330,37100↑,+0.00%,+13.67%,+6.00,18.66%,+100.00,6194293400,5054259000,81.60%,31857595,1658386,+0.00%,--,--,--,--,--,23697642,25393575,0.933,--,无,无,2.66,1.72,362.1,2137628,7.82,0.007,涂料油墨,化学制品,16.01,16.90,+5.56%,0.71%,19.21,16.83,+59.42%,+66.18%,+50.08%,+53.19%,14.87%,1658386,0,43749,--,14.19,--,322451510,263105620,2343290亿,-60.73%,2.46,0,-59.71,--,--,--,20160705,
4,SZ300861,美畅股份,--,+19.98%,24.32,+4.05,24.32,--,44700708,1057526740,1600↓,+0.00%,+19.98%,+3.27,10.60%,+100.00,16339160000,10259754100,62.79%,37817697,1555004,+0.00%,--,--,--,--,--,25015272,19685436,1.27,--,无,无,1.50,2.27,39.69,194278960,2.47,0.290,磨具磨料,通用设备,20.27,20.27,+0.00%,0.01%,24.32,20.14,+31.74%,+31.60%,+19.86%,+62.89%,20.62%,1555004,0,42180,--,12.43,--,671840440,421864890,216008170亿,634.0%,9.84,3,-67.83,--,--,--,20200824,
32,SH688026,洁特生物,--,+16.15%,15.10,+2.10,15.06,15.10,9685958,141184780,3820↓,-1.24%,+16.69%,+4.03,6.90%,-45.05,2119502800,2118826000,99.97%,--,--,-1.24%,--,--,--,--,--,4602258,5083700,0.905,--,无,无,0.84,3.13,76.93,-4223181,1.96,-0.030,医疗耗材,医疗器械,13.00,12.94,-0.46%,0.00%,15.60,12.85,+17.60%,+14.83%,-2.01%,-6.27%,21.15%,1500,18537,10323,+0.02,20.71,--,140364430,140319610,-2899272亿,-125.7%,7.72,9,-267.47,--,--,--,20200122,
,SZ300420,五洋自控,--,+15.77%,7.49,+1.02,7.48,7.49,320555290,2347150400,200↓,+0.00%,+9.66%,+2.59,28.72%,-62.19,8361712900,8360895700,99.99%,--,--,+0.00%,--,--,--,--,--,138402690,182152600,0.760,--,无,无,-1.65,2.43,190.4,4058532,3.52,0.004,其他通用设备,通用设备,6.47,6.83,+5.56%,0.23%,7.76,6.41,+28.92%,+32.33%,+69.46%,+87.72%,20.87%,118500,401168,167197,--,-5.91,--,1116383560,1116274460,5184346亿,-44.17%,2.13,7,484.34,--,--,--,20150217,
32,SH688131,皓元医药,--,+15.08%,86.37,+11.32,86.37,86.40,15832661,1351308300,78791↑,-0.12%,+14.85%,+1.36,7.46%,-81.18,18417026000,18319437000,99.47%,--,--,-0.12%,--,--,--,--,--,7845473,7987188,0.982,--,无,无,-0.05,3.24,75.09,67840532,5.88,0.318,医疗研发外包,医疗服务,75.05,75.20,+0.20%,0.00%,90.06,74.58,+13.99%,+13.11%,+15.11%,+19.83%,20.63%,1672,20000,29993,+0.13,-0.62,--,213234070,212104170,74142301亿,8.75%,14.69,8,308.61,--,--,--,20210608,
32,SH688300,联瑞新材,--,+14.98%,270.47,+35.23,270.47,270.50,8862607,2266466600,200↓,+0.03%,+16.09%,+6.26,3.67%,+14.06,65310172000,65310172000,100.00%,--,--,+0.03%,--,--,--,--,--,4687543,4175064,1.12,--,无,无,0.25,0.93,216.8,71636520,36.76,0.300,非金属材料,非金属材料,235.24,232.99,-0.96%,0.04%,277.72,232.00,+52.24%,+60.71%,+131.03%,+339.15%,19.44%,1671,200,30765,+0.45,6.41,--,241469190,241469190,81146601亿,13.64%,7.36,0,-137.20,--,--,--,20191115,
32,SH688256,寒武纪,--,+14.20%,1507.46,+187.46,1507.46,1508.00,22169416,32153279000,200↑,-0.30%,+14.23%,+4.33,3.53%,-41.32,947126520000,947126520000,100.00%,--,--,-0.30%,--,--,--,--,--,10813853,11355563,0.952,--,无,有,0.24,1.71,348.6,1013213580,73.58,1.61,数字芯片设计,半导体,1320.00,1319.72,-0.02%,0.01%,1540.00,1313.20,+23.61%,+10.93%,+16.78%,+65.88%,17.18%,778,1508,95019,+6.16,5.40,--,628292970,628292970,1014242960亿,185.0%,20.49,5,60.53,--,--,--,20200720,
32,SH688535,华海诚科,--,+14.13%,152.90,+18.93,152.82,152.90,16515375,2341723600,97↑,-0.07%,+17.64%,+8.29,13.84%,-38.68,21706957000,18240646000,84.03%,--,--,-0.07%,--,--,--,--,--,8110551,8404824,0.965,--,无,无,0.97,1.30,710.1,13527145,10.08,0.095,半导体材料,半导体,133.97,129.97,-2.99%,0.07%,155.00,129.97,+16.54%,+28.77%,+13.12%,+102.08%,18.68%,867,11153,46304,+0.14,7.37,--,141968330,119297879,13745641亿,87.65%,15.17,3,-215.26,--,--,--,20230404,
32,SH688400,凌云光,--,+14.10%,69.09,+8.54,69.09,69.10,34120046,2245481400,100↓,+0.00%,+12.32%,+5.42,7.40%,+63.87,33110028000,31848882000,96.19%,--,--,+0.00%,--,--,--,--,--,15222786,18897260,0.806,--,无,无,0.46,1.83,95.66,199770110,5.80,0.430,其他自动化设备,自动化设备,60.55,61.51,+1.59%,0.03%,69.58,61.16,+22.28%,+25.57%,+8.34%,+63.03%,13.91%,71778,14250,67171,+0.21,7.05,--,479230400,460976730,228260350亿,1233%,11.91,3,-245.73,--,--,--,20220706,
4,SZ300285,国瓷材料,--,+14.05%,89.53,+11.03,89.52,89.53,157137570,13733853000,200↑,+0.00%,+8.92%,+2.71,18.41%,+18.91,89265734000,76428952000,85.62%,--,--,+0.00%,--,--,--,--,--,75932001,81205569,0.935,--,无,无,0.17,1.04,144.7,142267850,12.38,0.140,电子化学品,电子化学品,78.50,82.20,+4.71%,0.34%,91.88,82.20,+43.48%,+39.89%,+116.10%,+227.83%,12.33%,12700,17741,357035,+3.43,0.78,--,997048300,853668630,165927980亿,4.79%,7.23,0,296.45,--,--,--,20120113,
68,SZ301630,同宇新材,--,+13.69%,402.31,+48.43,402.31,402.34,3027525,1163461470,100↓,+0.00%,+14.89%,+5.09,30.28%,+23.81,16092400000,4023100000,25.00%,--,--,+0.00%,--,--,--,--,--,1674234,1353291,1.24,--,无,无,1.18,0.94,115.6,45043110,9.19,1.13,电子化学品,电子化学品,353.88,350.18,-1.05%,0.26%,412.19,347.80,+32.24%,+63.45%,+63.01%,+136.37%,18.20%,1200,200,15583,--,3.75,--,40000000,10000000,55463498亿,35.88%,43.76,0,-38.86,--,--,--,20250710,
68,SZ301669,高特电子,--,+13.64%,41.99,+5.04,41.99,42.00,38112018,1550217000,100↓,+0.02%,+13.79%,+3.56,46.54%,+45.85,20155200000,3438458000,17.06%,--,--,+0.02%,--,--,--,--,--,18510247,19601771,0.944,--,无,无,3.92,1.10,143.5,15454104,11.79,0.032,其他电源设备,其他电源设备,36.95,36.90,-0.14%,0.39%,42.50,36.90,+5.72%,--,--,+493.08%,15.16%,100470,98400,77174,--,11.37,--,480000000,81887545,15714456亿,29.85%,3.56,0,-1025.23,--,--,--,20260609,
32,SH688105,诺唯赞,--,+13.17%,15.72,+1.83,15.71,15.72,10815461,163080560,167306↑,+0.00%,+13.42%,+4.62,2.09%,+10.02,8127005200,8127005200,100.00%,--,--,+0.00%,--,--,--,--,--,4043709,6771752,0.597,--,无,无,0.07,3.72,,4181665,2.14,0.008,其他生物制品,生物制品,13.89,13.86,-0.22%,0.00%,15.74,13.81,+11.97%,+18.20%,+4.70%,+4.70%,13.89%,52217,43625,11243,+0.05,6.72,--,516985060,516985060,-4002203亿,118.9%,7.35,7,-29.77,--,--,--,20211115,
,SZ300435,中泰股份,--,+12.97%,23.95,+2.75,23.95,23.96,38927146,904294790,200↓,+0.08%,+13.61%,+3.39,10.55%,+13.74,9237826400,8834547500,95.63%,--,--,+0.08%,--,--,--,--,--,16956596,21970550,0.772,--,无,无,0.72,1.44,23.53,42547571,2.67,0.110,能源及重型设备,专用设备,21.20,21.08,-0.57%,0.02%,24.77,21.00,+28.14%,+31.59%,+17.63%,+9.01%,17.78%,23400,26000,51034,--,9.45,--,385713000,368874640,55520022亿,-57.55%,8.98,1,-119.93,--,--,--,20150326,
,SZ300730,科创信息,--,+12.96%,14.29,+1.64,14.29,14.30,23495934,324017750,427000↑,+0.00%,+14.23%,+3.95,11.36%,-51.52,3445875600,2954534200,85.74%,--,--,+0.00%,--,--,--,--,--,10147243,13348691,0.760,--,无,无,1.00,2.56,,-12675025,21.67,-0.050,垂直应用软件,软件开发,12.65,12.51,-1.11%,0.02%,14.56,12.49,+4.15%,-1.65%,-8.81%,+6.80%,16.36%,42300,82300,38007,--,22.86,--,241138950,206755370,-11429930亿,50.66%,0.66,8,-194.35,--,--,--,20171205,
32,SH688172,燕东微,--,+12.53%,75.01,+8.35,75.01,75.05,40163894,2922080200,440218↑,-1.56%,+10.68%,+3.38,3.35%,+19.83,107085633000,89918546000,83.97%,--,--,-1.56%,--,--,--,--,--,19831251,20332643,0.975,--,无,无,0.22,1.58,,-259039520,5.89,-0.180,分立器件,半导体,66.66,67.77,+1.67%,0.00%,77.18,66.33,+18.63%,+6.07%,+44.25%,+159.19%,16.28%,2275,200,79661,+0.62,7.54,--,1427618100,1198754110,-273158610亿,-22.99%,12.73,4,-5.05,--,--,--,20221216,
4,SZ300100,双林股份,--,+11.86%,31.69,+3.36,31.68,31.69,29575658,898746470,400↓,+0.00%,+12.02%,+4.60,5.37%,-33.79,18126139000,17466135000,96.36%,--,--,+0.00%,--,--,--,--,--,11830090,17745568,0.667,--,无,无,0.52,2.81,42.32,84477333,5.46,0.150,车身附件及饰件,汽车零部件,28.33,28.29,-0.14%,0.00%,32.42,28.02,+10.61%,+3.02%,-7.82%,-19.81%,15.53%,50260,23751,51689,+0.60,16.51,--,571982940,551156030,95204330亿,-47.01%,5.80,11,-152.61,--,--,--,20100806,
4,SZ301127,武汉天源,--,+11.72%,14.78,+1.55,14.77,14.78,36891635,523728450,200↑,-0.07%,+11.38%,+4.41,5.64%,-73.98,9962828500,9669679800,97.06%,--,--,-0.07%,--,--,--,--,--,15991753,20899882,0.765,--,无,无,-0.06,2.68,46.53,44721161,2.94,0.066,水务及水治理,环境治理,13.23,13.27,+0.30%,0.01%,14.88,13.27,+20.46%,+7.02%,+10.55%,-2.70%,12.17%,6000,264692,42673,--,-1.56,--,674075000,654240850,53499756亿,-10.98%,5.02,5,-10.57,--,--,--,20211230,
32,SH688306,均普智能,--,+11.67%,10.43,+1.09,10.42,10.43,40098024,405496870,500↑,-0.19%,+12.15%,+3.40,3.26%,-81.63,12810989600,12810989600,100.00%,--,--,-0.19%,--,--,--,--,--,14907567,25190457,0.592,--,无,无,0.12,2.42,1585,-34307367,7.32,-0.028,其他自动化设备,自动化设备,9.34,9.30,-0.43%,0.00%,10.63,9.28,+24.58%,+17.30%,+1.54%,-10.02%,14.45%,16806,48569,42148,+0.07,7.01,--,1228282800,1228282800,-46676054亿,-13.73%,1.42,5,-5.42,--,--,--,20220322,
32,SH688702,盛科通信-U,--,+11.22%,337.00,+34.00,337.00,337.17,13655541,4442229400,400↓,+0.90%,+8.71%,+3.86,6.73%,+35.23,138170000000,68408231000,49.51%,--,--,+0.90%,--,--,--,--,--,6206217,7449324,0.833,--,无,无,0.55,1.58,,-17029645,61.91,-0.040,数字芯片设计,半导体,303.00,310.00,+2.31%,0.06%,339.99,308.00,+27.59%,+22.57%,+12.01%,+137.84%,10.56%,1063,296,44270,+0.73,6.91,--,410000000,202991780,-17029645亿,-12.05%,5.44,1,-1246.05,--,--,--,20230914,
32,SH688699,明微电子,--,+11.22%,72.68,+7.33,72.66,72.68,8050367,554075390,690↓,+0.12%,+11.82%,+5.90,7.31%,-6.57,7999498000,7999498000,100.00%,--,--,+0.12%,--,--,--,--,--,3599257,4451110,0.809,--,无,无,0.30,2.00,761.3,23681217,6.59,0.220,模拟芯片设计,半导体,65.35,65.00,-0.54%,0.01%,72.68,64.70,+20.77%,+24.67%,+16.76%,+70.97%,12.21%,236,16883,21770,+0.04,5.67,--,110064640,110064640,22893854亿,171.2%,11.03,2,-53.76,--,--,--,20201218,
4,SZ300671,富满微,--,+11.06%,60.47,+6.02,60.47,60.48,32018097,1867161600,100↓,+0.02%,+11.98%,+3.96,14.50%,-5.71,13387239200,13348345700,99.71%,--,--,+0.02%,--,--,--,--,--,13680879,18337218,0.746,--,无,无,0.55,2.18,,20520766,8.44,0.090,模拟芯片设计,半导体,54.45,54.00,-0.83%,0.02%,62.05,53.91,+23.08%,+36.56%,+21.67%,+89.62%,14.95%,32429,5000,86397,--,4.60,--,221386460,220743270,24641648亿,181.9%,7.17,1,-134.31,--,--,--,20170705,
,SZ300697,电工合金,--,+10.97%,19.01,+1.88,19.00,19.01,41721157,783039580,700↓,+0.00%,+11.17%,+1.41,12.60%,-45.95,8224486400,6296872400,76.56%,--,--,+0.00%,--,--,--,--,--,17368732,24352425,0.713,--,无,无,0.85,3.08,44.39,62404120,6.27,0.144,铜,工业金属,17.13,17.10,-0.18%,0.02%,19.49,17.05,+25.81%,+16.06%,+17.42%,+14.38%,14.24%,76400,59320,68956,--,12.36,--,432640000,331240000,73023079亿,44.93%,3.03,2,-142.47,--,--,--,20170907,
4,SZ300418,昆仑万维,--,+10.97%,43.00,+4.25,42.99,43.00,131360452,5623804900,809↓,+0.35%,+10.97%,+0.49,11.18%,+8.93,55256493000,50538930000,91.46%,--,--,+0.35%,--,--,--,--,--,59101846,72258606,0.818,--,无,有,1.54,3.10,,-886987650,4.41,-0.690,游戏,游戏,38.75,38.75,+0.00%,0.02%,45.71,38.58,+16.41%,+6.23%,-7.23%,+3.12%,18.40%,143400,36744,278213,+1.70,15.73,--,1285034720,1175323950,-1029675730亿,-15.34%,9.76,5,-212.51,--,--,--,20150121,
,SZ300214,日科化学,--,+10.76%,9.47,+0.92,9.46,9.47,34463320,313117010,311600↑,-0.11%,+10.37%,+4.50,7.41%,-82.29,4402627800,4402627800,100.00%,--,--,-0.11%,--,--,--,--,--,14518673,19944647,0.728,--,无,无,0.28,2.12,,2077680,1.84,0.005,其他化学制品,化学制品,8.55,8.58,+0.35%,0.01%,9.59,8.58,+30.08%,+26.60%,+16.77%,+41.77%,11.81%,2100,30600,40342,--,8.10,--,464902610,464902610,5203141亿,124.1%,5.15,2,-3.68,--,--,--,20110511,
,SZ300553,集智股份,--,+10.68%,77.60,+7.49,77.60,77.61,7924803,596737250,200--,+0.00%,+8.73%,+3.28,9.33%,+31.34,8615380400,6587883400,76.47%,--,--,+0.00%,--,--,--,--,--,3745771,4179032,0.896,--,无,无,0.42,1.76,503.1,6603837,10.15,0.059,仪器仪表,通用设备,70.11,71.37,+1.80%,0.04%,79.59,69.40,+23.65%,+10.81%,+27.63%,+92.36%,14.53%,11500,200,23418,--,5.25,--,111022943,84895405,8982330亿,-21.63%,7.65,3,-151.47,--,--,--,20161021,
4,SZ301213,观想科技,--,+10.59%,52.30,+5.01,52.29,52.30,5606356,285833620,54000↑,+0.04%,+11.23%,+2.78,7.74%,-32.83,5857599900,3786283000,64.64%,--,--,+0.04%,--,--,--,--,--,2097668,3508688,0.598,--,无,无,-0.03,3.01,305.7,6985189,7.28,0.062,军工电子,军工电子,47.29,47.02,-0.57%,0.00%,52.50,46.81,+9.51%,+14.68%,+4.51%,+6.19%,12.03%,2600,7760,18807,--,-0.67,--,111999998,72395468,7195593亿,515.7%,7.18,7,131.76,--,--,--,20211206,
,SZ300560,中富通,--,+10.49%,18.75,+1.78,18.74,18.75,29227100,530061590,200↓,+0.54%,+10.42%,+3.62,15.63%,+14.41,4307692900,3505589700,81.38%,--,--,+0.54%,--,--,--,--,--,12121780,17105320,0.709,--,无,无,-0.01,1.81,,8083421,4.85,0.035,通信工程及服务,通信服务,16.97,16.98,+0.06%,0.03%,18.87,16.86,+8.89%,+4.22%,+14.96%,+16.03%,11.84%,6300,16100,49042,--,-0.15,--,229743620,186964790,10206458亿,5.38%,3.87,5,-22.31,--,--,--,20161101,
4,SZ300842,帝科股份,--,+10.43%,86.20,+8.14,86.20,86.21,11615647,993013940,50800↑,-0.01%,+9.49%,+0.91,9.00%,-0.78,12523113800,11130268100,88.88%,--,--,-0.01%,--,--,--,--,--,5595214,6020433,0.929,--,无,无,0.42,2.21,,14502407,7.81,0.100,光伏辅材,光伏设备,78.06,78.73,+0.86%,0.01%,90.53,78.00,+11.95%,+4.11%,-4.39%,+45.44%,16.05%,11500,10600,44547,--,6.94,--,145279740,129121440,168693780亿,-58.12%,11.04,7,-222.14,--,--,--,20200618,
32,SH688657,浩辰软件,--,+10.35%,39.46,+3.70,39.45,39.46,4925878,187469160,300↑,+0.03%,+11.09%,+3.92,8.25%,-44.94,3765287900,2355546700,62.56%,--,--,+0.03%,--,--,--,--,--,1971159,2954719,0.667,--,无,无,0.43,3.47,78.13,4255302,2.65,0.045,垂直应用软件,软件开发,35.76,35.52,-0.67%,0.00%,39.88,35.50,+9.67%,+9.16%,+7.67%,+9.51%,12.25%,2307,7261,9471,+0.02,9.90,--,95420372,59694543,1148804亿,-38.00%,14.88,11,-174.25,--,--,--,20231010,
,SZ300606,金太阳,--,+10.26%,51.59,+4.80,51.58,51.59,12698314,640648490,300--,+0.00%,+11.91%,+2.43,10.79%,-90.72,7137364300,6070826700,85.06%,--,--,+0.00%,--,--,--,--,--,6060850,6637464,0.913,--,无,无,0.81,1.09,356.3,9562490,10.40,0.070,磨具磨料,通用设备,46.79,46.10,-1.47%,--,51.88,45.91,+32.66%,+51.02%,+39.66%,+121.32%,12.76%,2600,96350,42813,--,12.01,--,138347830,117674486,10945307亿,1.22%,4.96,0,-247.01,--,--,--,20170208,
4,SH600162,香江控股,--,+10.15%,3.58,+0.33,3.58,--,272100310,927187130,266400--,+0.00%,+8.48%,+5.31,8.33%,+100.00,11701008500,11701008500,100.00%,46110053,12879903,+0.00%,--,--,--,--,--,127687520,144412790,0.884,--,无,无,1.23,0.71,,-22010593,2.04,-0.007,商业物业经营,零售,3.25,3.30,+1.54%,--,3.58,3.10,+13.65%,+4.68%,+105.75%,+93.51%,14.77%,12879903,--,81497,+0.06,16.56,--,3268438100,3268438100,-21254053亿,2.97%,1.75,1,-18.39,--,--,--,19980609,
,SZ300491,通合科技,--,+10.14%,38.88,+3.58,38.88,38.90,17672706,678179430,100--,-0.08%,+11.09%,+1.43,11.21%,-25.10,6907683200,6127494500,88.71%,--,--,-0.08%,--,--,--,--,--,8321034,9351672,0.890,--,无,无,0.06,1.42,149.0,-309167,5.66,-0.002,其他电源设备,其他电源设备,35.30,35.00,-0.85%,--,39.85,34.66,+33.79%,+22.07%,+45.73%,+55.21%,14.70%,11067,1000,57182,--,0.98,--,177666750,157600170,-558911亿,95.26%,6.87,1,23.53,--,--,--,20151231,
