,代码,名称,,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,封单额_新,封单量_新,4分钟涨速,当日偏离值,异动偏离值,10日内偏离值,30日内偏离值,10日异动次数,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,竞价换手,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益,上市日期,
,SZ002833,弘亚数控,--,+2.33%,16.66,+0.38,16.66,16.67,5132138,84749315,100--,-0.12%,+2.46%,+0.90,1.75%,-68.74,7148300500,4882489700,68.30%,--,--,-0.12%,--,--,--,--,--,2407715,2724423,0.884,--,无,无,0.09,0.54,16.12,145173520,2.37,0.338,其他专用设备,专用设备,16.28,16.26,-0.12%,--,16.72,16.06,-3.36%,-12.45%,-6.04%,+5.64%,4.05%,7927,4900,10703,--,49.43,--,429069660,293066610,170157580亿,9.83%,7.04,3,-16.36,--,--,--,20161228,
,SZ002538,ST司特,--,+2.33%,6.14,+0.14,6.13,6.14,8478700,51712991,79800--,+0.16%,+3.19%,+0.68,0.99%,-13.31,5240832400,5237397300,99.93%,--,--,+0.16%,--,--,--,--,--,3447677,5031023,0.685,--,无,无,0.10,0.71,26.73,69115289,0.989,0.081,复合肥,农化制品,6.00,5.95,-0.83%,--,6.23,5.92,-2.54%,+0.49%,+3.37%,-2.54%,5.17%,27400,29300,2813,--,23.71,--,853555760,852996300,86405861亿,81.14%,6.21,4,-24.73,--,--,--,20110118,
4,SZ000501,武商集团,--,+2.33%,7.02,+0.16,7.01,7.02,10401077,72764680,100--,+0.29%,+3.08%,+0.35,1.35%,-35.18,5398329000,5393423100,99.91%,--,--,+0.29%,--,--,--,--,--,4334427,6066650,0.715,--,无,无,0.09,1.45,33.48,123357958,0.489,0.160,百货零售,零售,6.86,6.81,-0.73%,--,7.15,6.78,+1.74%,-1.40%,-4.10%,-29.94%,5.39%,5800,27100,10120,--,26.11,--,768992730,768293890,175819950亿,-13.47%,14.35,6,-12.04,--,--,--,19921120,
,SZ300488,恒锋工具,--,+2.33%,37.74,+0.86,37.73,37.74,7272244,270644370,5000--,-0.16%,+1.45%,+1.42,4.48%,-59.53,7216672900,6123444800,84.85%,--,--,-0.16%,--,--,--,--,--,3764300,3507944,1.07,--,无,无,0.36,0.96,39.51,41497597,3.30,0.250,金属制品,通用设备,36.88,37.20,+0.87%,--,38.62,35.71,-6.42%,-21.08%,-14.42%,+16.34%,7.89%,100,6900,25901,--,20.95,--,191220800,162253440,46791865亿,46.68%,11.44,2,-100.37,--,--,--,20150701,
4,SZ002734,利民股份,--,+2.33%,15.83,+0.36,15.83,15.84,10285829,160173780,400--,+0.00%,+2.13%,+1.67,2.37%,-27.12,7532541200,6875693900,91.28%,--,--,+0.00%,--,--,--,--,--,5187950,5097879,1.02,--,无,无,0.10,0.80,14.95,132150741,1.84,0.280,农药,农化制品,15.47,15.50,+0.19%,--,15.92,15.20,-1.92%,-10.31%,-3.42%,+2.20%,4.65%,54600,31400,14219,--,10.65,--,475839620,434345800,167078220亿,22.23%,8.61,7,-8.33,--,--,--,20150127,
,SZ300248,新开普,--,+2.33%,7.48,+0.17,7.47,7.48,8795320,65796878,99800--,+0.13%,+3.46%,-0.01,2.14%,-45.85,3563086000,3070997800,86.19%,--,--,+0.13%,--,--,--,--,--,4425490,4369830,1.01,--,无,无,-0.09,1.05,60.22,-53340365,1.66,-0.112,IT服务,IT服务,7.31,7.23,-1.09%,--,7.58,7.23,-0.53%,-6.50%,-11.69%,-39.34%,4.79%,6700,35100,12943,--,-17.30,--,476348390,410561210,-57959349亿,-55.18%,4.52,7,18.21,--,--,--,20110729,
32,SH688161,威高骨科,--,+2.33%,22.44,+0.51,22.41,22.44,1874100,42052869,12888--,+0.13%,+3.60%,+0.00,0.47%,-58.71,8976000000,8976000000,100.00%,--,--,+0.13%,--,--,--,--,--,876723,997377,0.879,--,无,无,-0.00,1.42,34.38,44229577,2.14,0.110,医疗耗材,医疗器械,21.93,21.66,-1.23%,--,22.79,21.65,+2.05%,+2.19%,+5.70%,-18.93%,5.20%,1000,870,3780,+0.01,-2.29,--,400000000,400000000,52605356亿,-14.60%,10.49,1,1.24,--,--,--,20210630,
32,SH688565,力源科技,--,+2.32%,9.25,+0.21,9.25,9.27,3116754,28428716,32334--,+1.09%,+2.44%,+1.42,2.08%,-0.40,1385002500,1385002500,100.00%,--,--,+1.09%,--,--,--,--,--,1714396,1402358,1.22,--,无,无,0.21,1.09,209.5,558581,2.79,0.004,水务及水治理,环境治理,9.04,9.03,-0.11%,--,9.27,8.87,+4.40%,-4.24%,-9.22%,-17.11%,4.42%,17550,5600,4155,+0.00,19.66,--,149730000,149730000,614445亿,-80.65%,3.32,1,-35.07,--,--,--,20210513,
4,SZ002439,启明星辰,--,+2.32%,13.24,+0.30,13.23,13.24,30529070,405642940,5000--,+0.15%,+1.46%,-0.36,4.19%,+34.42,16038939000,9646653400,60.15%,--,--,+0.15%,--,--,--,--,--,14792101,15736969,0.940,--,无,无,0.28,0.82,,32000000,1.47,0.040,横向通用软件,软件开发,12.94,13.05,+0.85%,--,13.59,13.00,-0.45%,+0.99%,+1.30%,-6.23%,4.56%,20900,40400,34735,+0.11,16.10,--,1211400210,728599200,45634272亿,2950%,8.99,3,-54.28,--,--,--,20100623,
,SH600794,保税科技,--,+2.32%,3.09,+0.07,3.08,3.09,14834700,45589834,3500--,+0.32%,+2.66%,+0.56,1.24%,-36.64,3708470200,3708470200,100.00%,--,--,+0.33%,--,--,--,--,--,5546500,9288200,0.597,--,无,无,-0.24,1.48,,23160842,1.48,0.020,物流,物流,3.02,3.01,-0.33%,--,3.10,3.00,+4.75%,+3.00%,-0.96%,-20.36%,3.31%,17200,581300,11068,+0.00,-46.97,--,1200152160,1200152160,35883055亿,-24.64%,2.08,3,14.52,--,--,--,19970306,
4,SH600643,爱建集团,--,+2.31%,3.98,+0.09,3.97,3.98,17435408,69313087,1600--,+0.00%,+2.58%,+0.12,1.10%,-42.35,6340819700,6329599800,99.82%,--,--,+0.00%,--,--,--,--,--,9804380,7631028,1.28,--,无,无,-0.03,1.33,,26673800,0.646,0.005,多元金融,多元金融,3.89,3.88,-0.26%,--,4.02,3.88,+4.74%,+1.02%,-3.40%,-28.03%,3.60%,206000,70700,13611,+0.01,-10.37,--,1593170800,1590351700,9827414亿,-91.49%,6.17,3,4.03,--,--,--,19930426,
4,SH600062,华润双鹤,--,+2.31%,17.25,+0.39,17.24,17.25,15295615,262906040,3400--,-0.06%,+2.43%,+0.37,1.47%,-74.47,17915548000,17909388000,99.97%,--,--,-0.06%,--,--,--,--,--,7826578,7469037,1.05,--,无,无,0.04,1.91,11.02,484865830,1.48,0.469,化学制剂,化学制药,16.86,16.84,-0.12%,--,17.42,16.77,+4.04%,+3.73%,+2.92%,-5.69%,3.86%,2300,133600,22855,+0.02,7.09,--,1038582510,1038225390,601002870亿,-4.30%,11.67,5,-9.67,--,--,--,19970522,
,SH605136,丽人丽妆,--,+2.31%,7.52,+0.17,7.52,7.53,9159600,68749944,152900--,+0.13%,+2.87%,+0.19,2.29%,+4.14,3011447900,3011447900,100.00%,--,--,+0.13%,--,--,--,--,--,4202200,4957400,0.848,--,无,无,-0.08,1.11,,24291650,1.25,0.030,互联网电商,互联网电商,7.35,7.31,-0.54%,--,7.60,7.26,+6.06%,+3.16%,-7.73%,-31.32%,4.63%,24600,23300,15253,+0.00,-38.85,--,400458500,400458500,15608861亿,156.4%,6.03,4,4.50,--,--,--,20200929,
4,SZ002867,周大生,--,+2.31%,12.41,+0.28,12.40,12.41,10128024,124383682,200--,+0.00%,+2.14%,+1.06,0.94%,-1.58,13470731000,13391591300,99.41%,--,--,+0.00%,--,--,--,--,--,4117341,6010683,0.685,--,无,无,-0.06,1.79,11.77,293413780,1.99,0.270,饰品,服装家纺,12.13,12.15,+0.16%,--,12.46,12.08,+2.99%,+7.45%,+1.89%,+1.89%,3.13%,19600,2400,15872,--,-21.27,--,1085473890,1079096800,349343200亿,16.38%,6.24,2,3.55,--,--,--,20170427,
,SZ000096,广聚能源,--,+2.31%,7.54,+0.17,7.53,7.54,8832601,65869203,5400--,+0.00%,+3.71%,+1.12,1.73%,-18.41,3981120000,3851793900,96.75%,--,--,+0.00%,--,--,--,--,--,4076050,4756551,0.857,--,无,有,-0.04,1.26,35.38,26671500,1.44,0.023,油品石化贸易,石油加工贸易,7.37,7.27,-1.36%,--,7.54,7.26,+4.58%,+6.80%,-3.08%,-26.58%,3.80%,69400,58200,10290,--,-8.47,--,528000000,510848000,18077668亿,-15.65%,5.22,1,11.76,--,--,--,20000724,
,SZ002622,皓宸医疗,--,+2.30%,2.22,+0.05,2.22,2.23,34479500,77356526,596800--,+0.00%,+2.30%,-1.09,4.10%,+21.90,1864800000,1864745100,100.00%,--,--,+0.00%,--,--,--,--,--,15976500,18503000,0.864,--,无,无,0.04,1.14,,-15000000,6.97,-0.010,医院,医疗服务,2.17,2.17,+0.00%,--,2.29,2.16,+6.22%,+4.23%,-3.48%,-25.25%,5.99%,222400,2100,21034,--,2.04,--,840000000,839975250,-7694673亿,31.72%,0.32,2,-11.71,--,--,--,20111018,
4,SH603300,海南华铁,--,+2.30%,4.44,+0.10,4.44,4.45,40057366,177613250,600--,+0.23%,+2.30%,+0.14,2.00%,-40.58,8876395700,8876395700,100.00%,--,--,+0.23%,--,--,--,--,--,15596252,24461114,0.638,--,无,无,-0.00,0.96,19.93,108884793,1.33,0.054,多元金融,多元金融,4.34,4.34,+0.00%,--,4.49,4.32,+0.23%,-4.10%,-13.28%,-43.44%,3.92%,99895,596800,40756,+0.01,-0.25,--,1999188200,1999188200,120513961亿,-42.87%,3.35,6,7.37,--,--,--,20150529,
,SH603266,天龙股份,--,+2.30%,16.43,+0.37,16.42,16.43,3276900,53499085,12900--,+0.00%,+2.43%,+0.65,1.65%,-4.91,3267709300,3267709300,100.00%,--,--,+0.00%,--,--,--,--,--,1474450,1802450,0.818,--,无,无,-0.01,1.16,29.62,29807209,2.01,0.150,车身附件及饰件,汽车零部件,16.06,16.04,-0.12%,--,16.58,15.90,+0.49%,-3.13%,-7.02%,-27.43%,4.23%,8200,7000,6048,+0.00,-2.97,--,198886750,198886750,33373378亿,16.53%,8.16,6,-5.45,--,--,--,20170110,
4,SZ002030,达安基因,--,+2.30%,5.33,+0.12,5.33,5.34,31399050,167897730,300--,-0.37%,+2.50%,-0.33,2.24%,-20.21,7480367400,7480367400,100.00%,--,--,-0.37%,--,--,--,--,--,14457977,16941073,0.853,--,无,无,-0.10,1.70,,-115500000,1.06,-0.070,体外诊断,医疗器械,5.21,5.20,-0.19%,--,5.41,5.17,+6.39%,+2.30%,-0.37%,-10.57%,4.61%,67200,30900,33878,--,-13.88,--,1403446000,1403446000,-99844834亿,-285.5%,5.02,2,9.25,--,--,--,20040809,
32,SH688327,云从科技-UW,--,+2.30%,11.55,+0.26,11.55,11.56,21116812,241595390,1000--,+0.00%,+2.67%,+0.97,2.53%,-87.74,12011715000,9642723700,80.28%,--,--,+0.00%,--,--,--,--,--,10660252,10456560,1.02,--,无,无,0.14,0.81,,-13016094,15.94,-0.013,IT服务,IT服务,11.29,11.25,-0.35%,--,11.73,11.18,+0.09%,-9.77%,-17.85%,-19.62%,4.87%,543,9055,18775,+0.01,12.15,--,1039975330,834867850,-10657474亿,89.50%,0.73,6,-64.67,--,--,--,20220527,
4,SZ002034,旺能环境,--,+2.30%,14.22,+0.32,14.21,14.22,6916474,97623454,1200--,+0.00%,+3.12%,+0.76,1.34%,+25.46,7347491100,7316864200,99.58%,--,--,+0.00%,--,--,--,--,--,3578662,3337812,1.07,--,无,无,0.05,0.77,10.18,201159020,0.847,0.389,固废治理,环境治理,13.90,13.79,-0.79%,--,14.38,13.74,-2.13%,-6.75%,-20.38%,-10.57%,4.60%,6400,7600,15984,--,17.73,--,516701200,514547420,248301580亿,0.252%,16.80,11,-7.57,--,--,--,20040826,
4,SH601012,隆基绿能,--,+2.30%,12.00,+0.27,12.00,12.01,148098420,1764738200,500--,+0.00%,+3.90%,+0.72,1.95%,-0.31,90936830000,90936739000,100.00%,--,--,+0.00%,--,--,--,--,--,69487854,78610566,0.884,--,无,无,0.34,1.35,,-3600000000,1.80,-0.253,光伏电池组件,光伏设备,11.73,11.55,-1.53%,--,12.18,11.41,+2.21%,-9.02%,-9.77%,-34.07%,6.56%,459908,146700,122896,+0.11,25.94,--,7578069100,7578061600,-2197243300亿,-34.20%,6.66,11,-31.65,--,--,--,20120411,
4,SZ300674,宇信科技,--,+2.30%,14.69,+0.33,14.68,14.69,9058629,132569624,100--,+0.00%,+2.80%,+0.39,1.29%,-63.12,10342598200,10327245100,99.85%,--,--,+0.00%,--,--,--,--,--,3820500,5238129,0.729,--,无,无,-0.02,0.87,24.67,45607269,2.24,0.070,IT服务,IT服务,14.36,14.29,-0.49%,--,14.78,14.21,-0.20%,-5.16%,-9.32%,-38.69%,3.97%,800,50300,14607,+0.07,-3.35,--,704057060,703011920,42088814亿,-21.58%,6.57,8,1.76,--,--,--,20181107,
,SZ000752,*ST西发,--,+2.30%,8.02,+0.18,8.01,8.02,2413007,19247587,27900--,+0.25%,+3.75%,+0.55,0.91%,-44.97,2115343100,2115343100,100.00%,--,--,+0.25%,--,--,--,--,--,987507,1425500,0.693,--,无,无,-0.02,0.66,14.63,7559170,3.41,0.029,啤酒,饮料制造,7.84,7.73,-1.40%,--,8.17,7.73,+9.41%,+3.35%,-8.03%,-27.02%,5.61%,16300,11200,1450,--,-19.28,--,263758490,263758490,22331462亿,9.05%,2.36,1,6.31,--,--,--,19970625,
4,SH600963,岳阳林纸,--,+2.30%,3.12,+0.07,3.12,3.13,38065410,118434522,181300--,-0.32%,+2.63%,+0.28,2.17%,-30.15,5483611700,5483611700,100.00%,--,--,-0.32%,--,--,--,--,--,16932785,21132625,0.801,--,无,无,0.01,0.89,,-11000000,0.721,0.010,造纸,造纸,3.05,3.04,-0.33%,--,3.16,3.03,+1.96%,+0.00%,-9.57%,-33.19%,4.26%,130000,273300,31851,+0.01,0.57,--,1757567900,1757567900,15475343亿,-73.57%,4.33,7,7.48,--,--,--,20040525,
4,SH603018,华设集团,--,+2.29%,5.35,+0.12,5.34,5.35,8692149,46166440,52200--,+0.00%,+1.71%,+0.74,1.06%,-28.66,4382440300,4382440300,100.00%,--,--,+0.00%,--,--,--,--,--,4217074,4475075,0.942,--,无,无,-0.13,1.33,15.41,68100986,0.808,0.083,工程咨询服务,建筑装饰,5.23,5.26,+0.57%,--,5.36,5.22,+0.56%,+2.49%,-4.53%,-14.24%,2.68%,197880,44440,8759,+0.01,-77.52,--,819147730,819147730,84033531亿,17.63%,6.62,9,14.54,--,--,--,20141013,
4,SZ301035,润丰股份,--,+2.29%,49.56,+1.11,49.51,49.56,1267589,61915717,500--,+0.32%,+2.78%,+1.48,0.35%,-87.36,18064881000,18037972000,99.85%,--,--,+0.32%,--,--,--,--,--,679210,588379,1.15,--,无,无,-0.00,0.85,18.95,165306120,2.35,0.454,农药,农化制品,48.45,48.22,-0.47%,--,49.56,47.80,+7.51%,+5.87%,-0.94%,-3.56%,3.63%,200,48880,6554,--,-0.80,--,364505270,363962300,239832830亿,-35.61%,21.09,2,3.72,--,--,--,20210728,
,SH603637,镇海股份,--,+2.29%,12.95,+0.29,12.94,12.95,8318142,108437351,41000--,+0.47%,+1.17%,-0.68,3.49%,-18.90,3090982100,3090982100,100.00%,--,--,+0.47%,--,--,--,--,--,4072850,4245292,0.959,--,无,无,0.09,0.95,53.01,-1882785,2.96,-0.010,专业工程,建筑装饰,12.66,12.80,+1.11%,--,13.45,12.64,-3.07%,-9.57%,-21.56%,+20.24%,6.40%,1700,1800,14051,+0.00,8.39,--,238685880,238685880,-1165317亿,-131.8%,4.37,11,0.00,--,--,--,20170208,
,SH603729,ST龙韵,--,+2.29%,10.72,+0.24,10.71,10.72,1344020,14381038,5900--,-0.28%,+0.66%,+0.19,1.46%,-45.00,988009870,988009870,100.00%,--,--,-0.28%,--,--,--,--,--,658889,685131,0.962,--,无,无,-0.05,1.12,,4600000,3.62,0.030,广告营销,文化传媒,10.48,10.65,+1.62%,--,10.84,10.58,-0.09%,-3.51%,-13.20%,-33.37%,2.48%,600,5100,1234,--,-100.00,--,92165100,92165100,2546389亿,196.4%,2.96,5,11.82,--,--,--,20150324,
32,SH688426,康为世纪,--,+2.29%,17.42,+0.39,17.42,17.44,1669951,29215566,5592--,+0.11%,+2.96%,-0.44,1.49%,+69.18,1959640500,1955004200,99.76%,--,--,+0.12%,--,--,--,--,--,1056698,613253,1.72,--,无,无,-0.05,1.15,,-15352046,1.46,-0.140,体外诊断,医疗器械,17.03,16.92,-0.65%,--,17.88,16.92,+1.93%,-3.81%,+5.58%,-26.90%,5.64%,9470,1000,4175,+0.00,-18.09,--,112493716,112227568,-17195196亿,32.50%,11.90,4,10.69,--,--,--,20221025,
4,SZ300941,创识科技,--,+2.29%,13.41,+0.30,13.39,13.41,2609100,34866462,31600--,+0.00%,+2.44%,+0.36,2.11%,-3.62,2745697500,1659871900,60.45%,--,--,+0.00%,--,--,--,--,--,1180950,1428150,0.827,--,无,无,-0.06,0.89,91.65,227353,2.13,0.001,其他计算机设备,计算机设备,13.11,13.09,-0.15%,--,13.54,13.03,-1.03%,-6.03%,-11.66%,-43.02%,3.89%,1900,10500,7503,--,-24.94,--,204750000,123778662,217065亿,-92.50%,6.31,7,8.43,--,--,--,20210209,
32,SH688576,西山科技,--,+2.29%,41.14,+0.92,41.08,41.14,552134,22679965,8861--,+0.00%,+1.96%,+0.16,1.71%,-17.69,2782840800,1329584570,47.78%,--,--,+0.00%,--,--,--,--,--,287486,264648,1.09,--,无,无,-0.11,0.90,58.31,7290537,1.60,0.108,医疗耗材,医疗器械,40.22,40.35,+0.32%,--,41.80,40.35,+2.70%,-5.23%,-12.46%,-1.86%,3.61%,1656,1796,1853,+0.00,-18.31,--,67643189,32318536,8226178亿,-36.48%,25.67,4,36.88,--,--,--,20230606,
4,SH600779,水井坊,--,+2.29%,27.74,+0.62,27.74,27.75,6044250,166201830,100--,+0.00%,+5.24%,+0.89,1.24%,+22.59,13523339000,13523339000,100.00%,--,--,+0.00%,--,--,--,--,--,2722819,3321431,0.820,--,无,无,0.01,1.90,34.98,-6222100,2.56,0.353,白酒,白酒,27.12,26.36,-2.80%,--,28.25,26.21,+3.93%,-6.00%,-4.77%,-27.87%,7.52%,11500,14000,14642,+0.02,4.07,--,487503200,487503200,228763580亿,-10.12%,10.84,4,-6.77,--,--,--,19961206,
4,SH601019,山东出版,--,+2.29%,7.16,+0.16,7.15,7.16,9878232,70167347,2000--,-0.14%,+2.29%,+0.81,0.47%,-79.52,14942204000,14942204000,100.00%,--,--,-0.14%,--,--,--,--,--,3669383,6208849,0.591,--,无,无,-0.03,1.48,12.67,328380770,0.951,0.160,出版,文化传媒,7.00,7.00,+0.00%,--,7.17,6.98,+4.37%,+10.66%,+7.19%,-14.86%,2.71%,51500,18200,13209,+0.02,-42.14,--,2086900000,2086900000,327921070亿,1.58%,7.53,1,2.15,--,--,--,20171122,
32,SH688076,ST诺泰,--,+2.28%,29.11,+0.65,29.10,29.11,3624425,106205661,20279--,+0.17%,+2.28%,-0.68,1.14%,+65.53,9222512600,9222512600,100.00%,--,--,+0.17%,--,--,--,--,--,1928071,1696354,1.14,--,无,无,0.03,1.80,29.82,129463387,2.95,0.409,原料药,化学制药,28.46,28.46,+0.00%,--,29.80,28.45,+2.32%,+4.34%,+4.98%,-22.06%,4.74%,2000,69,4496,--,4.70,--,316815960,316815960,150479840亿,-15.17%,9.86,2,-12.72,--,--,--,20210520,
4,SZ002444,巨星科技,--,+2.28%,29.15,+0.65,29.15,29.16,16616758,479763700,400--,+0.07%,+4.11%,+0.97,1.45%,-23.82,34819039000,33427151000,96.00%,--,--,+0.07%,--,--,--,--,--,8561358,8055400,1.06,--,无,无,0.01,0.64,13.58,1336504900,1.82,0.432,其他通用设备,通用设备,28.50,28.00,-1.75%,--,29.42,27.90,-10.77%,-4.46%,-3.54%,-13.30%,5.33%,7501,30800,39002,+0.24,2.94,--,1194478180,1146729030,609141360亿,11.87%,16.01,2,-8.17,--,--,--,20100713,
,SZ000809,和展能源,--,+2.28%,3.14,+0.07,3.14,3.15,18593517,58283271,126400--,-0.32%,+1.29%,+0.18,2.25%,+2.69,2589844700,2589844700,100.00%,--,--,-0.32%,--,--,--,--,--,8311000,10282517,0.808,--,无,无,-0.06,1.33,,8850000,0.975,0.004,风电零部件,风电设备,3.07,3.10,+0.98%,--,3.17,3.04,+2.95%,-2.18%,-19.90%,-13.74%,4.23%,82200,40400,11247,--,-4.68,--,824791290,824791290,4224398亿,122.9%,3.22,1,-10.02,--,--,--,19980616,
4,SZ301539,宏鑫科技,--,+2.28%,13.91,+0.31,13.91,13.92,1574600,21688680,48700--,+0.00%,+3.27%,+1.00,2.10%,-38.69,2058680000,1044108910,50.72%,--,--,+0.00%,--,--,--,--,--,775126,799474,0.970,--,无,无,-0.13,0.52,756.5,-14709901,2.67,-0.100,轮胎轮毂,汽车零部件,13.60,13.47,-0.96%,--,13.97,13.42,+0.43%,+4.82%,-6.71%,-33.13%,4.04%,3900,500,2942,--,-31.98,--,148000000,75061748,-15342905亿,-244.6%,5.21,3,7.13,--,--,--,20240415,
4,SH601568,北元化工,--,+2.28%,3.59,+0.08,3.58,3.59,18587463,66281131,3300--,+0.00%,+1.99%,+0.69,0.47%,-42.48,14260278000,14260278000,100.00%,--,--,+0.00%,--,--,--,--,--,7950960,10636503,0.748,--,无,无,0.03,1.08,347.9,20484611,1.25,0.005,氯碱,化学原料,3.51,3.52,+0.28%,--,3.60,3.50,+5.90%,+3.46%,-3.75%,-2.18%,2.85%,102400,3900,12256,+0.02,18.65,--,3972222200,3972222200,21683008亿,-76.67%,2.86,4,-1.53,--,--,--,20201020,
,SH603230,内蒙新华,--,+2.28%,8.98,+0.20,8.97,8.98,2540700,22629801,18600--,+0.00%,+3.46%,+0.83,0.72%,-67.40,3174636500,3174636500,100.00%,--,--,+0.00%,--,--,--,--,--,922250,1618450,0.570,--,无,无,-0.01,1.43,38.51,21510000,1.12,0.180,出版,文化传媒,8.78,8.68,-1.14%,--,9.00,8.66,-0.22%,+1.01%,-4.97%,-26.39%,3.87%,19000,10700,6074,+0.00,-41.01,--,353523000,353523000,62099768亿,-59.76%,8.01,7,0.00,--,--,--,20211224,
,SZ002187,广百股份,--,+2.28%,4.94,+0.11,4.94,4.95,18146000,89652626,500--,-0.60%,+3.35%,-0.01,2.59%,-29.90,3462419500,3462419500,100.00%,--,--,-0.60%,--,--,--,--,--,7728750,10417250,0.742,--,无,无,-0.06,1.48,,22500000,0.865,0.030,百货零售,零售,4.83,4.78,-1.04%,--,5.03,4.74,+4.66%,+2.49%,-5.36%,-34.74%,6.00%,71000,31500,19779,--,-21.12,--,700894630,700894630,32564067亿,7.84%,5.71,3,6.54,--,--,--,20071122,
4,SH600901,江苏金租,--,+2.28%,6.29,+0.14,6.28,6.29,27968100,174564570,100--,+0.32%,+2.11%,+0.79,0.48%,-70.17,36430840000,36421946000,99.98%,--,--,+0.32%,--,--,--,--,--,10790420,17177680,0.628,--,无,无,-0.00,1.00,11.07,821834700,1.41,0.140,多元金融,多元金融,6.15,6.16,+0.16%,--,6.29,6.14,+2.78%,+4.83%,-1.56%,+5.71%,2.44%,22100,298000,29079,+0.04,-1.75,--,5791866400,5790452400,1108506070亿,6.49%,4.47,2,2.33,--,--,--,20180301,
,SZ300359,全通教育,--,+2.27%,3.60,+0.08,3.60,3.61,14034450,50532949,40000--,+0.00%,+3.15%,-0.02,2.22%,-17.88,2280000300,2279886100,100.00%,--,--,+0.00%,--,--,--,--,--,7106650,6927800,1.03,--,无,无,-0.08,0.76,,-20325358,4.45,-0.030,教育,教育,3.52,3.49,-0.85%,--,3.66,3.47,+2.86%,-3.74%,-7.22%,-32.84%,5.40%,15600,175800,14470,--,-12.79,--,633333420,633301700,-20822320亿,-6.64%,0.81,2,3.06,--,--,--,20140121,
,SZ000677,ST海龙,--,+2.27%,1.80,+0.04,1.79,1.80,99857882,184781320,11500--,+0.00%,+1.12%,-2.87,11.56%,+4.44,1555160300,1555160300,100.00%,--,--,+0.00%,--,--,--,--,--,49731040,50126842,0.992,--,有,无,-0.87,1.42,,5023875,3.03,0.006,粘胶,化学纤维,1.76,1.78,+1.14%,--,1.94,1.75,+16.13%,+19.21%,-4.76%,-59.00%,10.80%,630200,19600,15526,--,-8.69,--,863977950,863977950,13151165亿,-61.46%,0.59,0,372.21,--,--,--,19961226,
,SH603808,XD歌力思,--,+2.27%,7.65,+0.17,7.65,7.66,3589650,27520516,25700--,+0.00%,+1.19%,-0.22,0.99%,-75.89,2782559200,2782559200,100.00%,--,--,+0.00%,--,--,--,--,--,1867000,1722650,1.08,--,无,无,0.02,0.89,16.87,41001150,1.08,0.110,服装,服装家纺,7.48,7.56,+1.07%,--,7.78,7.50,+2.44%,+1.76%,-10.61%,-8.25%,3.74%,2100,23800,7511,+0.00,20.83,--,363733230,363733230,99108545亿,0.140%,7.10,7,-1.31,--,--,--,20150422,
4,SH600928,西安银行,--,+2.27%,3.60,+0.08,3.59,3.60,25845600,92224602,4600--,+0.00%,+2.27%,+0.90,0.58%,-32.32,16000000000,15924075000,99.53%,--,--,+0.00%,--,--,--,--,--,9436814,16408786,0.575,--,无,无,0.02,1.04,5.94,755866000,0.446,0.170,城商行,银行,3.52,3.52,+0.00%,--,3.61,3.49,+5.26%,+11.46%,+4.96%,+0.00%,3.41%,163200,97400,19014,+0.02,7.40,--,4444444400,4423354100,744047000亿,6.16%,8.07,1,0.00,--,--,--,20190301,
4,SH603229,奥翔药业,--,+2.27%,8.56,+0.19,8.56,8.57,13606446,117194778,1000--,-0.23%,+3.38%,-0.64,1.64%,+18.31,7107343600,7107343600,100.00%,--,--,-0.23%,--,--,--,--,--,6487635,7118811,0.911,--,无,无,-0.15,1.61,65.79,96662497,3.00,0.120,原料药,化学制药,8.37,8.28,-1.08%,--,8.77,8.28,+7.67%,+5.16%,+1.30%,-13.71%,5.85%,10792,5000,16575,+0.01,-37.02,--,830297150,830297150,107330659亿,-18.91%,2.85,1,23.73,--,--,--,20170509,
4,SZ000958,电投产融,--,+2.27%,5.41,+0.12,5.41,5.42,18217573,97973307,100--,-0.18%,+2.08%,+0.61,0.34%,-57.19,99092400000,29124294000,29.39%,--,--,-0.19%,--,--,--,--,--,6592250,11625323,0.567,--,无,无,0.01,0.85,30.06,1775000000,1.97,0.061,新能源发电,电力,5.29,5.30,+0.19%,--,5.42,5.29,+0.56%,-4.75%,-14.26%,-16.38%,2.46%,81200,398800,10643,+0.69,4.37,--,18316525000,5383418500,1359912900亿,0.295%,2.75,7,1.59,--,--,--,19991223,
4,SZ301232,飞沃科技,--,+2.27%,145.22,+3.22,145.20,145.22,5953496,872507940,300--,+0.14%,+2.26%,-0.94,9.54%,+93.61,15267026000,9067131800,59.39%,--,--,+0.15%,--,--,--,--,--,3170074,2783422,1.14,--,无,无,-0.21,0.64,339.5,4509963,10.79,0.043,风电零部件,风电设备,142.00,142.01,+0.01%,--,150.08,142.01,-7.97%,-10.08%,+19.42%,+20.75%,5.68%,500,300,34201,--,-3.60,--,105130325,62437211,7289607亿,269.2%,13.46,2,161.70,--,--,--,20230615,
